NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,NAG,NAU,Dir,Conf,Schoenflies symbol,CSM,RMS
deca_Ag_05_Au_08_config_358,-12176.7881,-12177.36966,0.99439,0.17621,8,5,-0.97911538,-0.07531657,-1.24166615,-0.09551278,-13.668661,-1.051435,37,2.8512058,7,2.8110282,0.1892,18,2.8287532,0.4865,12,2.9083221,0.3243,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_358,Cs,0.0231,0.0152
deca_Ag_05_Au_08_config_359,-12177.0209,-12178.90666,0.99529,0.18135,8,5,-1.21191538,-0.09322426,-2.77866615,-0.21374355,-15.205664,-1.169666,35,2.8298624,6,2.9286604,0.1714,19,2.7899907,0.5429,10,2.8463395,0.2857,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_359,NO,NA,NA
deca_Ag_05_Au_08_config_360,-12176.9044,-12178.88533,0.99447,0.17665,8,5,-1.09541538,-0.08426272,-2.75733615,-0.21210278,-15.184332,-1.168026,36,2.8368888,6,2.9148819,0.1667,20,2.7885497,0.5556,10,2.8867712,0.2778,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_360,NO,NA,NA
deca_Ag_05_Au_08_config_361,-12177.1312,-12178.85516,0.99668,0.19188,8,5,-1.32221538,-0.10170888,-2.72716615,-0.20978201,-15.154157,-1.165704,36,2.8346462,5,2.9251354,0.1389,21,2.7967951,0.5833,10,2.8688896,0.2778,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_361,NO,NA,NA
deca_Ag_05_Au_08_config_362,-12176.9027,-12178.24053,0.9938,0.17317,8,5,-1.09371538,-0.08413195,-2.11253615,-0.16250278,-14.539534,-1.118426,35,2.8266537,6,2.8489237,0.1714,22,2.8212278,0.6286,7,2.8246193,0.2,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_362,NO,NA,NA
deca_Ag_05_Au_08_config_363,-12176.6103,-12177.01459,1.11262,0.08298,8,5,-0.80131538,-0.06163964,-0.88659615,-0.0681997,-13.313591,-1.024122,37,2.8411942,8,2.8045175,0.2162,16,2.8308415,0.4324,13,2.8765056,0.3514,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_363,C2v,0.0000,0.0001
deca_Ag_05_Au_08_config_364,-12176.9872,-12178.87705,0.99566,0.18381,8,5,-1.17821538,-0.09063195,-2.74905615,-0.21146586,-15.176046,-1.167388,35,2.8298056,6,2.9002221,0.1714,19,2.8036556,0.5429,10,2.8372416,0.2857,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_364,NO,NA,NA
deca_Ag_05_Au_08_config_365,-12177.0203,-12178.37659,0.99071,0.16102,8,5,-1.21131538,-0.09317811,-2.24859615,-0.17296894,-14.67559,-1.128892,34,2.8231378,4,2.8335462,0.1176,22,2.8216841,0.6471,8,2.8219316,0.2353,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_365,Cs,0.1776,0.0421
deca_Ag_05_Au_08_config_366,-12176.7826,-12177.99215,0.99651,0.1905,8,5,-0.97361538,-0.07489349,-1.86415615,-0.14339663,-14.291148,-1.099319,36,2.8312154,6,2.828661,0.1667,20,2.8269296,0.5556,10,2.8413203,0.2778,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_366,NO,NA,NA
deca_Ag_05_Au_08_config_367,-12177.1148,-12178.18526,0.99715,0.19646,8,5,-1.30581538,-0.10044734,-2.05726615,-0.15825124,-14.484256,-1.114174,37,2.8521273,5,2.7745507,0.1351,21,2.8564289,0.5676,11,2.8791759,0.2973,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_367,NO,NA,NA
deca_Ag_05_Au_08_config_368,-12177.1952,-12178.18993,0.99568,0.18407,8,5,-1.38621538,-0.10663195,-2.06193615,-0.15861047,-14.488927,-1.114533,35,2.8314302,4,2.7321172,0.1143,23,2.8524795,0.6571,8,2.8205702,0.2286,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_368,Cs,0.0789,0.0281
deca_Ag_05_Au_08_config_369,-12176.9359,-12177.37853,0.98454,0.14557,8,5,-1.12691538,-0.0866858,-1.25053615,-0.09619509,-13.677526,-1.052117,37,2.8452504,6,2.8871756,0.1622,20,2.8170915,0.5405,11,2.8735805,0.2973,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_369,C2v,0.4502,0.0671
deca_Ag_05_Au_08_config_370,-12177.1528,-12178.83357,0.99882,0.22293,8,5,-1.34381538,-0.10337041,-2.70557615,-0.20812124,-15.13257,-1.164044,33,2.8168149,6,2.9561901,0.1818,20,2.7589686,0.6061,7,2.8626282,0.2121,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_370,C2v,0.1406,0.0375
deca_Ag_05_Au_08_config_371,-12177.3553,-12178.34945,0.99695,0.19457,8,5,-1.54631538,-0.11894734,-2.22145615,-0.17088124,-14.648453,-1.126804,35,2.8273971,6,2.8296607,0.1714,22,2.8269808,0.6286,7,2.8267643,0.2,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_371,NO,NA,NA
deca_Ag_05_Au_08_config_372,-12176.0374,-12178.40035,0.99592,0.18576,8,5,-0.22841538,-0.01757041,-2.27235615,-0.17479663,-14.699346,-1.130719,35,2.836724,5,2.9075251,0.1429,18,2.8142838,0.5143,12,2.8408844,0.3429,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_372,NO,NA,NA
deca_Ag_05_Au_08_config_373,-12176.4461,-12178.69108,0.99648,0.19017,8,5,-0.63711538,-0.04900888,-2.56308615,-0.19716047,-14.990083,-1.153083,35,2.831548,5,2.822659,0.1429,18,2.8182845,0.5143,12,2.8551481,0.3429,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_373,NO,NA,NA
deca_Ag_05_Au_08_config_374,-12176.4526,-12178.76434,0.99531,0.18156,8,5,-0.64361538,-0.04950888,-2.63634615,-0.20279586,-15.063336,-1.158718,35,2.8276286,4,2.8689234,0.1143,19,2.802352,0.5429,12,2.8538859,0.3429,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_374,NO,NA,NA
deca_Ag_05_Au_08_config_375,-12176.6417,-12178.51886,0.99717,0.1968,8,5,-0.83271538,-0.06405503,-2.39086615,-0.18391278,-14.817856,-1.139835,33,2.8148067,4,2.8129296,0.1212,17,2.8013289,0.5152,12,2.8345268,0.3636,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_375,NO,NA,NA
deca_Ag_05_Au_08_config_376,-12176.356,-12178.67166,0.99202,0.16558,8,5,-0.54701538,-0.04207811,-2.54366615,-0.19566663,-14.970662,-1.151589,36,2.8394873,5,2.847115,0.1389,18,2.8317177,0.5,13,2.8473129,0.3611,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_376,NO,NA,NA
deca_Ag_05_Au_08_config_377,-12176.4501,-12176.99241,0.99242,0.14712,8,5,-0.64111538,-0.04931657,-0.86441615,-0.06649355,-13.291409,-1.022416,37,2.8502574,4,2.8981154,0.1081,17,2.7987423,0.4595,16,2.8930275,0.4324,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_377,Cs,0.0137,0.0117
deca_Ag_05_Au_08_config_378,-12176.7791,-12177.37766,0.99411,0.17476,8,5,-0.97011538,-0.07462426,-1.24966615,-0.09612817,-13.676663,-1.052051,37,2.8658712,4,3.0949106,0.1081,19,2.8087955,0.5135,14,2.8778911,0.3784,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_378,NO,NA,NA
deca_Ag_05_Au_08_config_379,-12176.6492,-12178.52954,0.99644,0.18993,8,5,-0.84021538,-0.06463195,-2.40154615,-0.18473432,-14.828539,-1.140657,34,2.820719,5,2.8282833,0.1471,16,2.7988431,0.4706,13,2.844734,0.3824,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_379,NO,NA,NA
deca_Ag_05_Au_08_config_380,-12176.7942,-12177.31944,0.99477,0.1783,8,5,-0.98521538,-0.0757858,-1.19144615,-0.0916497,-13.61844,-1.047572,37,2.8559489,3,2.8967571,0.0811,19,2.7988715,0.5135,15,2.9200866,0.4054,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_380,NO,NA,NA
deca_Ag_05_Au_08_config_381,-12176.8688,-12178.68508,0.99399,0.17411,8,5,-1.05981538,-0.08152426,-2.55708615,-0.19669894,-14.984083,-1.152622,36,2.8435891,4,2.7928545,0.1111,20,2.8548071,0.5556,12,2.8418043,0.3333,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_381,NO,NA,NA
deca_Ag_05_Au_08_config_382,-12176.598,-12177.08654,0.9981,0.20537,8,5,-0.78901538,-0.06069349,-0.95854615,-0.07373432,-13.385538,-1.029657,37,2.8483813,4,2.8842688,0.1081,17,2.7985096,0.4595,16,2.8923993,0.4324,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_382,Cs,0.7403,0.0860
deca_Ag_05_Au_08_config_383,-12176.9014,-12178.60593,0.99646,0.19006,8,5,-1.09241538,-0.08403195,-2.47793615,-0.19061047,-14.904932,-1.146533,32,2.8039396,5,2.8628235,0.1563,20,2.7878778,0.625,7,2.8077717,0.2188,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_383,NO,NA,NA
deca_Ag_05_Au_08_config_384,-12176.7101,-12177.78134,0.99682,0.19328,8,5,-0.90111538,-0.06931657,-1.65334615,-0.12718047,-14.080342,-1.083103,38,2.8717589,3,2.9711859,0.0789,22,2.8228965,0.5789,13,2.9315038,0.3421,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_384,Cs,0.2353,0.0485
deca_Ag_05_Au_08_config_385,-12176.6202,-12178.62937,0.99499,0.17961,8,5,-0.81121538,-0.06240118,-2.50137615,-0.19241355,-14.928365,-1.148336,36,2.8407874,6,2.8865082,0.1667,18,2.8308272,0.5,12,2.8328676,0.3333,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_385,NO,NA,NA
deca_Ag_05_Au_08_config_386,-12176.7405,-12178.72675,0.99755,0.20106,8,5,-0.93151538,-0.07165503,-2.59875615,-0.19990432,-15.02575,-1.155827,35,2.8282082,3,2.9119966,0.0857,22,2.8077753,0.6286,10,2.8480234,0.2857,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_386,NO,NA,NA
deca_Ag_05_Au_08_config_387,-12177.063,-12178.87349,0.99738,0.1991,8,5,-1.25401538,-0.09646272,-2.74549615,-0.21119201,-15.172492,-1.167115,36,2.8353531,5,2.885181,0.1389,21,2.8232327,0.5833,10,2.835892,0.2778,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_387,Cs,0.1902,0.0436
deca_Ag_06_Au_07_config_301,-12270.3029,-12272.25131,0.99215,0.16612,7,6,-1.22953846,-0.09457988,-2.84424539,-0.21878811,-16.127311,-1.240562,36,2.8306472,9,2.8718581,0.25,20,2.7963655,0.5556,7,2.8756061,0.1944,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_301,NO,NA,NA
deca_Ag_06_Au_07_config_302,-12270.38679,-12271.58552,1.00106,0.102,7,6,-1.31342846,-0.10103296,-2.17845539,-0.16757349,-15.461522,-1.189348,37,2.8538334,9,2.838459,0.2432,21,2.8706691,0.5676,7,2.8230956,0.1892,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_302,Cs,0.2303,0.0480
deca_Ag_06_Au_07_config_303,-12270.4215,-12271.95398,0.99744,0.19961,7,6,-1.34813846,-0.10370296,-2.54691539,-0.19591657,-15.829981,-1.217691,36,2.835839,10,2.8917038,0.2778,19,2.8090928,0.5278,7,2.8286281,0.1944,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_303,NO,NA,NA
deca_Ag_06_Au_07_config_304,-12270.6115,-12272.13769,0.99626,0.18842,7,6,-1.53813846,-0.11831834,-2.73062539,-0.21004811,-16.01369,-1.231822,36,2.8338335,9,2.9026251,0.25,21,2.8142979,0.5833,6,2.7990179,0.1667,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_304,NO,NA,NA
deca_Ag_06_Au_07_config_305,-12270.5376,-12272.14313,0.99331,0.17093,7,6,-1.46423846,-0.11263373,-2.73606539,-0.21046657,-16.019127,-1.232241,35,2.8220727,6,2.8383598,0.1714,22,2.8055696,0.6286,7,2.8599794,0.2,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_305,NO,NA,NA
deca_Ag_06_Au_07_config_306,-12270.475,-12271.69149,0.99789,0.20547,7,6,-1.40163846,-0.10781834,-2.28442539,-0.17572503,-15.56749,-1.197499,38,2.873065,9,2.9243145,0.2368,24,2.8376687,0.6316,5,2.9507172,0.1316,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_306,NO,NA,NA
deca_Ag_06_Au_07_config_307,-12270.6938,-12271.74778,0.99601,0.18644,7,6,-1.62043846,-0.12464911,-2.34071539,-0.18005503,-15.623776,-1.201829,36,2.8413253,9,2.8756218,0.25,22,2.7964151,0.6111,5,2.9771953,0.1389,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_307,Cs,0.1430,0.0378
deca_Ag_06_Au_07_config_308,-12270.7611,-12271.59156,0.99779,0.20425,7,6,-1.68773846,-0.12982604,-2.18449539,-0.16803811,-15.467563,-1.189813,35,2.8401783,9,2.8894835,0.2571,21,2.8227136,0.6,5,2.8247821,0.1429,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_308,NO,NA,NA
deca_Ag_06_Au_07_config_309,-12269.7402,-12272.18944,0.99355,0.17201,7,6,-0.66683846,-0.05129527,-2.78237539,-0.21402888,-16.06544,-1.235803,37,2.8461995,12,2.8971403,0.3243,18,2.8352749,0.4865,7,2.786962,0.1892,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_309,NO,NA,NA
deca_Ag_06_Au_07_config_310,-12269.9972,-12271.9324,0.99222,0.16635,7,6,-0.92383846,-0.0710645,-2.52533539,-0.19425657,-15.808395,-1.21603,36,2.8310561,10,2.8628109,0.2778,18,2.8116968,0.5,8,2.8349228,0.2222,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_310,NO,NA,NA
deca_Ag_06_Au_07_config_311,-12270.0424,-12272.01462,0.99512,0.18039,7,6,-0.96903846,-0.07454142,-2.60755539,-0.20058118,-15.890615,-1.222355,38,2.8571742,12,2.8853738,0.3158,17,2.846997,0.4474,9,2.8387995,0.2368,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_311,NO,NA,NA
deca_Ag_06_Au_07_config_312,-12270.2535,-12272.14084,0.99283,0.1688,7,6,-1.18013846,-0.09077988,-2.73377539,-0.21029041,-16.016839,-1.232065,36,2.8327227,10,2.8671083,0.2778,18,2.8068366,0.5,8,2.8479829,0.2222,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_312,NO,NA,NA
deca_Ag_06_Au_07_config_313,-12270.128,-12271.87414,0.99788,0.20554,7,6,-1.05463846,-0.08112604,-2.46707539,-0.18977503,-15.750139,-1.211549,34,2.8147619,8,2.8215735,0.2353,18,2.8055046,0.5294,8,2.8287792,0.2353,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_313,NO,NA,NA
deca_Ag_06_Au_07_config_314,-12270.3302,-12271.27578,0.99565,0.18378,7,6,-1.25683846,-0.09667988,-1.86871539,-0.14374734,-15.15178,-1.165522,36,2.8486524,9,2.8404841,0.25,20,2.855154,0.5556,7,2.8405776,0.1944,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_314,NO,NA,NA
deca_Ag_06_Au_07_config_315,-12269.9295,-12272.07081,0.99129,0.16296,7,6,-0.85613846,-0.0658568,-2.66374539,-0.20490349,-15.946809,-1.226678,35,2.8253796,9,2.859138,0.2571,18,2.8050668,0.5143,8,2.8331048,0.2286,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_315,NO,NA,NA
deca_Ag_06_Au_07_config_316,-12269.80256,-12270.31354,1.07262,0.35651,7,6,-0.72919846,-0.05609219,-0.90647539,-0.06972888,-14.189537,-1.091503,37,2.8403854,11,2.8434706,0.2973,16,2.8091776,0.4324,10,2.8869231,0.2703,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_316,NO,NA,NA
deca_Ag_06_Au_07_config_317,-12270.2375,-12271.88138,0.99649,0.19047,7,6,-1.16413846,-0.08954911,-2.47431539,-0.19033195,-15.757378,-1.212106,34,2.8188579,8,2.8126285,0.2353,18,2.8055556,0.5294,8,2.8550169,0.2353,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_317,NO,NA,NA
deca_Ag_06_Au_07_config_318,-12270.3413,-12272.16312,0.98896,0.15581,7,6,-1.26793846,-0.09753373,-2.75605539,-0.21200426,-16.039115,-1.233778,35,2.8275647,9,2.8872771,0.2571,19,2.7855539,0.5429,7,2.8648181,0.2,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_318,NO,NA,NA
deca_Ag_06_Au_07_config_319,-12270.0615,-12271.57469,0.99855,0.217,7,6,-0.98813846,-0.07601065,-2.16762539,-0.16674041,-15.450687,-1.188514,35,2.8370285,11,2.8685055,0.3143,16,2.8189518,0.4571,8,2.8298995,0.2286,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_319,NO,NA,NA
deca_Ag_06_Au_07_config_320,-12270.391,-12271.51516,0.99475,0.17822,7,6,-1.31763846,-0.1013568,-2.10809539,-0.16216118,-15.391161,-1.183935,36,2.8428481,7,2.8035901,0.1944,21,2.8516812,0.5833,8,2.8540134,0.2222,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_320,NO,NA,NA
deca_Ag_06_Au_07_config_321,-12270.4883,-12270.93754,0.99693,0.19426,7,6,-1.41493846,-0.10884142,-1.53047539,-0.11772888,-14.813537,-1.139503,37,2.8489017,8,2.7912569,0.2162,22,2.876766,0.5946,7,2.8272059,0.1892,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_321,Cs,0.0061,0.0078
deca_Ag_06_Au_07_config_322,-12270.2453,-12272.01728,0.99099,0.16192,7,6,-1.17193846,-0.09014911,-2.61021539,-0.2007858,-15.893276,-1.22256,33,2.8101873,8,2.864038,0.2424,19,2.7871273,0.5758,6,2.8114116,0.1818,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_322,NO,NA,NA
deca_Ag_06_Au_07_config_323,-12270.1556,-12270.51126,2.94187,0.1053,7,6,-1.08223846,-0.08324911,-1.10419539,-0.08493811,-14.38726,-1.106712,37,2.8406074,9,2.8500361,0.2432,20,2.8163993,0.5405,8,2.8905206,0.2162,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_323,Cs,0.0121,0.0110
deca_Ag_06_Au_07_config_324,-12270.4981,-12271.63792,0.99692,0.19423,7,6,-1.42473846,-0.10959527,-2.23085539,-0.17160426,-15.513915,-1.193378,39,2.8749118,9,2.8800571,0.2308,24,2.8712711,0.6154,6,2.8817565,0.1538,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_324,NO,NA,NA
deca_Ag_06_Au_07_config_325,-12270.3246,-12271.00857,0.9982,0.20059,7,6,-1.25123846,-0.09624911,-1.60150539,-0.12319272,-14.884569,-1.144967,37,2.8471651,8,2.8167708,0.2162,21,2.848325,0.5676,8,2.8745131,0.2162,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_325,NO,NA,NA
deca_Ag_06_Au_07_config_326,-12270.704,-12271.6591,0.99576,0.18459,7,6,-1.63063846,-0.12543373,-2.25203539,-0.17323349,-15.535096,-1.195007,34,2.8280737,8,2.8396039,0.2353,22,2.8275027,0.6471,4,2.8081563,0.1176,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_326,NO,NA,NA
deca_Ag_06_Au_07_config_327,-12270.4843,-12272.42468,0.99555,0.1832,7,6,-1.41093846,-0.10853373,-3.01761539,-0.23212426,-16.300679,-1.253898,34,2.8225775,9,2.8775783,0.2647,20,2.7862308,0.5882,5,2.868964,0.1471,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_327,Cs,0.0395,0.0199
deca_Ag_06_Au_07_config_328,-12270.2903,-12271.96828,0.99414,0.1748,7,6,-1.21693846,-0.09361065,-2.56121539,-0.19701657,-15.844276,-1.21879,34,2.8261011,8,2.8844001,0.2353,20,2.8041556,0.5882,6,2.8215208,0.1765,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_328,NO,NA,NA
deca_Ag_06_Au_07_config_329,-12270.2733,-12272.09244,0.99441,0.17629,7,6,-1.19993846,-0.09230296,-2.68537539,-0.20656734,-15.968444,-1.228342,35,2.8273349,7,2.8593895,0.2,21,2.8004401,0.6,7,2.8759618,0.2,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_329,NO,NA,NA
deca_Ag_06_Au_07_config_330,-12269.9251,-12271.77993,0.9966,0.19119,7,6,-0.85173846,-0.06551834,-2.37286539,-0.18252811,-15.655929,-1.204302,36,2.8364973,8,2.8504884,0.2222,20,2.8253961,0.5556,8,2.8502593,0.2222,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_330,NO,NA,NA
deca_Ag_06_Au_07_config_331,-12270.2032,-12271.47196,0.99045,0.16019,7,6,-1.12983846,-0.08691065,-2.06489539,-0.15883811,-15.347962,-1.180612,35,2.8305528,6,2.862484,0.1714,23,2.8176904,0.6571,6,2.8479309,0.1714,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_331,Cs,0.5754,0.0759
deca_Ag_06_Au_07_config_332,-12270.37308,-12272.34875,1.00019,0.0688,7,6,-1.29971846,-0.09997834,-2.94168539,-0.22628349,-16.224753,-1.248058,37,2.843286,8,2.874207,0.2162,22,2.8204954,0.5946,7,2.879575,0.1892,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_332,C2,0.0184,0.0136
deca_Ag_06_Au_07_config_333,-12270.4605,-12271.70372,0.99506,0.18008,7,6,-1.38713846,-0.10670296,-2.29665539,-0.1766658,-15.579723,-1.19844,34,2.8191891,8,2.8655322,0.2353,21,2.8000689,0.6176,5,2.8253441,0.1471,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_333,NO,NA,NA
deca_Ag_06_Au_07_config_334,-12270.0065,-12272.18285,0.99725,0.19766,7,6,-0.93313846,-0.07177988,-2.77578539,-0.21352195,-16.058851,-1.235296,34,2.8077688,6,2.8028688,0.1765,21,2.8054814,0.6176,7,2.8188298,0.2059,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_334,NO,NA,NA
deca_Ag_06_Au_07_config_335,-12269.7919,-12271.80953,0.99544,0.18242,7,6,-0.71853846,-0.05527219,-2.40246539,-0.18480503,-15.685531,-1.206579,33,2.8093674,7,2.8497064,0.2121,19,2.8020501,0.5758,7,2.7888904,0.2121,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_335,NO,NA,NA
deca_Ag_06_Au_07_config_336,-12269.9923,-12271.99263,0.99781,0.20446,7,6,-0.91893846,-0.07068757,-2.58556539,-0.19888965,-15.868634,-1.220664,34,2.8116713,9,2.8354011,0.2647,17,2.8037727,0.5,8,2.8017616,0.2353,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_336,NO,NA,NA
deca_Ag_06_Au_07_config_337,-12269.9784,-12271.01433,0.99692,0.19426,7,6,-0.90503846,-0.06961834,-1.60726539,-0.1236358,-14.890334,-1.14541,34,2.8300869,7,2.8942337,0.2059,19,2.8194511,0.5588,8,2.7992167,0.2353,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_337,NO,NA,NA
deca_Ag_06_Au_07_config_338,-12270.193,-12272.20544,0.99334,0.17102,7,6,-1.11963846,-0.08612604,-2.79837539,-0.21525965,-16.081439,-1.237034,34,2.8144097,6,2.8474815,0.1765,22,2.7966096,0.6471,6,2.846607,0.1765,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_338,NO,NA,NA
deca_Ag_06_Au_07_config_339,-12270.0937,-12271.54727,0.99483,0.17868,7,6,-1.02033846,-0.07848757,-2.14020539,-0.16463118,-15.423268,-1.186405,31,2.7875969,7,2.7719243,0.2258,17,2.7927682,0.5484,7,2.7907145,0.2258,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_339,NO,NA,NA
deca_Ag_06_Au_07_config_340,-12270.2445,-12271.20336,0.99773,0.20344,7,6,-1.17113846,-0.09008757,-1.79629539,-0.13817657,-15.079357,-1.159951,34,2.8279703,6,2.8995323,0.1765,21,2.8080838,0.6176,7,2.8262901,0.2059,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_340,NO,NA,NA
deca_Ag_06_Au_07_config_341,-12269.8934,-12271.98073,0.99919,0.23015,7,6,-0.82003846,-0.06307988,-2.57366539,-0.19797426,-15.856732,-1.219749,34,2.814271,7,2.874048,0.2059,21,2.7979515,0.6176,6,2.8016481,0.1765,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_341,NO,NA,NA
deca_Ag_06_Au_07_config_342,-12269.31006,-12270.22669,1.02987,0.04109,7,6,-0.23669846,-0.01820757,-0.81962539,-0.06304811,-14.10269,-1.084822,37,2.8504262,8,2.860709,0.2162,16,2.8021104,0.4324,13,2.9035635,0.3514,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_342,NO,NA,NA
deca_Ag_06_Au_07_config_343,-12270.1268,-12271.82197,0.99706,0.19562,7,6,-1.05343846,-0.08103373,-2.41490539,-0.18576195,-15.697966,-1.207536,34,2.8149197,9,2.8389885,0.2647,16,2.7836809,0.4706,9,2.8463869,0.2647,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_343,NO,NA,NA
deca_Ag_06_Au_07_config_344,-12270.1494,-12272.20344,0.99096,0.16187,7,6,-1.07603846,-0.08277219,-2.79637539,-0.2151058,-16.079442,-1.23688,35,2.8257282,8,2.8417671,0.2286,20,2.8120141,0.5714,7,2.8465805,0.2,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_344,NO,NA,NA
deca_Ag_06_Au_07_config_345,-12270.0607,-12271.61989,0.9978,0.20421,7,6,-0.98733846,-0.07594911,-2.21282539,-0.17021734,-15.495888,-1.191991,34,2.8219454,10,2.820905,0.2941,14,2.8129289,0.4118,10,2.8356102,0.2941,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_345,NO,NA,NA
deca_Ag_06_Au_07_config_346,-12270.207,-12272.22235,0.99395,0.17387,7,6,-1.13363846,-0.08720296,-2.81528539,-0.21656041,-16.098349,-1.238335,34,2.8072042,7,2.8364749,0.2059,21,2.8085046,0.6176,6,2.7685006,0.1765,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_346,NO,NA,NA
deca_Ag_06_Au_07_config_347,-12270.3676,-12272.02869,0.9983,0.21202,7,6,-1.29423846,-0.0995568,-2.62162539,-0.20166349,-15.904691,-1.223438,35,2.8275981,8,2.8249605,0.2286,20,2.830317,0.5714,7,2.8228462,0.2,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_347,NO,NA,NA
deca_Ag_06_Au_07_config_348,-12269.9369,-12270.49131,0.99479,0.17845,7,6,-0.86353846,-0.06642604,-1.08424539,-0.08340349,-14.367309,-1.105178,35,2.8404052,6,2.8741558,0.1714,20,2.7904618,0.5714,9,2.9288912,0.2571,Deca,6,7,Ag_06,deca_Ag_06_Au_07_config_348,Cs,0.0205,0.0143
