NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,NAG,NAU,Dir,Conf,Schoenflies symbol,CSM,RMS
deca_Ag_04_Au_09_config_332,-12083.3898,-12085.62121,0.99267,0.16818,9,4,-0.84519231,-0.06501479,-2.77228692,-0.21325284,-14.343213,-1.103324,37,2.8533022,6,2.9999344,0.1622,19,2.8328478,0.5135,12,2.8123732,0.3243,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_332,NO,NA,NA
deca_Ag_04_Au_09_config_333,-12083.6143,-12085.28268,0.99259,0.16782,9,4,-1.06969231,-0.08228402,-2.43375692,-0.18721207,-14.004676,-1.077283,36,2.8388131,4,2.8484709,0.1111,16,2.8360746,0.4444,16,2.8391376,0.4444,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_333,NO,NA,NA
deca_Ag_04_Au_09_config_334,-12083.6993,-12085.42344,0.99209,0.16583,9,4,-1.15469231,-0.08882249,-2.57451692,-0.19803976,-14.145444,-1.088111,33,2.8051105,2,2.7817903,0.0606,18,2.8033078,0.5455,13,2.8111939,0.3939,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_334,NO,NA,NA
deca_Ag_04_Au_09_config_335,-12083.5629,-12085.62384,0.99243,0.16716,9,4,-1.01829231,-0.07833018,-2.77491692,-0.21345515,-14.345837,-1.103526,35,2.8249264,3,2.8625145,0.0857,18,2.7973146,0.5143,14,2.8523726,0.4,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_335,NO,NA,NA
deca_Ag_04_Au_09_config_336,-12083.8257,-12084.74769,0.99658,0.19113,9,4,-1.28109231,-0.09854556,-1.89876692,-0.14605899,-13.469693,-1.03613,34,2.8180327,5,2.840729,0.1471,19,2.8199134,0.5588,10,2.8031118,0.2941,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_336,Cs,0.6683,0.0817
deca_Ag_04_Au_09_config_337,-12083.7996,-12084.91713,0.99546,0.18226,9,4,-1.25499231,-0.09653787,-2.06820692,-0.15909284,-13.639131,-1.049164,35,2.8263884,3,2.7471139,0.0857,22,2.8469882,0.6286,10,2.8048513,0.2857,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_337,NO,NA,NA
deca_Ag_04_Au_09_config_338,-12082.9361,-12084.84147,0.99696,0.19458,9,4,-0.39149231,-0.03011479,-1.99254692,-0.15327284,-13.563471,-1.043344,34,2.8282144,3,2.8299875,0.0882,16,2.8319106,0.4706,15,2.8239174,0.4412,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_338,NO,NA,NA
deca_Ag_04_Au_09_config_339,-12083.0244,-12085.14142,0.99417,0.17507,9,4,-0.47979231,-0.0369071,-2.29249692,-0.17634592,-13.863423,-1.066417,36,2.8453162,4,2.8171556,0.1111,16,2.8857281,0.4444,16,2.8119447,0.4444,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_339,NO,NA,NA
deca_Ag_04_Au_09_config_340,-12083.1431,-12083.69779,0.99385,0.17342,9,4,-0.59849231,-0.04603787,-0.84886692,-0.06529746,-12.419793,-0.955369,37,2.8646524,3,2.9801807,0.0811,14,2.7805178,0.3784,20,2.9062176,0.5405,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_340,Cs,0.4472,0.0669
deca_Ag_04_Au_09_config_341,-12083.3663,-12085.42773,0.99498,0.17954,9,4,-0.82169231,-0.0632071,-2.57880692,-0.19836976,-14.149731,-1.088441,34,2.8222086,3,2.7972467,0.0882,16,2.8174782,0.4706,15,2.8322463,0.4412,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_341,NO,NA,NA
deca_Ag_04_Au_09_config_342,-12083.2471,-12085.51367,0.99186,0.16499,9,4,-0.70249231,-0.05403787,-2.66474692,-0.20498053,-14.235665,-1.095051,35,2.8320692,4,2.887713,0.1143,17,2.8288281,0.4857,14,2.820107,0.4,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_342,NO,NA,NA
deca_Ag_04_Au_09_config_343,-12083.4607,-12085.39036,0.99667,0.19183,9,4,-0.91609231,-0.07046864,-2.54143692,-0.19549515,-14.112364,-1.085566,33,2.8086534,1,2.9058709,0.0303,18,2.7768626,0.5455,14,2.8425834,0.4242,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_343,NO,NA,NA
deca_Ag_04_Au_09_config_344,-12083.2377,-12085.50846,0.99377,0.17303,9,4,-0.69309231,-0.05331479,-2.65953692,-0.20457976,-14.230464,-1.094651,35,2.8301826,2,2.7942553,0.0571,19,2.8216374,0.5429,14,2.8469112,0.4,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_344,NO,NA,NA
deca_Ag_04_Au_09_config_345,-12082.9847,-12083.37157,1.09303,0.08833,9,4,-0.44009231,-0.03385325,-0.52264692,-0.04020361,-12.093571,-0.930275,37,2.8520527,4,2.8726716,0.1081,12,2.7887144,0.3243,21,2.8843188,0.5676,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_345,C2v,0.0000,0.0004
deca_Ag_04_Au_09_config_346,-12083.3293,-12085.18703,1.00077,0.10142,9,4,-0.78469231,-0.06036095,-2.33810692,-0.17985438,-13.909029,-1.069925,34,2.8244343,4,2.871402,0.1176,18,2.8207293,0.5294,12,2.8143358,0.3529,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_346,NO,NA,NA
deca_Ag_04_Au_09_config_347,-12083.3663,-12084.90481,0.9892,0.15648,9,4,-0.82169231,-0.0632071,-2.05588692,-0.15814515,-13.626812,-1.048216,30,2.7844405,0,0,0,19,2.7881169,0.6333,11,2.7780914,0.3667,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_347,NO,NA,NA
deca_Ag_04_Au_09_config_348,-12083.1458,-12083.52344,2.97053,0.12898,9,4,-0.60119231,-0.04624556,-0.67451692,-0.05188592,-12.245437,-0.941957,37,2.8534799,3,2.866596,0.0811,14,2.809855,0.3784,20,2.8820508,0.5405,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_348,C2,0.9695,0.0985
deca_Ag_04_Au_09_config_349,-12083.459,-12084.55007,0.99581,0.18503,9,4,-0.91439231,-0.07033787,-1.70114692,-0.13085746,-13.272069,-1.020928,37,2.8626604,1,2.8831642,0.027,18,2.8354461,0.4865,18,2.8887353,0.4865,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_349,C2,0.7548,0.0869
deca_Ag_04_Au_09_config_350,-12083.5067,-12085.51093,0.9954,0.18212,9,4,-0.96209231,-0.0740071,-2.66200692,-0.20476976,-14.23293,-1.094841,36,2.8364599,3,2.9283836,0.0833,20,2.830879,0.5556,13,2.8238323,0.3611,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_350,Cs,0.0865,0.0294
deca_Ag_04_Au_09_config_351,-12083.2173,-12083.72404,0.98605,0.14864,9,4,-0.67269231,-0.05174556,-0.87511692,-0.06731669,-12.44604,-0.957388,37,2.8567173,2,3.1386395,0.0541,16,2.7838192,0.4324,19,2.888428,0.5135,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_351,C2v,0.0024,0.0049
deca_Ag_04_Au_09_config_352,-12083.4938,-12085.22777,0.99744,0.19977,9,4,-0.94919231,-0.07301479,-2.37884692,-0.18298823,-13.949773,-1.073059,33,2.8076267,2,2.8201003,0.0606,19,2.7941799,0.5758,12,2.8268383,0.3636,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_352,NO,NA,NA
deca_Ag_04_Au_09_config_353,-12083.6865,-12084.69415,0.99794,0.20634,9,4,-1.14189231,-0.08783787,-1.84522692,-0.14194053,-13.416152,-1.032012,35,2.8426416,2,2.9160938,0.0571,19,2.8265028,0.5429,14,2.8540509,0.4,Deca,4,9,Ag_04,deca_Ag_04_Au_09_config_353,NO,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,5,8,Ag_05,deca_Ag_05_Au_08_config_301,NO,NA,NA
deca_Ag_05_Au_08_config_302,-12177.274,-12179.06936,0.99467,0.17778,8,5,-1.46501538,-0.11269349,-2.94136615,-0.22625894,-15.368362,-1.182182,37,2.8476009,6,2.9370048,0.1622,22,2.821327,0.5946,9,2.8522258,0.2432,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_302,NO,NA,NA
deca_Ag_05_Au_08_config_303,-12177.1565,-12177.6052,0.99646,0.19005,8,5,-1.34751538,-0.10365503,-1.47720615,-0.11363124,-13.904202,-1.069554,37,2.8459983,7,2.8709371,0.1892,20,2.7923865,0.5405,10,2.9357655,0.2703,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_303,C2v,0.0197,0.0140
deca_Ag_05_Au_08_config_304,-12177.4105,-12178.28371,0.99699,0.19486,8,5,-1.60151538,-0.12319349,-2.15571615,-0.16582432,-14.58271,-1.121747,32,2.8048618,5,2.7669113,0.1563,20,2.8137238,0.625,7,2.8066518,0.2188,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_304,C2,0.0012,0.0034
deca_Ag_05_Au_08_config_305,-12177.3762,-12178.14135,0.9948,0.17848,8,5,-1.56721538,-0.12055503,-2.01335615,-0.15487355,-14.440345,-1.110796,35,2.8461368,6,2.8606179,0.1714,21,2.8537877,0.6,8,2.8151927,0.2286,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_305,NO,NA,NA
deca_Ag_05_Au_08_config_306,-12176.62,-12179.01878,0.99245,0.16727,8,5,-0.81101538,-0.0623858,-2.89078615,-0.22236817,-15.317784,-1.178291,37,2.8446939,9,2.9108727,0.2432,19,2.8384635,0.5135,9,2.7916679,0.2432,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_306,NO,NA,NA
deca_Ag_05_Au_08_config_307,-12176.71364,-12178.97695,0.99997,0.0414,8,5,-0.90465538,-0.06958888,-2.84895615,-0.21915047,-15.275951,-1.175073,35,2.8223763,6,2.8798888,0.1714,19,2.7904966,0.5429,10,2.8484397,0.2857,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_307,NO,NA,NA
deca_Ag_05_Au_08_config_308,-12176.7465,-12178.63837,0.99756,0.20128,8,5,-0.93751538,-0.07211657,-2.51037615,-0.19310586,-14.937366,-1.149028,34,2.8123531,5,2.8089421,0.1471,18,2.8105032,0.5294,11,2.8169298,0.3235,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_308,NO,NA,NA
deca_Ag_05_Au_08_config_309,-12176.9531,-12179.04059,0.99071,0.16103,8,5,-1.14411538,-0.08800888,-2.91259615,-0.22404586,-15.339589,-1.179968,37,2.8465726,6,2.9091518,0.1622,22,2.8414934,0.5946,9,2.8172679,0.2432,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_309,NO,NA,NA
deca_Ag_05_Au_08_config_310,-12177.0211,-12178.6894,0.99342,0.17143,8,5,-1.21211538,-0.09323964,-2.56140615,-0.19703124,-14.988397,-1.152954,36,2.8334494,5,2.8219292,0.1389,20,2.8400214,0.5556,11,2.8267367,0.3056,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_310,NO,NA,NA
deca_Ag_05_Au_08_config_311,-12176.8904,-12178.67789,0.99068,0.16103,8,5,-1.08141538,-0.0831858,-2.54989615,-0.19614586,-14.976894,-1.152069,35,2.8299158,6,2.8801231,0.1714,18,2.8104832,0.5143,11,2.8343284,0.3143,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_311,NO,NA,NA
deca_Ag_05_Au_08_config_312,-12177.1609,-12178.14305,0.99845,0.16218,8,5,-1.35191538,-0.10399349,-2.01505615,-0.15500432,-14.442051,-1.110927,35,2.8288944,8,2.8753352,0.2286,19,2.8046463,0.5429,8,2.8400433,0.2286,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_312,NO,NA,NA
deca_Ag_05_Au_08_config_313,-12177.1403,-12178.3549,0.99674,0.19252,8,5,-1.33131538,-0.10240888,-2.22690615,-0.17130047,-14.653901,-1.127223,35,2.8296313,6,2.8374856,0.1714,22,2.8296707,0.6286,7,2.8227766,0.2,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_313,NO,NA,NA
deca_Ag_05_Au_08_config_314,-12176.8439,-12178.95724,0.9971,0.19601,8,5,-1.03491538,-0.07960888,-2.82924615,-0.21763432,-15.256236,-1.173557,38,2.8559575,9,2.9470284,0.2368,19,2.8112495,0.5,10,2.8589375,0.2632,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_314,NO,NA,NA
deca_Ag_05_Au_08_config_315,-12176.9566,-12178.81581,0.99657,0.1909,8,5,-1.14761538,-0.08827811,-2.68781615,-0.20675509,-15.114814,-1.162678,33,2.8048129,4,2.8301399,0.1212,21,2.8052773,0.6364,8,2.7909327,0.2424,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_315,NO,NA,NA
deca_Ag_05_Au_08_config_316,-12177.0718,-12179.01616,0.99746,0.20008,8,5,-1.26281538,-0.09713964,-2.88816615,-0.22216663,-15.315157,-1.178089,33,2.8166687,6,2.8963146,0.1818,19,2.794554,0.5758,8,2.8094571,0.2424,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_316,NO,NA,NA
deca_Ag_05_Au_08_config_317,-12177.2469,-12178.92914,0.99475,0.17821,8,5,-1.43791538,-0.11060888,-2.80114615,-0.21547278,-15.228143,-1.171396,36,2.836632,5,2.8953445,0.1389,22,2.8265221,0.6111,9,2.828727,0.25,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_317,NO,NA,NA
deca_Ag_05_Au_08_config_318,-12177.2224,-12178.23247,0.99389,0.17356,8,5,-1.41341538,-0.10872426,-2.10447615,-0.16188278,-14.531473,-1.117806,35,2.8288705,6,2.857415,0.1714,22,2.8196878,0.6286,7,2.8332641,0.2,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_318,NO,NA,NA
deca_Ag_05_Au_08_config_319,-12177.0558,-12178.81799,0.99337,0.17115,8,5,-1.24681538,-0.09590888,-2.68999615,-0.20692278,-15.116991,-1.162845,33,2.8060741,3,2.7874448,0.0909,21,2.8005424,0.6364,9,2.8251917,0.2727,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_319,NO,NA,NA
deca_Ag_05_Au_08_config_320,-12176.8204,-12178.99939,0.99262,0.16794,8,5,-1.01141538,-0.07780118,-2.87139615,-0.22087663,-15.298391,-1.176799,36,2.8363731,5,2.9330108,0.1389,22,2.8051615,0.6111,9,2.8589795,0.25,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_320,NO,NA,NA
deca_Ag_05_Au_08_config_321,-12176.9259,-12178.45005,0.99735,0.1987,8,5,-1.11691538,-0.08591657,-2.32205615,-0.1786197,-14.749046,-1.134542,34,2.8269072,5,2.876714,0.1471,21,2.8359241,0.6176,8,2.7721086,0.2353,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_321,NO,NA,NA
deca_Ag_05_Au_08_config_322,-12176.6514,-12178.77034,0.99486,0.17883,8,5,-0.84241538,-0.06480118,-2.64234615,-0.2032574,-15.069342,-1.15918,35,2.8274317,5,2.7810831,0.1429,18,2.8368368,0.5143,12,2.8326361,0.3429,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_322,NO,NA,NA
deca_Ag_05_Au_08_config_323,-12176.7258,-12178.86528,0.99494,0.17934,8,5,-0.91681538,-0.07052426,-2.73728615,-0.21056047,-15.164276,-1.166483,36,2.8388636,5,2.8445716,0.1389,20,2.8392377,0.5556,11,2.8355863,0.3056,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_323,NO,NA,NA
deca_Ag_05_Au_08_config_324,-12176.7682,-12178.69706,0.9952,0.18084,8,5,-0.95921538,-0.0737858,-2.56906615,-0.19762047,-14.996061,-1.153543,34,2.8105812,7,2.8370423,0.2059,16,2.8006375,0.4706,11,2.8082056,0.3235,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_324,NO,NA,NA
deca_Ag_05_Au_08_config_325,-12176.9485,-12178.3057,0.99678,0.19299,8,5,-1.13951538,-0.08765503,-2.17770615,-0.16751586,-14.604698,-1.123438,32,2.8026402,5,2.7908347,0.1563,16,2.8016994,0.5,11,2.8093724,0.3438,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_325,NO,NA,NA
deca_Ag_05_Au_08_config_326,-12176.8817,-12178.88623,0.99508,0.18016,8,5,-1.07271538,-0.08251657,-2.75823615,-0.21217201,-15.185227,-1.168094,34,2.8120706,4,2.9073803,0.1176,22,2.8090575,0.6471,8,2.7727008,0.2353,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_326,NO,NA,NA
deca_Ag_05_Au_08_config_327,-12176.8174,-12179.34308,0.99873,0.22094,8,5,-1.00841538,-0.07757041,-3.21508615,-0.24731432,-15.642083,-1.203237,34,2.8186238,6,2.9214122,0.1765,22,2.8116953,0.6471,6,2.741236,0.1765,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_327,NO,NA,NA
deca_Ag_05_Au_08_config_328,-12177.0225,-12178.38534,0.99567,0.18397,8,5,-1.21351538,-0.09334734,-2.25734615,-0.17364201,-14.68434,-1.129565,33,2.8164728,4,2.8157337,0.1212,18,2.7840242,0.5455,11,2.8698385,0.3333,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_328,Cs,0.0412,0.0203
deca_Ag_05_Au_08_config_329,-12177.0923,-12178.88056,0.99194,0.16528,8,5,-1.28331538,-0.09871657,-2.75256615,-0.21173586,-15.17956,-1.167658,34,2.8192387,5,2.8933742,0.1471,21,2.8112645,0.6176,8,2.7938361,0.2353,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_329,NO,NA,NA
deca_Ag_05_Au_08_config_330,-12176.1288,-12178.33961,0.99401,0.17421,8,5,-0.31981538,-0.02460118,-2.21161615,-0.17012432,-14.63861,-1.126047,36,2.8460927,7,2.8306544,0.1944,15,2.8620579,0.4167,14,2.8367064,0.3889,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_330,NO,NA,NA
deca_Ag_05_Au_08_config_331,-12176.3756,-12178.36649,0.99043,0.16011,8,5,-0.56661538,-0.0435858,-2.23849615,-0.17219201,-14.665487,-1.128114,36,2.8414311,7,2.7947643,0.1944,15,2.8921161,0.4167,14,2.8104579,0.3889,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_331,NO,NA,NA
deca_Ag_05_Au_08_config_332,-12176.4154,-12178.24208,0.99555,0.18317,8,5,-0.60641538,-0.04664734,-2.11408615,-0.16262201,-14.541077,-1.118544,33,2.8107431,4,2.839339,0.1212,18,2.8055878,0.5455,11,2.8087807,0.3333,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_332,NO,NA,NA
deca_Ag_05_Au_08_config_333,-12176.6232,-12178.55014,0.99448,0.17669,8,5,-0.81421538,-0.06263195,-2.42214615,-0.18631894,-14.84914,-1.142242,34,2.8135085,6,2.8644292,0.1765,16,2.7916498,0.4706,12,2.817194,0.3529,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_333,NO,NA,NA
deca_Ag_05_Au_08_config_334,-12176.4464,-12178.69137,0.99544,0.18246,8,5,-0.63741538,-0.04903195,-2.56337615,-0.19718278,-14.99037,-1.153105,34,2.8116436,7,2.8370824,0.2059,16,2.8030477,0.4706,11,2.8079588,0.3235,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_334,NO,NA,NA
deca_Ag_05_Au_08_config_335,-12176.6894,-12177.65539,0.99645,0.18993,8,5,-0.88041538,-0.06772426,-1.52739615,-0.11749201,-13.954386,-1.073414,36,2.8517015,4,2.9088576,0.1111,19,2.8421824,0.5278,13,2.8480291,0.3611,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_335,NO,NA,NA
deca_Ag_05_Au_08_config_336,-12176.4173,-12178.72573,0.99377,0.17305,8,5,-0.60831538,-0.04679349,-2.59773615,-0.19982586,-15.024729,-1.155748,35,2.8301888,5,2.7798448,0.1429,18,2.8413672,0.5143,12,2.834398,0.3429,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_336,NO,NA,NA
deca_Ag_05_Au_08_config_337,-12176.3233,-12176.66559,2.99811,0.21409,8,5,-0.51431538,-0.03956272,-0.53759615,-0.04135355,-12.964594,-0.997276,37,2.8478866,6,2.8702624,0.1622,14,2.8044543,0.3784,17,2.875756,0.4595,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_337,Cs,0.0000,0.0001
deca_Ag_05_Au_08_config_338,-12176.6044,-12178.90794,0.99406,0.17446,8,5,-0.79541538,-0.0611858,-2.77994615,-0.21384201,-15.206935,-1.169764,37,2.8484228,7,2.8880057,0.1892,19,2.85816,0.5135,11,2.8064146,0.2973,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_338,NO,NA,NA
deca_Ag_05_Au_08_config_339,-12176.7039,-12178.71386,0.99036,0.15991,8,5,-0.89491538,-0.06883964,-2.58586615,-0.19891278,-15.012858,-1.154835,34,2.811655,3,2.877368,0.0882,21,2.7998059,0.6176,10,2.8168247,0.2941,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_339,NO,NA,NA
deca_Ag_05_Au_08_config_340,-12176.248,-12178.68924,0.98891,0.1557,8,5,-0.43901538,-0.03377041,-2.56124615,-0.19701894,-14.988237,-1.152941,36,2.8383191,7,2.8952048,0.1944,16,2.8119555,0.4444,13,2.8401361,0.3611,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_340,NO,NA,NA
deca_Ag_05_Au_08_config_341,-12176.751,-12178.83092,0.99247,0.16736,8,5,-0.94201538,-0.07246272,-2.70292615,-0.2079174,-15.129922,-1.16384,36,2.8388467,4,2.8688984,0.1111,21,2.8264089,0.5833,11,2.8516638,0.3056,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_341,NO,NA,NA
deca_Ag_05_Au_08_config_342,-12176.8451,-12177.27923,0.99748,0.20018,8,5,-1.03611538,-0.07970118,-1.15123615,-0.08855663,-13.578226,-1.044479,37,2.8571827,3,2.8450477,0.0811,20,2.8493302,0.5405,14,2.8710001,0.3784,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_342,Cs,0.0000,0.0002
deca_Ag_05_Au_08_config_343,-12176.6117,-12178.8242,0.99292,0.16921,8,5,-0.80271538,-0.06174734,-2.69620615,-0.20740047,-15.1232,-1.163323,36,2.837811,7,2.8782389,0.1944,17,2.8288424,0.4722,12,2.8269341,0.3333,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_343,NO,NA,NA
deca_Ag_05_Au_08_config_344,-12176.532,-12176.84285,2.94547,0.10727,8,5,-0.72301538,-0.05561657,-0.71485615,-0.05498894,-13.14185,-1.010912,37,2.8482766,4,2.8748851,0.1081,18,2.8211112,0.4865,15,2.8737803,0.4054,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_344,Cs,0.0137,0.0117
deca_Ag_05_Au_08_config_345,-12176.8556,-12178.99496,0.99464,0.17759,8,5,-1.04661538,-0.08050888,-2.86696615,-0.22053586,-15.293961,-1.176459,36,2.8337908,7,2.961848,0.1944,20,2.7907698,0.5556,9,2.8297918,0.25,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_345,Cs,0.1290,0.0359
deca_Ag_05_Au_08_config_346,-12176.6902,-12178.68749,0.99333,0.171,8,5,-0.88121538,-0.0677858,-2.55949615,-0.19688432,-14.98649,-1.152807,34,2.8119957,2,2.7691875,0.0588,21,2.8013349,0.6176,11,2.8401327,0.3235,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_346,NO,NA,NA
deca_Ag_05_Au_08_config_347,-12177.0496,-12178.05497,0.99698,0.19481,8,5,-1.24061538,-0.09543195,-1.92697615,-0.14822894,-14.353971,-1.104152,34,2.8295238,3,2.9513083,0.0882,22,2.819248,0.6471,9,2.8140476,0.2647,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_347,NO,NA,NA
deca_Ag_05_Au_08_config_348,-12176.8405,-12178.98223,0.99836,0.21301,8,5,-1.03151538,-0.07934734,-2.85423615,-0.21955663,-15.281232,-1.175479,34,2.8235159,7,2.8983257,0.2059,17,2.778892,0.5,10,2.8470094,0.2941,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_348,Cs,0.0096,0.0098
deca_Ag_05_Au_08_config_349,-12176.4944,-12178.4829,0.99599,0.18629,8,5,-0.68541538,-0.05272426,-2.35490615,-0.18114663,-14.781895,-1.137069,34,2.8259761,6,2.9136679,0.1765,18,2.8000402,0.5294,10,2.8200469,0.2941,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_349,NO,NA,NA
deca_Ag_05_Au_08_config_350,-12176.6984,-12178.86318,0.99486,0.17879,8,5,-0.88941538,-0.06841657,-2.73518615,-0.21039894,-15.162175,-1.166321,36,2.8378022,5,2.8366342,0.1389,20,2.839186,0.5556,11,2.8358157,0.3056,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_350,NO,NA,NA
deca_Ag_05_Au_08_config_351,-12176.5155,-12178.52434,0.99537,0.18195,8,5,-0.70651538,-0.05434734,-2.39634615,-0.18433432,-14.823337,-1.140257,34,2.8166988,3,2.8039608,0.0882,19,2.8000345,0.5588,12,2.8462696,0.3529,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_351,NO,NA,NA
deca_Ag_05_Au_08_config_352,-12176.5797,-12179.05233,0.99461,0.17737,8,5,-0.77071538,-0.0592858,-2.92433615,-0.22494894,-15.351328,-1.180871,35,2.8289175,5,2.9445615,0.1429,22,2.8132026,0.6286,8,2.7998576,0.2286,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_352,NO,NA,NA
deca_Ag_05_Au_08_config_353,-12176.7281,-12178.66221,0.99751,0.20061,8,5,-0.91911538,-0.07070118,-2.53421615,-0.1949397,-14.961205,-1.150862,33,2.8109522,3,2.8727691,0.0909,20,2.7998867,0.6061,10,2.8145394,0.303,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_353,NO,NA,NA
deca_Ag_05_Au_08_config_354,-12176.8162,-12178.82486,0.99876,0.22163,8,5,-1.00721538,-0.07747811,-2.69686615,-0.20745124,-15.123864,-1.163374,33,2.8151274,6,2.9561441,0.1818,19,2.7765822,0.5758,8,2.8009083,0.2424,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_354,NO,NA,NA
deca_Ag_05_Au_08_config_355,-12176.3803,-12178.94803,0.99813,0.20918,8,5,-0.57131538,-0.04394734,-2.82003615,-0.21692586,-15.247032,-1.172849,36,2.8350542,4,2.8627341,0.1111,21,2.8154705,0.5833,11,2.8623743,0.3056,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_355,NO,NA,NA
deca_Ag_05_Au_08_config_356,-12176.5928,-12179.01837,0.99711,0.1962,8,5,-0.78381538,-0.06029349,-2.89037615,-0.22233663,-15.31737,-1.178259,34,2.8283522,7,2.9149921,0.2059,20,2.8108342,0.5882,7,2.7917619,0.2059,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_356,NO,NA,NA
deca_Ag_05_Au_08_config_357,-12176.7519,-12178.68683,0.99176,0.16463,8,5,-0.94291538,-0.07253195,-2.55883615,-0.19683355,-14.985828,-1.152756,36,2.8359451,6,2.9048233,0.1667,20,2.8188791,0.5556,10,2.8287485,0.2778,Deca,5,8,Ag_05,deca_Ag_05_Au_08_config_357,NO,NA,NA
