NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type
deca_Ag_07_Au_06_config_314,-12363.2624,-12365.013519,0.997349,0.19884,6,7,-0.924662,-0.071128,-2.327382,-0.179029,-16.466519,-1.266655,34,2.8152840,12,2.8408496,0.3529,16,2.8084524,0.4706,6,2.7823696,0.1765,Deca
deca_Ag_07_Au_06_config_315,-12363.0134,-12365.157331,0.996054,0.18676,6,7,-0.675662,-0.051974,-2.471194,-0.190092,-16.610331,-1.277718,34,2.8200541,11,2.8351252,0.3235,18,2.8302605,0.5294,5,2.7501559,0.1471,Deca
deca_Ag_07_Au_06_config_316,-12362.8265,-12363.133320,2.988836,0.15577,6,7,-0.488762,-0.037597,-0.447183,-0.034399,-14.586320,-1.122025,37,2.8465834,10,2.8571339,0.2703,16,2.8119383,0.4324,11,2.8873842,0.2973,Deca
deca_Ag_07_Au_06_config_317,-12363.2232,-12363.810456,0.999378,0.24221,6,7,-0.885462,-0.068112,-1.124319,-0.086486,-15.263456,-1.174112,37,2.8630710,9,2.9704926,0.2432,20,2.8022137,0.5405,8,2.8943648,0.2162,Deca
deca_Ag_07_Au_06_config_318,-12363.0964,-12364.984605,0.997684,0.20275,6,7,-0.758662,-0.058359,-2.298468,-0.176805,-16.437605,-1.264431,33,2.8069496,8,2.7886937,0.2424,19,2.8187261,0.5758,6,2.7939997,0.1818,Deca
deca_Ag_07_Au_06_config_319,-12363.0934,-12364.906612,0.994490,0.17672,6,7,-0.755662,-0.058128,-2.220475,-0.170806,-16.359612,-1.258432,35,2.8292611,10,2.8498824,0.2857,18,2.8026109,0.5143,7,2.8683321,0.2000,Deca
deca_Ag_07_Au_06_config_320,-12363.3337,-12365.314439,0.996680,0.19197,6,7,-0.995962,-0.076612,-2.628302,-0.202177,-16.767439,-1.289803,34,2.8059616,10,2.8029776,0.2941,18,2.8107352,0.5294,6,2.7966130,0.1765,Deca
deca_Ag_07_Au_06_config_321,-12363.3079,-12364.711620,0.997353,0.19886,6,7,-0.970162,-0.074628,-2.025483,-0.155806,-16.164620,-1.243432,35,2.8329058,7,2.7820201,0.2000,22,2.8583386,0.6286,6,2.7990208,0.1714,Deca
deca_Ag_07_Au_06_config_322,-12363.2224,-12363.776944,0.999457,0.24631,6,7,-0.884662,-0.068051,-1.090807,-0.083908,-15.229944,-1.171534,37,2.8620088,9,2.9445856,0.2432,20,2.8121407,0.5405,8,2.8937817,0.2162,Deca
deca_Ag_07_Au_06_config_323,-12363.3287,-12363.574337,0.995054,0.17970,6,7,-0.990962,-0.076228,-0.888200,-0.068323,-15.027337,-1.155949,33,2.8206074,7,2.8725953,0.2121,20,2.7953501,0.6061,6,2.8441477,0.1818,Deca
deca_Ag_07_Au_06_config_324,-12364.9351,-12364.956675,0.998305,0.21198,6,7,-2.597362,-0.199797,-2.270538,-0.174657,-16.409675,-1.262283,34,2.8206441,11,2.8576312,0.3235,18,2.7952414,0.5294,5,2.8307226,0.1471,Deca
deca_Ag_07_Au_06_config_325,-12364.3982,-12365.230225,0.995582,0.18340,6,7,-2.060462,-0.158497,-2.544088,-0.195699,-16.683225,-1.283325,36,2.8380105,8,2.8533127,0.2222,22,2.8231559,0.6111,6,2.8720734,0.1667,Deca
deca_Ag_07_Au_06_config_326,-12363.4967,-12364.375275,0.997766,0.20386,6,7,-1.158962,-0.089151,-1.689138,-0.129934,-15.828275,-1.217560,35,2.8350410,7,2.8864975,0.2000,22,2.8045981,0.6286,6,2.8866332,0.1714,Deca
deca_Ag_07_Au_06_config_327,-12363.3445,-12365.274167,0.998037,0.20775,6,7,-1.006762,-0.077443,-2.588030,-0.199079,-16.727167,-1.286705,34,2.8289897,10,2.8830528,0.2941,19,2.7832088,0.5588,5,2.8948359,0.1471,Deca
deca_Ag_07_Au_06_config_328,-12363.0069,-12365.107535,0.988871,0.15558,6,7,-0.669162,-0.051474,-2.421398,-0.186261,-16.560535,-1.273887,34,2.8134954,8,2.8649876,0.2353,21,2.7898791,0.6176,5,2.8302975,0.1471,Deca
deca_Ag_07_Au_06_config_329,-12364.9530,-12364.954823,0.995251,0.18125,6,7,-2.615262,-0.201174,-2.268686,-0.174514,-16.407823,-1.262140,33,2.8075757,9,2.7893271,0.2727,20,2.8037097,0.6061,4,2.8679681,0.1212,Deca
deca_Ag_07_Au_06_config_330,-12362.9792,-12363.316553,2.927252,0.09955,6,7,-0.641462,-0.049343,-0.630416,-0.048494,-14.769553,-1.136119,37,2.8470941,8,2.8725173,0.2162,20,2.8146100,0.5405,9,2.8966832,0.2432,Deca
deca_Ag_07_Au_06_config_331,-12362.8603,-12365.470392,0.999586,0.25453,6,7,-0.522562,-0.040197,-2.784255,-0.214173,-16.923392,-1.301799,33,2.8089583,11,2.8925643,0.3333,19,2.7653854,0.5758,3,2.7783592,0.0909,Deca
deca_Ag_07_Au_06_config_332,-12363.1880,-12365.481383,0.997522,0.20076,6,7,-0.850262,-0.065405,-2.795246,-0.215019,-16.934383,-1.302645,36,2.8327050,8,2.8199143,0.2222,22,2.8321762,0.6111,6,2.8516970,0.1667,Deca
deca_Ag_07_Au_06_config_333,-12363.3618,-12365.123746,0.996298,0.18871,6,7,-1.024062,-0.078774,-2.437609,-0.187508,-16.576746,-1.275134,36,2.8381197,8,2.8333547,0.2222,23,2.8454795,0.6389,5,2.8118920,0.1389,Deca
deca_Ag_07_Au_06_config_334,-12364.1810,-12365.258291,0.999112,0.22963,6,7,-1.843262,-0.141789,-2.572154,-0.197858,-16.711291,-1.285484,37,2.8478868,10,2.8537526,0.2703,22,2.8565006,0.5946,5,2.7982571,0.1351,Deca
deca_Ag_07_Au_06_config_335,-12363.1695,-12363.652345,2.995776,0.18862,6,7,-0.831762,-0.063982,-0.966208,-0.074324,-15.105345,-1.161950,37,2.8407929,12,2.8288219,0.3243,18,2.8257039,0.4865,7,2.9001155,0.1892,Deca
deca_Ag_07_Au_06_config_336,-12363.4221,-12364.776444,0.997692,0.20295,6,7,-1.084362,-0.083412,-2.090307,-0.160793,-16.229444,-1.248419,39,2.8762681,13,2.8788435,0.3333,22,2.8491778,0.5641,4,3.0168967,0.1026,Deca
deca_Ag_07_Au_06_config_337,-12365.1301,-12365.158217,0.994511,0.17686,6,7,-2.792362,-0.214797,-2.472080,-0.190160,-16.611217,-1.277786,36,2.8318260,13,2.8568685,0.3611,16,2.7996428,0.4444,7,2.8588779,0.1944,Deca
deca_Ag_07_Au_06_config_338,-12363.5815,-12364.648633,0.995718,0.18433,6,7,-1.243762,-0.095674,-1.962496,-0.150961,-16.101633,-1.238587,34,2.8248882,11,2.8268836,0.3235,20,2.8265851,0.5882,3,2.8062623,0.0882,Deca
deca_Ag_07_Au_06_config_339,-12365.0781,-12365.105186,0.998357,0.10689,6,7,-2.740362,-0.210797,-2.419049,-0.186081,-16.558186,-1.273707,36,2.8382821,11,2.8801079,0.3056,22,2.7992947,0.6111,3,2.9708288,0.0833,Deca
deca_Ag_07_Au_06_config_340,-12363.7449,-12364.748041,0.997751,0.20374,6,7,-1.407162,-0.108243,-2.061904,-0.158608,-16.201041,-1.246234,39,2.8692129,12,2.8743658,0.3077,24,2.8469574,0.6154,3,3.0266430,0.0769,Deca
deca_Ag_07_Au_06_config_341,-12363.5507,-12364.575471,0.997227,0.19744,6,7,-1.212962,-0.093305,-1.889334,-0.145333,-16.028471,-1.232959,36,2.8513379,11,2.8888085,0.3056,20,2.8300683,0.5556,5,2.8539815,0.1389,Deca
deca_Ag_07_Au_06_config_342,-12363.2378,-12363.604293,2.993430,0.17397,6,7,-0.900062,-0.069236,-0.918156,-0.070627,-15.057293,-1.158253,37,2.8388395,13,2.8031156,0.3514,16,2.8506916,0.4324,8,2.8731880,0.2162,Deca
deca_Ag_07_Au_06_config_343,-12363.6097,-12364.124325,0.995758,0.18464,6,7,-1.271962,-0.097843,-1.438188,-0.110630,-15.577325,-1.198256,37,2.8414690,11,2.7950652,0.2973,20,2.8465815,0.5405,6,2.9095047,0.1622,Deca
deca_Ag_07_Au_06_config_344,-12363.5776,-12365.080484,0.995947,0.18596,6,7,-1.239862,-0.095374,-2.394347,-0.184181,-16.533484,-1.271806,36,2.8466575,13,2.8768551,0.3611,19,2.8250911,0.5278,4,2.8509498,0.1111,Deca
deca_Ag_07_Au_06_config_345,-12363.4819,-12364.403285,0.996202,0.18790,6,7,-1.144162,-0.088012,-1.717148,-0.132088,-15.856285,-1.219714,35,2.8331513,11,2.8075182,0.3143,19,2.8394363,0.5429,5,2.8656580,0.1429,Deca
deca_Ag_07_Au_06_config_346,-12363.7402,-12364.782880,0.996461,0.19005,6,7,-1.402462,-0.107882,-2.096743,-0.161288,-16.235880,-1.248914,37,2.8570106,12,2.8394945,0.3243,19,2.8310235,0.5135,6,2.9743364,0.1622,Deca
deca_Ag_07_Au_06_config_347,-12363.8259,-12364.359748,0.994585,0.17728,6,7,-1.488162,-0.114474,-1.673611,-0.128739,-15.812748,-1.216365,37,2.8449824,10,2.8103561,0.2703,22,2.8337736,0.5946,5,2.9635520,0.1351,Deca
deca_Ag_07_Au_06_config_348,-12363.5297,-12364.013992,0.989617,0.15721,6,7,-1.191962,-0.091689,-1.327855,-0.102143,-15.466992,-1.189769,37,2.8386016,11,2.8453851,0.2973,20,2.8190484,0.5405,6,2.8913429,0.1622,Deca
deca_Ag_07_Au_06_config_349,-12363.7631,-12364.895659,0.997183,0.19691,6,7,-1.425362,-0.109643,-2.209522,-0.169963,-16.348659,-1.257589,42,2.8874495,12,2.8300393,0.2857,24,2.8666089,0.5714,6,3.0856330,0.1429,Deca
deca_Ag_07_Au_06_config_350,-12363.8732,-12364.687073,0.997898,0.20571,6,7,-1.535462,-0.118112,-2.000936,-0.153918,-16.140073,-1.241544,39,2.8669052,11,2.8159289,0.2821,24,2.8641376,0.6154,4,3.0236959,0.1026,Deca
deca_Ag_07_Au_06_config_351,-12362.6532,-12363.012214,4.974217,0.14584,6,7,-0.315462,-0.024266,-0.326077,-0.025083,-14.465214,-1.112709,37,2.8436475,16,2.8522928,0.4324,11,2.7989843,0.2973,10,2.8789437,0.2703,Deca
deca_Ag_07_Au_06_config_352,-12363.1924,-12365.071297,0.996563,0.19093,6,7,-0.854662,-0.065743,-2.385160,-0.183474,-16.524297,-1.271100,35,2.8401167,13,2.8848102,0.3714,17,2.8359816,0.4857,5,2.7379763,0.1429,Deca
deca_Ag_07_Au_06_config_353,-12365.3529,-12365.354054,0.997056,0.19561,6,7,-3.015162,-0.231936,-2.667917,-0.205224,-16.807054,-1.292850,38,2.8550918,15,2.8996880,0.3947,17,2.8121319,0.4474,6,2.8653212,0.1579,Deca
deca_Ag_07_Au_06_config_354,-12363.3583,-12364.940270,0.992795,0.16864,6,7,-1.020562,-0.078505,-2.254133,-0.173395,-16.393270,-1.261021,36,2.8389475,12,2.8585427,0.3333,17,2.8134830,0.4722,7,2.8671997,0.1944,Deca
deca_Ag_07_Au_06_config_355,-12364.7422,-12364.742170,0.995191,0.18084,6,7,-2.404462,-0.184959,-2.056033,-0.158156,-16.195170,-1.245782,34,2.8265431,13,2.8543167,0.3824,14,2.8129208,0.4118,7,2.8022079,0.2059,Deca
deca_Ag_07_Au_06_config_356,-12363.4056,-12364.960236,0.991215,0.16271,6,7,-1.067862,-0.082143,-2.274099,-0.174931,-16.413236,-1.262557,35,2.8313854,11,2.8786616,0.3143,18,2.8117838,0.5143,6,2.8035152,0.1714,Deca
deca_Ag_07_Au_06_config_357,-12363.3347,-12365.185632,0.991013,0.16205,6,7,-0.996962,-0.076689,-2.499495,-0.192269,-16.638632,-1.279895,36,2.8352959,12,2.8693349,0.3333,18,2.8191557,0.5000,6,2.8156395,0.1667,Deca
deca_Ag_07_Au_06_config_358,-12363.4898,-12365.200214,0.991067,0.16224,6,7,-1.152062,-0.088620,-2.514077,-0.193391,-16.653214,-1.281016,36,2.8355007,13,2.8437636,0.3611,16,2.8180494,0.4444,7,2.8600457,0.1944,Deca
deca_Ag_07_Au_06_config_359,-12363.2808,-12365.066173,0.990540,0.16046,6,7,-0.943062,-0.072543,-2.380036,-0.183080,-16.519173,-1.270706,33,2.8080478,12,2.8390443,0.3636,16,2.7818544,0.4848,5,2.8174720,0.1515,Deca
deca_Ag_07_Au_06_config_360,-12363.6990,-12365.067789,0.997492,0.20039,6,7,-1.361262,-0.104712,-2.381652,-0.183204,-16.520789,-1.270830,37,2.8446288,13,2.8378193,0.3514,19,2.8454795,0.5135,5,2.8591003,0.1351,Deca
deca_Ag_07_Au_06_config_361,-12363.3192,-12365.108545,0.999430,0.24489,6,7,-0.981462,-0.075497,-2.422408,-0.186339,-16.561545,-1.273965,37,2.8519280,16,2.9309402,0.4324,18,2.7821236,0.4865,3,2.8493528,0.0811,Deca
deca_Ag_07_Au_06_config_362,-12363.7523,-12365.336117,0.997649,0.20231,6,7,-1.414562,-0.108812,-2.649980,-0.203845,-16.789117,-1.291471,35,2.8242850,12,2.8757918,0.3429,20,2.7871869,0.5714,3,2.8655784,0.0857,Deca
deca_Ag_07_Au_06_config_363,-12364.7764,-12364.776867,0.997593,0.20162,6,7,-2.438662,-0.187589,-2.090730,-0.160825,-16.229867,-1.248451,39,2.8788812,13,2.8831241,0.3333,22,2.8503628,0.5641,4,3.0219417,0.1026,Deca
deca_Ag_07_Au_06_config_364,-12363.6300,-12364.534846,0.996464,0.19005,6,7,-1.292262,-0.099405,-1.848709,-0.142208,-15.987846,-1.229834,35,2.8271368,13,2.8310225,0.3714,18,2.8257380,0.5143,4,2.8208013,0.1143,Deca
deca_Ag_07_Au_06_config_365,-12363.6400,-12365.405599,0.991111,0.16236,6,7,-1.302262,-0.100174,-2.719462,-0.209189,-16.858599,-1.296815,35,2.8244903,12,2.8523493,0.3429,18,2.7905958,0.5143,5,2.8796465,0.1429,Deca
deca_Ag_07_Au_06_config_366,-12363.9148,-12364.780522,0.997675,0.20264,6,7,-1.577062,-0.121312,-2.094385,-0.161107,-16.233522,-1.248732,34,2.8190057,11,2.8183043,0.3235,20,2.8109715,0.5882,3,2.8751423,0.0882,Deca
deca_Ag_07_Au_06_config_367,-12363.2420,-12363.852288,0.996793,0.19299,6,7,-0.904262,-0.069559,-1.166151,-0.089704,-15.305288,-1.177330,36,2.8465333,12,2.8225000,0.3333,17,2.8495893,0.4722,7,2.8803127,0.1944,Deca
deca_Ag_07_Au_06_config_368,-12365.1957,-12365.225054,0.996519,0.19055,6,7,-2.857962,-0.219843,-2.538917,-0.195301,-16.678054,-1.282927,34,2.8140919,11,2.8673549,0.3235,20,2.7912939,0.5882,3,2.7707798,0.0882,Deca
deca_Ag_07_Au_06_config_369,-12364.6932,-12364.696528,0.996793,0.19289,6,7,-2.355462,-0.181189,-2.010391,-0.154645,-16.149528,-1.242271,36,2.8421159,12,2.8557489,0.3333,20,2.8379371,0.5556,4,2.8221109,0.1111,Deca
deca_Ag_07_Au_06_config_370,-12363.6690,-12364.737531,0.997668,0.20258,6,7,-1.331262,-0.102405,-2.051394,-0.157800,-16.190531,-1.245425,35,2.8277857,13,2.8525634,0.3714,19,2.8081555,0.5429,3,2.8447361,0.0857,Deca
deca_Ag_07_Au_06_config_371,-12363.5301,-12365.206649,0.990381,0.15999,6,7,-1.192362,-0.091720,-2.520512,-0.193886,-16.659649,-1.281511,36,2.8354740,13,2.8692343,0.3611,17,2.8077407,0.4722,6,2.8409090,0.1667,Deca
deca_Ag_07_Au_06_config_372,-12363.7136,-12365.451483,0.995864,0.18535,6,7,-1.375862,-0.105836,-2.765346,-0.212719,-16.904483,-1.300345,36,2.8325126,10,2.8402801,0.2778,21,2.8158932,0.5833,5,2.8867784,0.1389,Deca
deca_Ag_07_Au_06_config_373,-12363.4637,-12363.951652,0.998600,0.21786,6,7,-1.125962,-0.086612,-1.265515,-0.097347,-15.404652,-1.184973,37,2.8410010,12,2.8242378,0.3243,19,2.8470733,0.5135,6,2.8553002,0.1622,Deca
deca_Ag_07_Au_06_config_374,-12363.8124,-12364.783864,0.996995,0.19493,6,7,-1.474662,-0.113436,-2.097727,-0.161364,-16.236864,-1.248990,37,2.8468473,11,2.8313029,0.2973,23,2.8502698,0.6216,3,2.8776104,0.0811,Deca
deca_Ag_07_Au_06_config_375,-12364.3501,-12364.958783,0.995870,0.18543,6,7,-2.012362,-0.154797,-2.272646,-0.174819,-16.411783,-1.262445,36,2.8438902,13,2.9258268,0.3611,18,2.7873158,0.5000,5,2.8345199,0.1389,Deca
deca_Ag_07_Au_06_config_376,-12363.4967,-12364.746591,0.997726,0.20332,6,7,-1.158962,-0.089151,-2.060454,-0.158496,-16.199591,-1.246122,38,2.8584468,11,2.8306651,0.2895,24,2.8471413,0.6316,3,3.0507553,0.0789,Deca
deca_Ag_07_Au_06_config_377,-12364.9964,-12364.998572,0.998422,0.21429,6,7,-2.658662,-0.204512,-2.312435,-0.177880,-16.451572,-1.265506,37,2.8517461,13,2.8816717,0.3514,21,2.8245237,0.5676,3,2.9126241,0.0811,Deca
deca_Ag_07_Au_06_config_378,-12363.9872,-12365.193748,0.993974,0.17284,6,7,-1.649462,-0.126882,-2.507611,-0.192893,-16.646748,-1.280519,35,2.8299263,10,2.8843031,0.2857,23,2.7955654,0.6571,2,2.9531922,0.0571,Deca
deca_Ag_07_Au_06_config_379,-12365.3528,-12365.353125,0.990617,0.16073,6,7,-3.015062,-0.231928,-2.666988,-0.205153,-16.806125,-1.292779,36,2.8389447,11,2.8991823,0.3056,20,2.7906063,0.5556,5,2.8997760,0.1389,Deca
deca_Ag_07_Au_06_config_380,-12365.1226,-12365.138816,0.997242,0.19749,6,7,-2.784862,-0.214220,-2.452679,-0.188668,-16.591816,-1.276294,33,2.8088286,9,2.8260469,0.2727,21,2.7881672,0.6364,3,2.9018028,0.0909,Deca
deca_Ag_07_Au_06_config_381,-12365.5735,-12365.595835,0.993991,0.17415,6,7,-3.235762,-0.248905,-2.909698,-0.223823,-17.048835,-1.311449,36,2.8301010,7,2.8168983,0.1944,25,2.8352780,0.6944,4,2.8208506,0.1111,Deca
deca_Ag_07_Au_06_config_382,-12363.0872,-12363.376456,4.991989,0.17941,6,7,-0.749462,-0.057651,-0.690319,-0.053101,-14.829456,-1.140727,37,2.8365679,11,2.8441315,0.2973,21,2.8230221,0.5676,5,2.8768196,0.1351,Deca
deca_Ag_07_Au_06_config_383,-12362.6998,-12365.082289,0.996874,0.19379,6,7,-0.362062,-0.027851,-2.396152,-0.184319,-16.535289,-1.271945,36,2.8387647,11,2.8622286,0.3056,18,2.8220601,0.5000,7,2.8448443,0.1944,Deca
deca_Ag_07_Au_06_config_384,-12363.1322,-12365.199268,0.997426,0.19974,6,7,-0.794462,-0.061112,-2.513131,-0.193318,-16.652268,-1.280944,34,2.8117156,11,2.8398256,0.3235,18,2.8001778,0.5294,5,2.7914090,0.1471,Deca
deca_Ag_07_Au_06_config_385,-12363.1367,-12365.331691,0.997519,0.20057,6,7,-0.798962,-0.061459,-2.645554,-0.203504,-16.784691,-1.291130,38,2.8552148,12,2.8890305,0.3158,21,2.8310380,0.5526,5,2.8755980,0.1316,Deca
deca_Ag_07_Au_06_config_386,-12362.8292,-12365.275159,0.996757,0.19270,6,7,-0.491462,-0.037805,-2.589022,-0.199156,-16.728159,-1.286781,34,2.8105457,10,2.8127544,0.2941,18,2.7820787,0.5294,6,2.8922665,0.1765,Deca
deca_Ag_07_Au_06_config_387,-12364.5940,-12364.674544,0.997833,0.20480,6,7,-2.256262,-0.173559,-1.988407,-0.152954,-16.127544,-1.240580,34,2.8232057,11,2.8042269,0.3235,16,2.8289146,0.4706,7,2.8399780,0.2059,Deca
deca_Ag_07_Au_06_config_388,-12363.2309,-12364.782448,0.997912,0.20598,6,7,-0.893162,-0.068705,-2.096311,-0.161255,-16.235448,-1.248881,34,2.8207743,7,2.7898521,0.2059,20,2.8087575,0.5882,7,2.8860281,0.2059,Deca
deca_Ag_07_Au_06_config_389,-12363.3207,-12365.243866,0.997086,0.19589,6,7,-0.982962,-0.075612,-2.557729,-0.196748,-16.696866,-1.284374,34,2.8160646,11,2.8431892,0.3235,18,2.7895348,0.5294,5,2.8518977,0.1471,Deca
deca_Ag_07_Au_06_config_390,-12363.3086,-12365.288039,0.994319,0.17583,6,7,-0.970862,-0.074682,-2.601902,-0.200146,-16.741039,-1.287772,36,2.8343089,10,2.8421776,0.2778,20,2.8196075,0.5556,6,2.8702002,0.1667,Deca
deca_Ag_07_Au_06_config_391,-12363.3948,-12365.065617,0.997575,0.20142,6,7,-1.057062,-0.081312,-2.379480,-0.183037,-16.518617,-1.270663,34,2.8149705,12,2.8452137,0.3529,16,2.7908440,0.4706,6,2.8188229,0.1765,Deca
deca_Ag_07_Au_06_config_392,-12363.4960,-12365.421181,0.995450,0.18251,6,7,-1.158262,-0.089097,-2.735044,-0.210388,-16.874181,-1.298014,34,2.8083880,10,2.8475766,0.2941,20,2.7927155,0.5882,4,2.7887778,0.1176,Deca
deca_Ag_07_Au_06_config_393,-12363.1453,-12365.059899,0.997580,0.20140,6,7,-0.807562,-0.062120,-2.373762,-0.182597,-16.512899,-1.270223,34,2.8133123,12,2.8377416,0.3529,17,2.8075607,0.5000,5,2.7742386,0.1471,Deca
deca_Ag_07_Au_06_config_394,-12363.4450,-12365.422629,0.997820,0.20469,6,7,-1.107262,-0.085174,-2.736492,-0.210499,-16.875629,-1.298125,33,2.8009453,10,2.7964821,0.3030,20,2.7971928,0.6061,3,2.8408470,0.0909,Deca
deca_Ag_07_Au_06_config_395,-12363.2546,-12365.368605,0.994552,0.17708,6,7,-0.916862,-0.070528,-2.682468,-0.206344,-16.821605,-1.293970,34,2.8080931,10,2.8208003,0.2941,20,2.8033371,0.5882,4,2.8001099,0.1176,Deca
deca_Ag_07_Au_06_config_396,-12363.3424,-12365.033655,0.995216,0.18104,6,7,-1.004662,-0.077282,-2.347518,-0.180578,-16.486655,-1.268204,34,2.8190496,10,2.8110046,0.2941,19,2.8203530,0.5588,5,2.8301854,0.1471,Deca
deca_Ag_07_Au_06_config_397,-12365.1595,-12365.234373,0.999985,0.21096,6,7,-2.821762,-0.217059,-2.548236,-0.196018,-16.687373,-1.283644,35,2.8278778,11,2.8384895,0.3143,19,2.8120937,0.5429,5,2.8645120,0.1429,Deca
deca_Ag_07_Au_06_config_398,-12363.6138,-12364.492838,0.996199,0.10143,6,7,-1.276062,-0.098159,-1.806701,-0.138977,-15.945838,-1.226603,34,2.8450911,8,2.9477832,0.2353,24,2.8142121,0.7059,2,2.8048747,0.0588,Deca
deca_Ag_07_Au_06_config_399,-12363.2069,-12365.075670,0.994763,0.17828,6,7,-0.869162,-0.066859,-2.389533,-0.183810,-16.528670,-1.271436,34,2.8153572,12,2.8457410,0.3529,17,2.8050878,0.5000,5,2.7773514,0.1471,Deca
deca_Ag_07_Au_06_config_400,-12363.6122,-12365.355592,0.992840,0.16887,6,7,-1.274462,-0.098036,-2.669455,-0.205343,-16.808592,-1.292969,36,2.8300014,12,2.8497095,0.3333,19,2.8017251,0.5278,5,2.8901544,0.1389,Deca
deca_Ag_07_Au_06_config_401,-12363.7207,-12365.021058,0.993896,0.17365,6,7,-1.382962,-0.106382,-2.334921,-0.179609,-16.474058,-1.267235,37,2.8587813,13,2.8741112,0.3514,20,2.8531108,0.5405,4,2.8373137,0.1081,Deca
deca_Ag_07_Au_06_config_402,-12363.4749,-12364.034358,0.997936,0.20614,6,7,-1.137162,-0.087474,-1.348221,-0.103709,-15.487358,-1.191335,37,2.8488464,12,2.8446963,0.3243,20,2.8203514,0.5405,5,2.9727864,0.1351,Deca
deca_Ag_07_Au_06_config_403,-12363.8236,-12365.571940,0.996328,0.18897,6,7,-1.485862,-0.114297,-2.885803,-0.221985,-17.024940,-1.309611,34,2.8239207,11,2.8760817,0.3235,20,2.7872329,0.5882,3,2.8772490,0.0882,Deca
deca_Ag_07_Au_06_config_404,-12363.6025,-12365.176364,0.994554,0.17709,6,7,-1.264762,-0.097289,-2.490227,-0.191556,-16.629364,-1.279182,34,2.8227441,12,2.8635232,0.3529,17,2.7848220,0.5000,5,2.8538084,0.1471,Deca
deca_Ag_07_Au_06_config_405,-12363.8847,-12364.748234,0.997153,0.19662,6,7,-1.546962,-0.118997,-2.062097,-0.158623,-16.201234,-1.246249,35,2.8353245,12,2.8485734,0.3429,20,2.8209789,0.5714,3,2.8779650,0.0857,Deca
deca_Ag_07_Au_06_config_406,-12355.0847,-12363.870870,0.999980,0.16726,6,7,7.253038,0.557926,-1.184733,-0.091133,-15.323870,-1.178759,37,2.8439467,14,2.8419669,0.3784,16,2.7991278,0.4324,7,2.9503486,0.1892,Deca
deca_Ag_07_Au_06_config_407,-12363.7534,-12365.390225,0.990242,0.15954,6,7,-1.415662,-0.108897,-2.704088,-0.208007,-16.843225,-1.295633,34,2.8171794,11,2.8668783,0.3235,20,2.7880464,0.5882,3,2.8291690,0.0882,Deca
deca_Ag_07_Au_06_config_408,-12362.4463,-12365.098714,0.999934,0.17970,6,7,-0.108562,-0.008351,-2.412577,-0.185583,-16.551714,-1.273209,36,2.8337855,13,2.8454092,0.3611,16,2.8102112,0.4444,7,2.8660848,0.1944,Deca
deca_Ag_07_Au_06_config_409,-12363.7726,-12365.253926,0.997807,0.20441,6,7,-1.434862,-0.110374,-2.567789,-0.197522,-16.706926,-1.285148,36,2.8339431,10,2.8521657,0.2778,21,2.7967765,0.5833,5,2.9535949,0.1389,Deca
deca_Ag_07_Au_06_config_410,-12363.8337,-12365.445041,0.991904,0.16515,6,7,-1.495962,-0.115074,-2.758904,-0.212223,-16.898041,-1.299849,36,2.8317366,11,2.8570776,0.3056,20,2.8118296,0.5556,5,2.8556156,0.1389,Deca
deca_Ag_07_Au_06_config_411,-12364.0066,-12365.450056,0.994474,0.17668,6,7,-1.668862,-0.128374,-2.763919,-0.212609,-16.903056,-1.300235,34,2.8173962,11,2.8710637,0.3235,20,2.7779927,0.5882,3,2.8832958,0.0882,Deca
deca_Ag_07_Au_06_config_412,-12363.5662,-12364.172369,0.995426,0.18235,6,7,-1.228462,-0.094497,-1.486232,-0.114326,-15.625369,-1.201951,35,2.8401420,12,2.8876426,0.3429,20,2.7918699,0.5714,3,2.9719551,0.0857,Deca
deca_Ag_07_Au_06_config_413,-12363.9049,-12365.238839,0.997612,0.20183,6,7,-1.567162,-0.120551,-2.552702,-0.196362,-16.691839,-1.283988,36,2.8369982,10,2.8954930,0.2778,22,2.8025160,0.6111,4,2.8804171,0.1111,Deca
deca_Ag_07_Au_06_config_414,-12364.0188,-12365.043770,0.996068,0.18689,6,7,-1.681062,-0.129312,-2.357633,-0.181356,-16.496770,-1.268982,32,2.8008912,9,2.7846901,0.2813,22,2.8037033,0.6875,1,2.8848295,0.0313,Deca
deca_Ag_08_Au_05_config_301,-12456.3227,-12457.366967,0.997282,0.19795,5,8,-0.720585,-0.055430,-1.401759,-0.107828,-16.396967,-1.261305,34,2.8375728,9,2.9301875,0.2647,20,2.7829108,0.5882,5,2.8895168,0.1471,Deca
deca_Ag_08_Au_05_config_302,-12458.5308,-12458.534988,0.993549,0.17197,5,8,-2.928685,-0.225283,-2.569780,-0.197675,-17.564988,-1.351153,36,2.8347754,12,2.8207510,0.3333,21,2.8326094,0.5833,3,2.9060421,0.0833,Deca
