NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type
deca_Ag_08_Au_05_config_303,-12456.5126,-12456.815269,0.996442,0.16552,5,8,-0.910485,-0.070037,-0.850061,-0.065389,-15.845269,-1.218867,37,2.8452117,10,2.8639245,0.2703,20,2.7939925,0.5405,7,2.9648201,0.1892,Deca
deca_Ag_08_Au_05_config_304,-12456.5766,-12457.095463,0.989111,0.15623,5,8,-0.974485,-0.074960,-1.130255,-0.086943,-16.125463,-1.240420,37,2.8499382,9,2.8627827,0.2432,22,2.8069494,0.5946,6,2.9883003,0.1622,Deca
deca_Ag_08_Au_05_config_305,-12456.5537,-12457.530459,0.997852,0.20474,5,8,-0.951585,-0.073199,-1.565251,-0.120404,-16.560459,-1.273881,36,2.8570111,10,2.9438701,0.2778,21,2.7938797,0.5833,5,2.9484465,0.1389,Deca
deca_Ag_08_Au_05_config_306,-12457.4759,-12457.476458,0.995403,0.18207,5,8,-1.873785,-0.144137,-1.511250,-0.116250,-16.506458,-1.269728,38,2.8664351,13,2.8834176,0.3421,18,2.8388464,0.4737,7,2.9058368,0.1842,Deca
deca_Ag_08_Au_05_config_307,-12455.9197,-12457.769998,0.998873,0.22422,5,8,-0.317585,-0.024430,-1.804790,-0.138830,-16.799998,-1.292308,37,2.8520691,15,2.8808715,0.4054,19,2.8369427,0.5135,3,2.8038661,0.0811,Deca
deca_Ag_08_Au_05_config_308,-12456.1307,-12458.037482,0.996040,0.18671,5,8,-0.528585,-0.040660,-2.072274,-0.159406,-17.067482,-1.312883,35,2.8304808,12,2.8510056,0.3429,18,2.8161125,0.5143,5,2.8329444,0.1429,Deca
deca_Ag_08_Au_05_config_309,-12456.3772,-12458.120297,0.996316,0.18881,5,8,-0.775085,-0.059622,-2.155089,-0.165776,-17.150297,-1.319254,36,2.8413241,13,2.8363509,0.3611,18,2.8526008,0.5000,5,2.8136597,0.1389,Deca
deca_Ag_08_Au_05_config_310,-12456.3566,-12458.383901,0.996218,0.18809,5,8,-0.754485,-0.058037,-2.418693,-0.186053,-17.413901,-1.339531,34,2.8064415,15,2.8241174,0.4412,14,2.7835789,0.4118,5,2.8174279,0.1471,Deca
deca_Ag_08_Au_05_config_311,-12458.3549,-12458.374894,0.996189,0.18783,5,8,-2.752785,-0.211753,-2.409686,-0.185360,-17.404894,-1.338838,36,2.8371940,12,2.8523090,0.3333,21,2.8224976,0.5833,3,2.8796113,0.0833,Deca
deca_Ag_08_Au_05_config_312,-12456.5075,-12457.250820,0.998285,0.21172,5,8,-0.905385,-0.069645,-1.285612,-0.098893,-16.280820,-1.252371,36,2.8564332,11,2.9162085,0.3056,20,2.8037610,0.5556,5,2.9356146,0.1389,Deca
deca_Ag_08_Au_05_config_313,-12456.4353,-12458.524776,0.994216,0.17526,5,8,-0.833185,-0.064091,-2.559568,-0.196890,-17.554776,-1.350367,37,2.8447609,15,2.8521142,0.4054,19,2.8525066,0.5135,3,2.7589405,0.0811,Deca
deca_Ag_08_Au_05_config_314,-12456.1812,-12457.833159,0.997288,0.19805,5,8,-0.579085,-0.044545,-1.867951,-0.143689,-16.863159,-1.297166,33,2.8141735,11,2.8371532,0.3333,20,2.8034067,0.6061,2,2.7954538,0.0606,Deca
deca_Ag_08_Au_05_config_315,-12456.2553,-12458.056147,0.996027,0.18656,5,8,-0.653185,-0.050245,-2.090939,-0.160841,-17.086147,-1.314319,34,2.8183577,11,2.8120816,0.3235,20,2.8235908,0.5882,3,2.8064854,0.0882,Deca
deca_Ag_08_Au_05_config_316,-12456.4134,-12457.019632,0.997966,0.18437,5,8,-0.811285,-0.062407,-1.054424,-0.081110,-16.049632,-1.234587,37,2.8661110,11,2.9588366,0.2973,21,2.7922833,0.5676,5,2.9721894,0.1351,Deca
deca_Ag_08_Au_05_config_317,-12458.3901,-12458.415954,0.999157,0.23315,5,8,-2.787985,-0.214460,-2.450746,-0.188519,-17.445954,-1.341996,34,2.8104591,12,2.8081474,0.3529,19,2.8033669,0.5588,3,2.8646212,0.0882,Deca
deca_Ag_08_Au_05_config_318,-12456.5554,-12457.270218,0.999441,0.24544,5,8,-0.953285,-0.073330,-1.305010,-0.100385,-16.300218,-1.253863,36,2.8548014,9,2.9187074,0.2500,23,2.8156652,0.6389,4,2.9360433,0.1111,Deca
deca_Ag_08_Au_05_config_319,-12456.4146,-12458.171964,0.995066,0.18004,5,8,-0.812485,-0.062499,-2.206756,-0.169750,-17.201964,-1.323228,37,2.8483064,13,2.8127379,0.3514,19,2.8791616,0.5135,5,2.8235362,0.1351,Deca
deca_Ag_08_Au_05_config_320,-12458.1729,-12458.184400,0.992239,0.16644,5,8,-2.570785,-0.197753,-2.219192,-0.170707,-17.214400,-1.324185,34,2.8084545,12,2.8303194,0.3529,18,2.7935593,0.5294,4,2.8098910,0.1176,Deca
deca_Ag_08_Au_05_config_321,-12456.2973,-12457.433593,0.999410,0.15481,5,8,-0.695185,-0.053476,-1.468385,-0.112953,-16.463593,-1.266430,36,2.8491993,11,2.9350617,0.3056,22,2.7971544,0.6111,3,2.9160340,0.0833,Deca
deca_Ag_08_Au_05_config_322,-12456.5076,-12457.869999,0.995343,0.18175,5,8,-0.905485,-0.069653,-1.904791,-0.146522,-16.899999,-1.300000,38,2.8583937,16,2.8564363,0.4211,18,2.8575792,0.4737,4,2.8698828,0.1053,Deca
deca_Ag_08_Au_05_config_323,-12456.6758,-12457.128578,0.997915,0.02148,5,8,-1.073685,-0.082591,-1.163370,-0.089490,-16.158578,-1.242968,37,2.8392212,14,2.8206151,0.3784,19,2.8269477,0.5135,4,2.9626393,0.1081,Deca
deca_Ag_08_Au_05_config_324,-12456.6564,-12457.158322,0.996077,0.18625,5,8,-1.054285,-0.081099,-1.193114,-0.091778,-16.188322,-1.245256,37,2.8387737,15,2.8089640,0.4054,17,2.8488898,0.4595,5,2.8938096,0.1351,Deca
deca_Ag_08_Au_05_config_325,-12456.9158,-12457.560523,0.995273,0.18137,5,8,-1.313685,-0.101053,-1.595315,-0.122717,-16.590523,-1.276194,37,2.8537304,14,2.8331757,0.3784,19,2.8428931,0.5135,4,2.9771516,0.1081,Deca
deca_Ag_08_Au_05_config_326,-12456.8666,-12458.280634,0.997079,0.19575,5,8,-1.264485,-0.097268,-2.315426,-0.178110,-17.310634,-1.331587,38,2.8516548,18,2.8694396,0.4737,17,2.8225443,0.4474,3,2.9098959,0.0789,Deca
deca_Ag_08_Au_05_config_327,-12456.8016,-12457.973493,0.997498,0.20049,5,8,-1.199485,-0.092268,-2.008285,-0.154483,-17.003493,-1.307961,41,2.8784072,16,2.8320301,0.3902,22,2.8800898,0.5366,3,3.1134117,0.0732,Deca
deca_Ag_08_Au_05_config_328,-12456.9550,-12457.466296,0.996892,0.19398,5,8,-1.352885,-0.104068,-1.501088,-0.115468,-16.496296,-1.268946,37,2.8409960,13,2.7880325,0.3514,21,2.8521829,0.5676,3,2.9921978,0.0811,Deca
deca_Ag_08_Au_05_config_329,-12456.9902,-12457.977488,0.997506,0.20060,5,8,-1.388085,-0.106776,-2.012280,-0.154791,-17.007488,-1.308268,41,2.8806918,16,2.8398769,0.3902,22,2.8777993,0.5366,3,3.1195946,0.0732,Deca
deca_Ag_08_Au_05_config_330,-12458.1560,-12458.172001,0.993894,0.17363,5,8,-2.553885,-0.196453,-2.206793,-0.169753,-17.202001,-1.323231,36,2.8330581,18,2.8541927,0.5000,12,2.8034029,0.3333,6,2.8289623,0.1667,Deca
deca_Ag_08_Au_05_config_331,-12456.5002,-12457.637924,0.998905,0.22532,5,8,-0.898085,-0.069083,-1.672716,-0.128670,-16.667924,-1.282148,39,2.8645604,18,2.8492262,0.4615,18,2.8590608,0.4615,3,2.9895661,0.0769,Deca
deca_Ag_08_Au_05_config_332,-12456.4009,-12456.881004,0.997189,0.19689,5,8,-0.798785,-0.061445,-0.915796,-0.070446,-15.911004,-1.223923,37,2.8502192,17,2.8362198,0.4595,14,2.8479941,0.3784,6,2.8950768,0.1622,Deca
deca_Ag_08_Au_05_config_333,-12456.6455,-12458.281430,0.995255,0.18122,5,8,-1.043385,-0.080260,-2.316222,-0.178171,-17.311430,-1.331648,36,2.8314135,16,2.8394308,0.4444,15,2.8265655,0.4167,5,2.8203034,0.1389,Deca
deca_Ag_08_Au_05_config_334,-12458.1415,-12458.142509,0.998839,0.15533,5,8,-2.539385,-0.195337,-2.177301,-0.167485,-17.172509,-1.320962,37,2.8407502,17,2.8572533,0.4595,18,2.8148997,0.4865,2,2.9331336,0.0541,Deca
deca_Ag_08_Au_05_config_335,-12456.8405,-12458.217048,0.998557,0.21700,5,8,-1.238385,-0.095260,-2.251840,-0.173218,-17.247048,-1.326696,37,2.8510904,17,2.8656378,0.4595,18,2.8366766,0.4865,2,2.8571677,0.0541,Deca
deca_Ag_08_Au_05_config_336,-12456.5964,-12458.216913,0.993725,0.17284,5,8,-0.994285,-0.076483,-2.251705,-0.173208,-17.246913,-1.326686,36,2.8327928,14,2.8234065,0.3889,18,2.8493798,0.5000,4,2.7910047,0.1111,Deca
deca_Ag_08_Au_05_config_337,-12456.3744,-12456.694669,2.982043,0.14004,5,8,-0.772285,-0.059407,-0.729461,-0.056112,-15.724669,-1.209590,37,2.8383086,17,2.8340688,0.4595,14,2.8246093,0.3784,6,2.8822880,0.1622,Deca
deca_Ag_08_Au_05_config_338,-12456.7928,-12458.315508,0.998562,0.21702,5,8,-1.190685,-0.091591,-2.350300,-0.180792,-17.345508,-1.334270,33,2.8097253,14,2.8391140,0.4242,19,2.7880709,0.5758,0,0.0000000,0.0000,Deca
deca_Ag_08_Au_05_config_339,-12456.6497,-12458.416230,0.993166,0.17024,5,8,-1.047585,-0.080583,-2.451022,-0.188540,-17.446230,-1.342018,36,2.8359537,17,2.8631997,0.4722,15,2.7987452,0.4167,4,2.8596849,0.1111,Deca
deca_Ag_08_Au_05_config_340,-12456.6570,-12458.194622,0.992541,0.16762,5,8,-1.054885,-0.081145,-2.229414,-0.171493,-17.224622,-1.324971,36,2.8365383,17,2.8652046,0.4722,14,2.8038266,0.3889,5,2.8306670,0.1389,Deca
deca_Ag_08_Au_05_config_341,-12456.9037,-12458.478889,0.992873,0.16901,5,8,-1.301585,-0.100122,-2.513681,-0.193360,-17.508889,-1.346838,36,2.8324461,15,2.8404286,0.4167,17,2.8082962,0.4722,4,2.9051507,0.1111,Deca
deca_Ag_08_Au_05_config_342,-12456.8769,-12457.408125,0.997293,0.19808,5,8,-1.274785,-0.098060,-1.442917,-0.110994,-16.438125,-1.264471,37,2.8463962,14,2.8300345,0.3784,20,2.8464150,0.5405,3,2.9226248,0.0811,Deca
deca_Ag_08_Au_05_config_343,-12456.7923,-12457.304181,0.998495,0.21553,5,8,-1.190185,-0.091553,-1.338973,-0.102998,-16.334181,-1.256475,38,2.8574095,16,2.8508160,0.4211,18,2.8636701,0.4737,4,2.8556085,0.1053,Deca
deca_Ag_08_Au_05_config_344,-12456.5744,-12457.107665,0.994193,0.17515,5,8,-0.972285,-0.074791,-1.142457,-0.087881,-16.137665,-1.241359,36,2.8374183,14,2.8314068,0.3889,18,2.8100855,0.5000,4,2.9814539,0.1111,Deca
deca_Ag_08_Au_05_config_345,-12457.9663,-12457.968082,0.997512,0.20093,5,8,-2.364185,-0.181860,-2.002874,-0.154067,-16.998082,-1.307545,41,2.8801062,16,2.8375783,0.3902,22,2.8792188,0.5366,3,3.1134241,0.0732,Deca
deca_Ag_08_Au_05_config_346,-12456.6618,-12458.113117,0.997128,0.19510,5,8,-1.059685,-0.081514,-2.147909,-0.165224,-17.143117,-1.318701,36,2.8441763,16,2.8720345,0.4444,17,2.8096566,0.4722,3,2.8912134,0.0833,Deca
deca_Ag_08_Au_05_config_347,-12457.0806,-12457.638989,0.998543,0.21677,5,8,-1.478485,-0.113730,-1.673781,-0.128752,-16.668989,-1.282230,37,2.8569098,13,2.8038836,0.3514,22,2.8882372,0.5946,2,2.8569701,0.0541,Deca
deca_Ag_08_Au_05_config_348,-12454.8133,-12458.015580,0.999943,0.18080,5,8,0.788815,0.060678,-2.050372,-0.157721,-17.045580,-1.311198,35,2.8324447,15,2.8434689,0.4286,19,2.8210006,0.5429,1,2.8845353,0.0286,Deca
deca_Ag_08_Au_05_config_349,-12458.3793,-12458.381944,0.989359,0.15692,5,8,-2.777185,-0.213630,-2.416736,-0.185903,-17.411944,-1.339380,36,2.8365338,14,2.8459003,0.3889,18,2.8310940,0.5000,4,2.8282340,0.1111,Deca
deca_Ag_08_Au_05_config_350,-12456.4583,-12458.498628,0.998322,0.21251,5,8,-0.856185,-0.065860,-2.533420,-0.194878,-17.528628,-1.348356,33,2.8087075,13,2.8559568,0.3939,19,2.7805912,0.5758,1,2.7286682,0.0303,Deca
deca_Ag_08_Au_05_config_351,-12454.5996,-12456.888584,2.998410,0.12289,5,8,1.002515,0.077117,-0.923376,-0.071029,-15.918584,-1.224506,37,2.8367224,15,2.8252461,0.4054,18,2.8320801,0.4865,4,2.9006500,0.1081,Deca
deca_Ag_08_Au_05_config_352,-12456.7073,-12458.286307,0.996910,0.19413,5,8,-1.105185,-0.085014,-2.321099,-0.178546,-17.316307,-1.332024,38,2.8555939,16,2.8711987,0.4211,21,2.8464615,0.5526,1,2.7976990,0.0263,Deca
deca_Ag_08_Au_05_config_353,-12458.4252,-12458.428172,0.991362,0.16322,5,8,-2.823085,-0.217160,-2.462964,-0.189459,-17.458172,-1.342936,36,2.8393843,15,2.8833072,0.4167,18,2.7811234,0.5000,3,2.9693320,0.0833,Deca
deca_Ag_08_Au_05_config_354,-12454.9101,-12458.181012,0.999968,0.19028,5,8,0.692015,0.053232,-2.215804,-0.170446,-17.211012,-1.323924,34,2.8165081,14,2.8393595,0.4118,19,2.7976093,0.5588,1,2.8556664,0.0294,Deca
deca_Ag_08_Au_05_config_355,-12457.9029,-12458.380318,0.996475,0.19021,5,8,-2.300785,-0.176983,-2.415110,-0.185778,-17.410318,-1.339255,35,2.8267775,15,2.8529327,0.4286,18,2.7965207,0.5143,2,2.9029193,0.0571,Deca
deca_Ag_08_Au_05_config_356,-12456.1749,-12458.302441,0.996832,0.19339,5,8,-0.572785,-0.044060,-2.337233,-0.179787,-17.332441,-1.333265,36,2.8366954,14,2.8585753,0.3889,18,2.8245151,0.5000,4,2.8149228,0.1111,Deca
deca_Ag_08_Au_05_config_357,-12456.2911,-12458.014765,0.997173,0.19676,5,8,-0.688985,-0.052999,-2.049557,-0.157658,-17.044765,-1.311136,34,2.8205166,13,2.8322766,0.3824,17,2.8250434,0.5000,4,2.7630596,0.1176,Deca
deca_Ag_08_Au_05_config_358,-12456.3216,-12458.434712,0.994904,0.17911,5,8,-0.719485,-0.055345,-2.469504,-0.189962,-17.464712,-1.343439,37,2.8412330,12,2.8445129,0.3243,22,2.8418939,0.5946,3,2.8232667,0.0811,Deca
deca_Ag_08_Au_05_config_359,-12456.4775,-12458.685931,0.993036,0.16967,5,8,-0.875385,-0.067337,-2.720723,-0.209286,-17.715931,-1.362764,38,2.8557541,15,2.8762670,0.3947,20,2.8475311,0.5263,3,2.8080034,0.0789,Deca
deca_Ag_08_Au_05_config_360,-12456.3477,-12458.194393,0.995042,0.18000,5,8,-0.745585,-0.057353,-2.229185,-0.171476,-17.224393,-1.324953,34,2.8132303,14,2.8443420,0.4118,16,2.7814739,0.4706,4,2.8313615,0.1176,Deca
deca_Ag_08_Au_05_config_361,-12456.5535,-12457.536930,0.996358,0.18917,5,8,-0.951385,-0.073183,-1.571722,-0.120902,-16.566930,-1.274379,35,2.8327680,10,2.8595197,0.2857,22,2.8099928,0.6286,3,2.9106121,0.0857,Deca
deca_Ag_08_Au_05_config_362,-12456.4042,-12458.607117,0.998574,0.21737,5,8,-0.802085,-0.061699,-2.641909,-0.203224,-17.637117,-1.356701,34,2.8229966,15,2.8727539,0.4412,17,2.7830818,0.5000,2,2.7891030,0.0588,Deca
deca_Ag_08_Au_05_config_363,-12456.1748,-12456.540418,0.994723,0.17779,5,8,-0.572685,-0.044053,-0.575210,-0.044247,-15.570418,-1.197724,37,2.8526640,13,2.8409033,0.3514,16,2.8048363,0.4324,8,2.9674299,0.2162,Deca
deca_Ag_08_Au_05_config_364,-12456.4916,-12458.033866,0.997783,0.20415,5,8,-0.889485,-0.068422,-2.068658,-0.159128,-17.063866,-1.312605,34,2.8271058,11,2.8254626,0.3235,20,2.8069215,0.5882,3,2.9677002,0.0882,Deca
deca_Ag_08_Au_05_config_365,-12456.4489,-12458.536423,0.993651,0.17242,5,8,-0.846785,-0.065137,-2.571215,-0.197786,-17.566423,-1.351263,36,2.8325696,12,2.8187647,0.3333,21,2.8315792,0.5833,3,2.8947239,0.0833,Deca
deca_Ag_08_Au_05_config_366,-12456.3867,-12458.354795,0.994025,0.17432,5,8,-0.784585,-0.060353,-2.389587,-0.183814,-17.384795,-1.337292,36,2.8359983,13,2.8543715,0.3611,19,2.8067856,0.5278,4,2.9150453,0.1111,Deca
deca_Ag_08_Au_05_config_367,-12456.5531,-12457.740609,0.994500,0.17679,5,8,-0.950985,-0.073153,-1.775401,-0.136569,-16.770609,-1.290047,37,2.8591392,12,2.9202719,0.3243,20,2.7997835,0.5405,5,2.9498427,0.1351,Deca
deca_Ag_08_Au_05_config_368,-12455.8995,-12458.102967,0.997014,0.19516,5,8,-0.297385,-0.022876,-2.137759,-0.164443,-17.132967,-1.317921,34,2.8170974,10,2.7860076,0.2941,21,2.8279827,0.6176,3,2.8445346,0.0882,Deca
deca_Ag_08_Au_05_config_369,-12456.1194,-12456.663261,0.998126,0.13019,5,8,-0.517285,-0.039791,-0.698053,-0.053696,-15.693261,-1.207174,37,2.8532691,11,2.8684282,0.2973,20,2.8437705,0.5405,6,2.8571413,0.1622,Deca
deca_Ag_08_Au_05_config_370,-12456.4856,-12458.352817,0.995548,0.18109,5,8,-0.883485,-0.067960,-2.387609,-0.183662,-17.382817,-1.337140,34,2.8120666,13,2.8113127,0.3824,19,2.8116653,0.5588,2,2.8207870,0.0588,Deca
deca_Ag_08_Au_05_config_371,-12456.7109,-12457.596350,0.995135,0.18002,5,8,-1.108785,-0.085291,-1.631142,-0.125472,-16.626350,-1.278950,34,2.8431566,10,2.9394383,0.2941,22,2.7841904,0.6471,2,3.0103817,0.0588,Deca
deca_Ag_08_Au_05_config_372,-12456.3086,-12458.413339,0.996951,0.19452,5,8,-0.706485,-0.054345,-2.448131,-0.188318,-17.443339,-1.341795,36,2.8343058,16,2.8572464,0.4444,16,2.7982612,0.4444,4,2.8867245,0.1111,Deca
deca_Ag_08_Au_05_config_373,-12456.7263,-12458.505027,0.995014,0.17972,5,8,-1.124185,-0.086476,-2.539819,-0.195371,-17.535027,-1.348848,36,2.8334498,15,2.8526750,0.4167,18,2.7930815,0.5000,3,2.9795361,0.0833,Deca
deca_Ag_08_Au_05_config_374,-12456.7342,-12458.018419,0.994839,0.17872,5,8,-1.132085,-0.087083,-2.053211,-0.157939,-17.048419,-1.311417,37,2.8472414,17,2.8455698,0.4595,17,2.8566749,0.4595,3,2.8032560,0.0811,Deca
deca_Ag_08_Au_05_config_375,-12456.9288,-12457.747416,0.997942,0.16850,5,8,-1.326685,-0.102053,-1.782208,-0.137093,-16.777416,-1.290570,35,2.8369167,15,2.8348982,0.4286,18,2.8203251,0.5143,2,3.0013850,0.0571,Deca
deca_Ag_08_Au_05_config_376,-12456.7144,-12457.759442,0.997883,0.20549,5,8,-1.112285,-0.085560,-1.794234,-0.138018,-16.789442,-1.291496,39,2.8692222,18,2.8672717,0.4615,18,2.8542449,0.4615,3,2.9707906,0.0769,Deca
deca_Ag_08_Au_05_config_377,-12458.2795,-12458.287887,0.999969,0.19057,5,8,-2.677385,-0.205953,-2.322679,-0.178668,-17.317887,-1.332145,35,2.8325818,14,2.8264890,0.4000,18,2.8372440,0.5143,3,2.8330410,0.0857,Deca
deca_Ag_08_Au_05_config_378,-12456.9141,-12458.883287,0.991582,0.16399,5,8,-1.311985,-0.100922,-2.918079,-0.224468,-17.913287,-1.377945,38,2.8519685,19,2.9046903,0.5000,17,2.7941461,0.4474,2,2.8426023,0.0526,Deca
deca_Ag_08_Au_05_config_379,-12456.9004,-12458.345588,0.996256,0.18837,5,8,-1.298285,-0.099868,-2.380380,-0.183106,-17.375588,-1.336584,36,2.8341436,14,2.8420308,0.3889,18,2.8164570,0.5000,4,2.8861268,0.1111,Deca
deca_Ag_08_Au_05_config_380,-12458.3319,-12458.451922,0.999875,0.16655,5,8,-2.729785,-0.209983,-2.486714,-0.191286,-17.481922,-1.344763,35,2.8312068,16,2.8793254,0.4571,17,2.7840219,0.4857,2,2.8473229,0.0571,Deca
deca_Ag_08_Au_05_config_381,-12457.0955,-12458.600638,0.992186,0.16624,5,8,-1.493385,-0.114876,-2.635430,-0.202725,-17.630638,-1.356203,36,2.8293066,14,2.8443847,0.3889,19,2.8034384,0.5278,3,2.9227726,0.0833,Deca
deca_Ag_08_Au_05_config_382,-12456.7405,-12458.520584,0.998582,0.21770,5,8,-1.138385,-0.087568,-2.555376,-0.196567,-17.550584,-1.350045,35,2.8226204,16,2.8593421,0.4571,18,2.7816629,0.5143,1,2.9723098,0.0286,Deca
deca_Ag_08_Au_05_config_383,-12457.0463,-12458.142275,0.995882,0.18552,5,8,-1.444185,-0.111091,-2.177067,-0.167467,-17.172275,-1.320944,38,2.8584163,16,2.8561487,0.4211,21,2.8499115,0.5526,1,3.0732908,0.0263,Deca
deca_Ag_08_Au_05_config_384,-12456.8410,-12458.706005,0.992388,0.16700,5,8,-1.238885,-0.095299,-2.740797,-0.210831,-17.736005,-1.364308,36,2.8315339,16,2.8540418,0.4444,17,2.7908177,0.4722,3,2.9422214,0.0833,Deca
deca_Ag_08_Au_05_config_385,-12456.9358,-12458.000923,0.996721,0.19235,5,8,-1.333685,-0.102591,-2.035715,-0.156593,-17.030923,-1.310071,35,2.8306639,16,2.8408318,0.4571,18,2.8180089,0.5143,1,2.8957610,0.0286,Deca
deca_Ag_08_Au_05_config_386,-12458.3249,-12458.381866,0.999979,0.19575,5,8,-2.722785,-0.209445,-2.416658,-0.185897,-17.411866,-1.339374,36,2.8312399,15,2.8568916,0.4167,18,2.8058903,0.5000,3,2.8550804,0.0833,Deca
deca_Ag_08_Au_05_config_387,-12457.2291,-12458.223243,0.995141,0.18045,5,8,-1.626985,-0.125153,-2.258035,-0.173695,-17.253243,-1.327173,36,2.8357809,14,2.8511906,0.3889,22,2.8259747,0.6111,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_301,-12549.6240,-12550.618228,0.998744,0.10828,4,9,-0.757508,-0.058270,-1.373949,-0.105688,-17.225228,-1.325018,36,2.8527942,14,2.9541621,0.3889,20,2.7711132,0.5556,2,2.9600344,0.0556,Deca
deca_Ag_09_Au_04_config_302,-12551.0550,-12551.212870,0.996595,0.19122,4,9,-2.188508,-0.168347,-1.968591,-0.151430,-17.819870,-1.370759,34,2.8095798,16,2.8220155,0.4706,14,2.7901435,0.4118,4,2.8278689,0.1176,Deca
deca_Ag_09_Au_04_config_303,-12549.3969,-12549.947006,0.994425,0.17639,4,9,-0.530408,-0.040801,-0.702727,-0.054056,-16.554006,-1.273385,36,2.8484309,14,2.8791585,0.3889,18,2.7843969,0.5000,4,3.0290351,0.1111,Deca
deca_Ag_09_Au_04_config_304,-12549.3045,-12549.829279,0.994921,0.17714,4,9,-0.438008,-0.033693,-0.585000,-0.045000,-16.436279,-1.264329,37,2.8558686,14,2.8715558,0.3784,18,2.8041906,0.4865,5,2.9979870,0.1351,Deca
deca_Ag_09_Au_04_config_305,-12549.5459,-12550.188392,0.999600,0.25277,4,9,-0.679408,-0.052262,-0.944113,-0.072624,-16.795392,-1.291953,34,2.8365464,12,2.9031303,0.3529,20,2.7941012,0.5882,2,2.8614929,0.0588,Deca
deca_Ag_09_Au_04_config_306,-12549.4549,-12551.864236,0.993358,0.17118,4,9,-0.588408,-0.045262,-2.619957,-0.201535,-18.471236,-1.420864,37,2.8380420,19,2.8511879,0.5135,17,2.8275802,0.4595,1,2.7661252,0.0270,Deca
deca_Ag_09_Au_04_config_307,-12549.3917,-12551.126459,0.998153,0.20958,4,9,-0.525208,-0.040401,-1.882180,-0.144783,-17.733459,-1.364112,34,2.8259628,14,2.8354759,0.4118,20,2.8193033,0.5882,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_308,-12551.8959,-12551.898158,0.993100,0.16993,4,9,-3.029408,-0.233031,-2.653879,-0.204145,-18.505158,-1.423474,37,2.8397698,19,2.8577621,0.5135,17,2.8200850,0.4595,1,2.8325734,0.0270,Deca
deca_Ag_09_Au_04_config_309,-12549.8490,-12551.008322,0.996766,0.19273,4,9,-0.982508,-0.075578,-1.764043,-0.135696,-17.615322,-1.355025,37,2.8410392,19,2.8237274,0.5135,15,2.8518574,0.4054,3,2.8965881,0.0811,Deca
deca_Ag_09_Au_04_config_310,-12550.0006,-12550.450246,0.996426,0.18971,4,9,-1.134108,-0.087239,-1.205967,-0.092767,-17.057246,-1.312096,37,2.8378088,17,2.8149588,0.4595,18,2.8433390,0.4865,2,2.9822555,0.0541,Deca
deca_Ag_09_Au_04_config_311,-12549.8584,-12550.292126,0.997704,0.14337,4,9,-0.991908,-0.076301,-1.047847,-0.080604,-16.899126,-1.299933,37,2.8337231,18,2.8212688,0.4865,16,2.8294504,0.4324,3,2.9312351,0.0811,Deca
deca_Ag_09_Au_04_config_312,-12550.1161,-12550.592505,0.992531,0.16759,4,9,-1.249608,-0.096124,-1.348226,-0.103710,-17.199505,-1.323039,37,2.8385882,17,2.8060589,0.4595,18,2.8569143,0.4865,2,2.9501553,0.0541,Deca
deca_Ag_09_Au_04_config_313,-12550.0885,-12550.764298,0.997060,0.19058,4,9,-1.222008,-0.094001,-1.520019,-0.116925,-17.371298,-1.336254,38,2.8587418,18,2.8408365,0.4737,18,2.8657606,0.4737,2,2.9567151,0.0526,Deca
deca_Ag_09_Au_04_config_314,-12551.3188,-12551.319428,0.995199,0.18090,4,9,-2.452308,-0.188639,-2.075149,-0.159627,-17.926428,-1.378956,36,2.8385975,21,2.8584344,0.5833,11,2.7963674,0.3056,4,2.8505931,0.1111,Deca
deca_Ag_09_Au_04_config_315,-12549.6826,-12551.291389,0.998471,0.21522,4,9,-0.816108,-0.062778,-2.047110,-0.157470,-17.898389,-1.376799,38,2.8578074,23,2.8827915,0.6053,14,2.7985914,0.3684,1,3.1121643,0.0263,Deca
deca_Ag_09_Au_04_config_316,-12549.6603,-12550.125589,0.998378,0.20953,4,9,-0.793808,-0.061062,-0.881310,-0.067793,-16.732589,-1.287122,37,2.8468695,20,2.8462784,0.5405,13,2.8252847,0.3514,4,2.9199743,0.1081,Deca
deca_Ag_09_Au_04_config_317,-12549.9138,-12551.403510,0.991755,0.16460,4,9,-1.047308,-0.080562,-2.159231,-0.166095,-18.010510,-1.385424,36,2.8350508,19,2.8450794,0.5278,14,2.8254793,0.3889,3,2.8161967,0.0833,Deca
deca_Ag_09_Au_04_config_318,-12549.8865,-12551.198300,0.996083,0.18703,4,9,-1.020008,-0.078462,-1.954021,-0.150309,-17.805300,-1.369638,37,2.8465559,20,2.8550663,0.5405,14,2.8113978,0.3784,3,2.9538987,0.0811,Deca
