NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_pa,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,Schoenflies symbol,CSM,RMS,Schoenflies symbol T
cubo_Ag_07_Au_06_config_305,-12363.7143,-12363.8786,1,0.19616,6,7,-0.680846,-0.052373,-0.738065,-0.056774,16.480598,1.267738,36,2.84071,9,2.85451,0.25,17,2.80824,0.4722,10,2.88348,0.2778,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_306,-12363.6247,-12363.75785,1,0.11958,6,7,-0.591246,-0.04548,-0.617315,-0.047486,16.601348,1.277027,36,2.84076,9,2.87446,0.25,17,2.80179,0.4722,10,2.87669,0.2778,Cubo,Cs,0.0006,0.0024,Oh
cubo_Ag_07_Au_06_config_307,-12363.8064,-12363.9622,1,0.19206,6,7,-0.772946,-0.059457,-0.821665,-0.063205,16.396998,1.261308,36,2.83956,8,2.85014,0.2222,19,2.81679,0.5278,9,2.87822,0.25,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_308,-12363.743,-12363.90253,0.99,0.17733,6,7,-0.709546,-0.05458,-0.761995,-0.058615,16.456668,1.265898,36,2.84263,8,2.87252,0.2222,19,2.81035,0.5278,9,2.88422,0.25,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_309,-12362.3058,-12365.03455,1,0.19131,6,7,0.727654,0.055973,-1.894015,-0.145693,15.324648,1.178819,34,2.81696,8,2.83076,0.2353,21,2.81127,0.6176,5,2.81875,0.1471,Cubo,NO,,,C2
cubo_Ag_07_Au_06_config_310,-12363.6236,-12363.94652,1,0.20002,6,7,-0.590146,-0.045396,-0.805985,-0.061999,16.412678,1.262514,36,2.84137,7,2.88439,0.1944,21,2.81486,0.5833,8,2.87331,0.2222,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_311,-12363.7225,-12363.83881,1,0.08347,6,7,-0.689046,-0.053004,-0.698275,-0.053713,16.520388,1.270799,36,2.84073,8,2.86824,0.2222,19,2.81397,0.5278,9,2.87278,0.25,Cubo,C2,0.0073,0.0086,Oh
cubo_Ag_07_Au_06_config_312,-12363.8043,-12363.93764,1,0.19839,6,7,-0.770846,-0.059296,-0.797105,-0.061316,16.421558,1.263197,36,2.83824,8,2.85296,0.2222,19,2.81631,0.5278,9,2.87143,0.25,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_313,-12363.8254,-12363.97666,1,0.19075,6,7,-0.791946,-0.060919,-0.836125,-0.064317,16.382538,1.260195,36,2.84273,7,2.87213,0.1944,21,2.81601,0.5833,8,2.88715,0.2222,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_314,-12363.934,-12364.06181,1,0.19736,6,7,-0.900546,-0.069273,-0.921275,-0.070867,16.297388,1.253645,36,2.84075,7,2.88536,0.1944,21,2.81068,0.5833,8,2.88065,0.2222,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_315,-12364.0011,-12364.11325,1,0.19642,6,7,-0.967646,-0.074434,-0.972715,-0.074824,16.245948,1.249688,36,2.83661,6,2.88405,0.1667,23,2.81354,0.6389,7,2.87175,0.1944,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_07_Au_06_config_316,-12364.0349,-12364.15039,1,0.19364,6,7,-1.001446,-0.077034,-1.009855,-0.077681,16.208808,1.246831,36,2.83892,7,2.85879,0.1944,21,2.8113,0.5833,8,2.89405,0.2222,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_317,-12363.9529,-12364.06405,1,0.19668,6,7,-0.919446,-0.070727,-0.923515,-0.07104,16.295148,1.253473,36,2.83943,6,2.89012,0.1667,23,2.81654,0.6389,7,2.8712,0.1944,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_07_Au_06_config_318,-12363.8338,-12363.95655,1,0.1396,6,7,-0.800346,-0.061565,-0.816015,-0.06277,16.402648,1.261742,36,2.84186,7,2.88994,0.1944,21,2.81438,0.5833,8,2.87192,0.2222,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_319,-12363.9032,-12364.06325,1,0.18761,6,7,-0.869746,-0.066904,-0.922715,-0.070978,16.295948,1.253534,36,2.84058,7,2.8627,0.1944,21,2.81131,0.5833,8,2.89807,0.2222,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_320,-12363.8949,-12364.01805,1,0.20269,6,7,-0.861446,-0.066265,-0.877515,-0.067501,16.341148,1.257011,36,2.83934,6,2.89985,0.1667,23,2.81594,0.6389,7,2.86438,0.1944,Cubo,C2,0.0036,0.0060,Oh
cubo_Ag_07_Au_06_config_321,-12363.9094,-12365.47842,0.99,0.16289,6,7,-0.875946,-0.06738,-2.337885,-0.179837,14.880778,1.144675,37,2.84267,11,2.8785,0.2973,21,2.82656,0.5676,5,2.83152,0.1351,Cubo,NO,,,C2
cubo_Ag_07_Au_06_config_322,-12363.9252,-12364.07492,0.99,0.17194,6,7,-0.891746,-0.068596,-0.934385,-0.071876,16.284278,1.252637,36,2.84161,8,2.83757,0.2222,19,2.82043,0.5278,9,2.88993,0.25,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_323,-12363.9077,-12364.03164,1,0.12337,6,7,-0.874246,-0.06725,-0.891105,-0.068547,16.327558,1.255966,36,2.83732,6,2.85469,0.1667,23,2.82109,0.6389,7,2.87576,0.1944,Cubo,C2,0.0006,0.0025,Oh
cubo_Ag_07_Au_06_config_324,-12363.8595,-12364.01663,1,0.20519,6,7,-0.826046,-0.063542,-0.876095,-0.067392,16.342568,1.257121,36,2.84305,6,2.91523,0.1667,23,2.81387,0.6389,7,2.87704,0.1944,Cubo,C2v,0.6877,0.0829,Oh
cubo_Ag_07_Au_06_config_325,-12363.8133,-12363.98049,1,0.19179,6,7,-0.779846,-0.059988,-0.839955,-0.064612,16.378708,1.259901,36,2.83478,14,2.84782,0.3889,14,2.80905,0.3889,8,2.85699,0.2222,Cubo,Cs,3.1508,0.1775,Oh
cubo_Ag_07_Au_06_config_326,-12363.8964,-12364.05985,0.99,0.16514,6,7,-0.862946,-0.06638,-0.919315,-0.070717,16.299348,1.253796,36,2.83839,14,2.83692,0.3889,14,2.83696,0.3889,8,2.84347,0.2222,Cubo,C2v,0.0000,0.0002,Oh
cubo_Ag_07_Au_06_config_327,-12364.0702,-12364.19797,1,0.18786,6,7,-1.036746,-0.07975,-1.057435,-0.081341,16.161228,1.243171,36,2.83135,13,2.82078,0.3611,16,2.84312,0.4444,7,2.82409,0.1944,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_328,-12364.1808,-12364.31578,1,0.18555,6,7,-1.147346,-0.088257,-1.175245,-0.090403,16.043418,1.234109,36,2.83265,12,2.8311,0.3333,18,2.83148,0.5,6,2.83926,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_329,-12364.4116,-12364.50798,1,0.18287,6,7,-1.378146,-0.106011,-1.367445,-0.105188,15.851218,1.219324,36,2.83285,11,2.82849,0.3056,20,2.8369,0.5556,5,2.82624,0.1389,Cubo,Cs,0.0000,0.0003,Oh
cubo_Ag_07_Au_06_config_330,-12364.4066,-12364.489,1,0.14658,6,7,-1.373146,-0.105627,-1.348465,-0.103728,15.870198,1.220784,36,2.82645,10,2.8192,0.2778,22,2.83262,0.6111,4,2.81061,0.1111,Cubo,C2v,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_331,-12364.0962,-12364.25751,1,0.18757,6,7,-1.062746,-0.08175,-1.116975,-0.085921,16.101688,1.238591,36,2.83506,13,2.84434,0.3611,16,2.8176,0.4444,7,2.85771,0.1944,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_332,-12364.166,-12364.3511,1,0.18834,6,7,-1.132546,-0.087119,-1.210565,-0.09312,16.008098,1.231392,36,2.83874,12,2.86845,0.3333,18,2.79963,0.5,6,2.89665,0.1667,Cubo,C2v,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_333,-12364.2015,-12364.34978,1,0.18738,6,7,-1.168046,-0.08985,-1.209245,-0.093019,16.009418,1.231494,36,2.83462,12,2.83877,0.3333,18,2.82945,0.5,6,2.84186,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_334,-12363.9993,-12364.11817,1,0.00174,6,7,-0.965846,-0.074296,-0.977635,-0.075203,16.241028,1.24931,36,2.83497,12,2.84798,0.3333,18,2.82931,0.5,6,2.82591,0.1667,Cubo,C3,0.0001,0.0009,Oh
cubo_Ag_07_Au_06_config_335,-12364.1063,-12364.30534,0.99,0.16751,6,7,-1.072846,-0.082527,-1.164805,-0.0896,16.053858,1.234912,36,2.83482,12,2.83496,0.3333,18,2.82146,0.5,6,2.87459,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_336,-12364.2973,-12364.44572,1,0.18662,6,7,-1.263846,-0.097219,-1.305185,-0.100399,15.913478,1.224114,36,2.83261,11,2.84726,0.3056,20,2.81526,0.5556,5,2.86978,0.1389,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_337,-12364.3061,-12364.44456,1,0.19118,6,7,-1.272646,-0.097896,-1.304025,-0.10031,15.914638,1.224203,36,2.83014,12,2.82148,0.3333,18,2.82337,0.5,6,2.86775,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_338,-12364.2215,-12364.42133,0.99,0.16855,6,7,-1.188046,-0.091388,-1.280795,-0.098523,15.937868,1.22599,36,2.83522,12,2.83269,0.3333,18,2.81853,0.5,6,2.89036,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_339,-12364.3143,-12364.46119,0.99,0.17932,6,7,-1.280846,-0.098527,-1.320655,-0.101589,15.898008,1.222924,36,2.83394,12,2.83399,0.3333,18,2.82267,0.5,6,2.86763,0.1667,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_340,-12364.243,-12364.38382,1,0.17049,6,7,-1.209546,-0.093042,-1.243285,-0.095637,15.975378,1.228875,36,2.83516,11,2.86358,0.3056,20,2.80963,0.5556,5,2.87477,0.1389,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_07_Au_06_config_341,-12364.4114,-12364.57803,0.99,0.17162,6,7,-1.377946,-0.105996,-1.437495,-0.110577,15.781168,1.213936,36,2.8337,11,2.84546,0.3056,20,2.80682,0.5556,5,2.91533,0.1389,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_342,-12364.2624,-12364.41523,1,0.19212,6,7,-1.228946,-0.094534,-1.274695,-0.098053,15.943968,1.226459,36,2.83699,10,2.86407,0.2778,22,2.82588,0.6111,4,2.83034,0.1111,Cubo,Cs,0.0155,0.0125,Oh
cubo_Ag_07_Au_06_config_343,-12364.2922,-12364.45446,1,0.18629,6,7,-1.258746,-0.096827,-1.313925,-0.101071,15.904738,1.223441,36,2.83327,11,2.83374,0.3056,20,2.83234,0.5556,5,2.83596,0.1389,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_344,-12364.1414,-12364.2549,1,0.16803,6,7,-1.107946,-0.085227,-1.114365,-0.08572,16.104298,1.238792,36,2.83409,12,2.84167,0.3333,18,2.83525,0.5,6,2.81542,0.1667,Cubo,C2v,0.0049,0.0070,Oh
cubo_Ag_07_Au_06_config_345,-12364.4053,-12364.54285,1,0.18548,6,7,-1.371846,-0.105527,-1.402315,-0.10787,15.816348,1.216642,36,2.8315,10,2.84313,0.2778,22,2.82539,0.6111,4,2.83596,0.1111,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_346,-12364.4062,-12364.56701,0.99,0.17941,6,7,-1.372746,-0.105596,-1.426475,-0.109729,15.792188,1.214784,36,2.83301,10,2.84577,0.2778,22,2.8224,0.6111,4,2.85949,0.1111,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_347,-12364.3413,-12364.48934,1,0.1522,6,7,-1.307846,-0.100604,-1.348805,-0.103754,15.869858,1.220758,36,2.83533,10,2.85777,0.2778,22,2.81505,0.6111,4,2.89079,0.1111,Cubo,C2,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_348,-12364.4148,-12364.54682,1,0.18434,6,7,-1.381346,-0.106257,-1.406285,-0.108176,15.812378,1.216337,36,2.83066,11,2.82448,0.3056,20,2.8264,0.5556,5,2.86129,0.1389,Cubo,NO,,,Oh
cubo_Ag_07_Au_06_config_349,-12364.5353,-12364.64756,1,0.1812,6,7,-1.501846,-0.115527,-1.507025,-0.115925,15.711638,1.208588,36,2.83313,10,2.85031,0.2778,22,2.81812,0.6111,4,2.87277,0.1111,Cubo,C2,0.0000,0.0002,Oh
cubo_Ag_07_Au_06_config_350,-12364.454,-12364.56279,1,0.18552,6,7,-1.420546,-0.109273,-1.422255,-0.109404,15.796408,1.215108,36,2.83241,10,2.84888,0.2778,22,2.82334,0.6111,4,2.84113,0.1111,Cubo,C2v,0.0000,0.0007,Oh
cubo_Ag_07_Au_06_config_351,-12364.5643,-12364.67369,1,0.18093,6,7,-1.530846,-0.117757,-1.533155,-0.117935,15.685508,1.206578,36,2.83103,10,2.84759,0.2778,22,2.80747,0.6111,4,2.91916,0.1111,Cubo,C2h,0.0000,0.0001,Oh
cubo_Ag_07_Au_06_config_352,-12364.3342,-12364.51451,0.99,0.15048,6,7,-1.300746,-0.100057,-1.373975,-0.10569,15.844688,1.218822,36,2.83946,10,2.86723,0.2778,22,2.81194,0.6111,4,2.92137,0.1111,Cubo,D2,0.0083,0.0091,Oh
cubo_Ag_07_Au_06_config_353,-12364.2723,-12364.33672,0.99,0.09729,6,7,-1.238846,-0.095296,-1.196185,-0.092014,16.022478,1.232498,36,2.82364,12,2.82065,0.3333,18,2.81419,0.5,6,2.85797,0.1667,Cubo,D3d,0.0000,0.0000,Oh
cubo_Ag_07_Au_06_config_354,-12364.379,-12364.56452,0.98,0.13787,6,7,-1.345546,-0.103504,-1.423985,-0.109537,15.794678,1.214975,36,2.84134,12,2.86206,0.3333,18,2.78668,0.5,6,2.96388,0.1667,Cubo,D3d,0.0000,0.0000,Oh
cubo_Ag_08_Au_05_config_301,-12456.7463,-12456.8802,1,0.20092,5,8,-0.475838,-0.036603,-0.499906,-0.038454,16.667832,1.282141,36,2.8385,12,2.84922,0.3333,16,2.81537,0.4444,8,2.86868,0.2222,Cubo,C4v,0.0248,0.0157,Oh
cubo_Ag_08_Au_05_config_302,-12456.702,-12456.8802,1,0.18071,5,8,-0.431538,-0.033195,-0.499906,-0.038454,16.667832,1.282141,36,2.84298,12,2.86822,0.3333,16,2.79546,0.4444,8,2.90014,0.2222,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_303,-12456.7893,-12456.94245,1,0.15431,5,8,-0.518838,-0.039911,-0.562156,-0.043243,16.605582,1.277352,36,2.84231,11,2.86669,0.3056,18,2.80866,0.5,7,2.89052,0.1944,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_304,-12456.9877,-12457.12954,1,0.19937,5,8,-0.717238,-0.055172,-0.749246,-0.057634,16.418492,1.262961,36,2.84076,10,2.87305,0.2778,20,2.8108,0.5556,6,2.8868,0.1667,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_08_Au_05_config_305,-12456.9998,-12458.21193,1,0.19808,5,8,-0.729338,-0.056103,-1.831636,-0.140895,15.336102,1.1797,35,2.82535,12,2.8438,0.3429,19,2.80122,0.5429,4,2.88467,0.1143,Cubo,NO,,,NO
cubo_Ag_08_Au_05_config_306,-12457.0818,-12457.19266,1,0.19927,5,8,-0.811338,-0.062411,-0.812366,-0.06249,16.355372,1.258106,36,2.83636,10,2.84679,0.2778,20,2.81666,0.5556,6,2.88464,0.1667,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_08_Au_05_config_307,-12456.9019,-12457.05971,1,0.18821,5,8,-0.631438,-0.048572,-0.679416,-0.052263,16.488322,1.268332,36,2.84131,10,2.86918,0.2778,20,2.8113,0.5556,6,2.89488,0.1667,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_308,-12456.899,-12457.00997,1,0.07792,5,8,-0.628538,-0.048349,-0.629676,-0.048437,16.538062,1.272159,36,2.83763,11,2.85002,0.3056,18,2.80959,0.5,7,2.89026,0.1944,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_309,-12457.0029,-12457.1555,1,0.18947,5,8,-0.732438,-0.056341,-0.775206,-0.059631,16.392532,1.260964,36,2.83843,10,2.83498,0.2778,20,2.82132,0.5556,6,2.90121,0.1667,Cubo,C2,0.0000,0.0004,Oh
cubo_Ag_08_Au_05_config_310,-12456.9339,-12457.09045,0.99,0.17611,5,8,-0.663438,-0.051034,-0.710156,-0.054627,16.457582,1.265968,36,2.83659,11,2.83524,0.3056,18,2.81088,0.5,7,2.90481,0.1944,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_311,-12456.9734,-12457.13564,1,0.17962,5,8,-0.702938,-0.054072,-0.755346,-0.058104,16.412392,1.262492,36,2.83987,9,2.85907,0.25,22,2.82536,0.6111,5,2.86916,0.1389,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_312,-12456.9922,-12457.14282,0.99,0.16606,5,8,-0.721738,-0.055518,-0.762526,-0.058656,16.405212,1.261939,36,2.83861,10,2.8349,0.2778,20,2.8216,0.5556,6,2.90152,0.1667,Cubo,C2,0.0000,0.0002,Oh
cubo_Ag_08_Au_05_config_313,-12457.1071,-12457.24084,1,0.19662,5,8,-0.836638,-0.064357,-0.860546,-0.066196,16.307192,1.254399,36,2.83969,10,2.85629,0.2778,20,2.81116,0.5556,6,2.90711,0.1667,Cubo,C2,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_314,-12457.0984,-12457.2288,1,0.19728,5,8,-0.827938,-0.063688,-0.848506,-0.06527,16.319232,1.255326,36,2.83825,9,2.85856,0.25,22,2.8207,0.6111,5,2.87886,0.1389,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_315,-12456.9957,-12457.13124,1,0.20218,5,8,-0.725238,-0.055788,-0.750946,-0.057765,16.416792,1.26283,36,2.83776,10,2.87347,0.2778,20,2.80169,0.5556,6,2.89848,0.1667,Cubo,C2v,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_316,-12457.2038,-12457.29412,1,0.19838,5,8,-0.933338,-0.071795,-0.913826,-0.070294,16.253912,1.250301,36,2.83199,10,2.82485,0.2778,20,2.81594,0.5556,6,2.89741,0.1667,Cubo,C2h,0.0000,0.0000,Oh
cubo_Ag_08_Au_05_config_317,-12457.1531,-12457.23776,1,0.19811,5,8,-0.882638,-0.067895,-0.857466,-0.065959,16.310272,1.254636,36,2.83098,8,2.86025,0.2222,24,2.81466,0.6667,4,2.8704,0.1111,Cubo,D2d,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_318,-12457.0107,-12457.61571,0.99,0.15858,5,8,-0.740238,-0.056941,-1.235416,-0.095032,15.932322,1.225563,33,2.84193,9,3.04249,0.2727,24,2.76672,0.7273,0,0,0,Cubo,C2v,0.7103,0.0843,D4h
cubo_Ag_08_Au_05_config_319,-12457.0947,-12457.23367,1,0.19214,5,8,-0.824238,-0.063403,-0.853376,-0.065644,16.314362,1.254951,36,2.8342,17,2.8321,0.4722,13,2.83556,0.3611,6,2.83722,0.1667,Cubo,Cs,0.0452,0.0213,Oh
cubo_Ag_08_Au_05_config_320,-12457.4128,-12457.51604,1,0.18534,5,8,-1.142338,-0.087872,-1.135746,-0.087365,16.031992,1.23323,36,2.83108,15,2.82234,0.4167,17,2.84467,0.4722,4,2.80604,0.1111,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_321,-12453.9068,-12457.94283,1,0.18397,5,8,2.363662,0.18182,-1.562536,-0.120195,15.605202,1.2004,33,2.81142,14,2.83479,0.4242,16,2.79978,0.4848,3,2.76442,0.0909,Cubo,NO,,,NO
cubo_Ag_08_Au_05_config_322,-12457.2097,-12457.37305,1,0.18787,5,8,-0.939238,-0.072249,-0.992756,-0.076366,16.174982,1.244229,36,2.83588,16,2.8457,0.4444,15,2.81841,0.4167,5,2.85689,0.1389,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_323,-12457.1026,-12457.4821,1,0.18438,5,8,-0.832138,-0.064011,-1.101806,-0.084754,16.065932,1.235841,36,2.83334,16,2.82963,0.4444,15,2.82497,0.4167,5,2.87033,0.1389,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_324,-12457.2352,-12457.36571,1,0.13203,5,8,-0.964738,-0.074211,-0.985416,-0.075801,16.182322,1.244794,36,2.8346,16,2.845,0.4444,15,2.80976,0.4167,5,2.87581,0.1389,Cubo,Cs,0.0350,0.0187,Oh
cubo_Ag_08_Au_05_config_325,-12457.4248,-12457.58932,1,0.18279,5,8,-1.154338,-0.088795,-1.209026,-0.093002,15.958712,1.227593,36,2.83354,15,2.83591,0.4167,17,2.81767,0.4722,4,2.89206,0.1111,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_326,-12457.3582,-12457.52027,0.99,0.17802,5,8,-1.087738,-0.083672,-1.139976,-0.08769,16.027762,1.232905,36,2.83405,15,2.84337,0.4167,17,2.81219,0.4722,4,2.89195,0.1111,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_327,-12457.3001,-12457.45639,1,0.19078,5,8,-1.029638,-0.079203,-1.076096,-0.082777,16.091642,1.237819,36,2.83541,15,2.83727,0.4167,17,2.83695,0.4722,4,2.82193,0.1111,Cubo,Cs,2.2305,0.1493,Oh
cubo_Ag_08_Au_05_config_328,-12457.4188,-12457.58161,1,0.18716,5,8,-1.148338,-0.088334,-1.201316,-0.092409,15.966422,1.228186,36,2.83546,14,2.84643,0.3889,19,2.82577,0.5278,3,2.84558,0.0833,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_329,-12457.4778,-12457.47983,1,0.1336,5,8,-1.207338,-0.092872,-1.099536,-0.08458,16.068202,1.236016,36,2.83266,15,2.83338,0.4167,17,2.82832,0.4722,4,2.84843,0.1111,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_330,-12457.4227,-12457.56232,1,0.18249,5,8,-1.152238,-0.088634,-1.182026,-0.090925,15.985712,1.22967,36,2.83085,15,2.82303,0.4167,17,2.83598,0.4722,4,2.83834,0.1111,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_331,-12457.4449,-12457.60682,1,0.18856,5,8,-1.174438,-0.090341,-1.226526,-0.094348,15.941212,1.226247,36,2.83679,14,2.84633,0.3889,19,2.81987,0.5278,3,2.89942,0.0833,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_332,-12457.5591,-12457.68635,1,0.18542,5,8,-1.288638,-0.099126,-1.306056,-0.100466,15.861682,1.220129,36,2.83438,14,2.84425,0.3889,19,2.82277,0.5278,3,2.86178,0.0833,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_333,-12457.6383,-12457.75896,1,0.18398,5,8,-1.367838,-0.105218,-1.378666,-0.106051,15.789072,1.214544,36,2.8315,13,2.84649,0.3611,21,2.81916,0.5833,2,2.86353,0.0556,Cubo,Cs,0.0000,0.0004,Oh
cubo_Ag_08_Au_05_config_334,-12457.6616,-12457.78916,1,0.18196,5,8,-1.391138,-0.107011,-1.408866,-0.108374,15.758872,1.212221,36,2.83229,14,2.83386,0.3889,19,2.81905,0.5278,3,2.90889,0.0833,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_335,-12457.5797,-12457.69969,1,0.18461,5,8,-1.309238,-0.100711,-1.319396,-0.101492,15.848342,1.219103,36,2.83325,13,2.85315,0.3611,21,2.81619,0.5833,2,2.88307,0.0556,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_08_Au_05_config_336,-12457.4509,-12457.58733,1,0.13096,5,8,-1.180438,-0.090803,-1.207036,-0.092849,15.960702,1.227746,36,2.83271,14,2.84542,0.3889,19,2.81891,0.5278,3,2.86078,0.0833,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_337,-12457.5273,-12457.69618,0.99,0.17498,5,8,-1.256838,-0.09668,-1.315886,-0.101222,15.851852,1.219373,36,2.83314,14,2.83565,0.3889,19,2.81674,0.5278,3,2.92532,0.0833,Cubo,NO,,,Oh
cubo_Ag_08_Au_05_config_338,-12457.5235,-12457.65504,1,0.19117,5,8,-1.253038,-0.096388,-1.274746,-0.098057,15.892992,1.222538,36,2.83357,13,2.85619,0.3611,21,2.81779,0.5833,2,2.85214,0.0556,Cubo,C2,0.0184,0.0136,Oh
cubo_Ag_08_Au_05_config_339,-12457.5278,-12457.65384,1,0.18983,5,8,-1.257338,-0.096718,-1.273546,-0.097965,15.894192,1.22263,36,2.82824,15,2.8103,0.4167,17,2.83652,0.4722,4,2.8603,0.1111,Cubo,C2,0.0000,0.0001,Oh
cubo_Ag_08_Au_05_config_340,-12457.5431,-12457.71197,0.99,0.16303,5,8,-1.272638,-0.097895,-1.331676,-0.102437,15.836062,1.218159,36,2.83422,15,2.83354,0.4167,17,2.81204,0.4722,4,2.93103,0.1111,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_08_Au_05_config_341,-12457.5326,-12457.67997,1,0.12585,5,8,-1.262138,-0.097088,-1.299676,-0.099975,15.868062,1.22062,36,2.83138,13,2.83929,0.3611,21,2.81796,0.5833,2,2.92082,0.0556,Cubo,C2,0.0014,0.0038,Oh
cubo_Ag_08_Au_05_config_342,-12457.4891,-12457.6457,1,0.18257,5,8,-1.218638,-0.093741,-1.265406,-0.097339,15.902332,1.223256,36,2.83779,13,2.86349,0.3611,21,2.82017,0.5833,2,2.85587,0.0556,Cubo,C2v,0.0007,0.0026,Oh
cubo_Ag_09_Au_04_config_301,-12549.9886,-12550.12661,1,0.20029,4,9,-0.481131,-0.03701,-0.506557,-0.038966,16.610256,1.277712,36,2.84394,14,2.8669,0.3889,17,2.80484,0.4722,5,2.91254,0.1389,Cubo,Cs,0.0061,0.0078,Oh
cubo_Ag_09_Au_04_config_302,-12550.8574,-12550.93835,1,0.21462,4,9,-1.349931,-0.103841,-1.318297,-0.101407,15.798516,1.21527,34,2.82786,13,2.83867,0.3824,18,2.80008,0.5294,3,2.94769,0.0882,Cubo,NO,,,NO
cubo_Ag_09_Au_04_config_303,-12549.8443,-12550.02957,0.99,0.17616,4,9,-0.336831,-0.02591,-0.409517,-0.031501,16.707296,1.285177,36,2.83724,15,2.83756,0.4167,15,2.80355,0.4167,6,2.92064,0.1667,Cubo,C3v,0.0000,0.0002,Oh
cubo_Ag_09_Au_04_config_304,-12549.7346,-12550.17052,1,0.18099,4,9,-0.227131,-0.017472,-0.550467,-0.042344,16.566346,1.274334,36,2.84135,13,2.84621,0.3611,19,2.82425,0.5278,4,2.90678,0.1111,Cubo,Cs,0.0926,0.0304,Oh
cubo_Ag_09_Au_04_config_305,-12550.0804,-12550.22805,1,0.19988,4,9,-0.572931,-0.044072,-0.607997,-0.046769,16.508816,1.269909,36,2.84013,13,2.85646,0.3611,19,2.81517,0.5278,4,2.90564,0.1111,Cubo,NO,,,Oh
cubo_Ag_09_Au_04_config_306,-12550.189,-12550.30997,1,0.19731,4,9,-0.681531,-0.052425,-0.689917,-0.053071,16.426896,1.263607,36,2.83957,13,2.83753,0.3611,19,2.82639,0.5278,4,2.90883,0.1111,Cubo,NO,,,Oh
