NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_pa,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,Schoenflies symbol,CSM,RMS,Schoenflies symbol T
cubo_Ag_09_Au_04_config_307,-12550.1617,-12550.29252,1,0.19992,4,9,-0.654231,-0.050325,-0.672467,-0.051728,16.444346,1.26495,36,2.84206,12,2.86385,0.3333,21,2.82259,0.5833,3,2.89118,0.0833,Cubo,Cs,0.0200,0.0141,Oh
cubo_Ag_09_Au_04_config_308,-12550.0848,-12550.18428,1,0.14021,4,9,-0.577331,-0.04441,-0.564227,-0.043402,16.552586,1.273276,36,2.84061,12,2.86179,0.3333,21,2.82488,0.5833,3,2.86602,0.0833,Cubo,C2v,0.0000,0.0002,Oh
cubo_Ag_09_Au_04_config_309,-12550.078,-12550.22331,1,0.13741,4,9,-0.570531,-0.043887,-0.603257,-0.046404,16.513556,1.270274,36,2.84011,12,2.84562,0.3333,21,2.83033,0.5833,3,2.88662,0.0833,Cubo,D3,0.3103,0.0557,Oh
cubo_Ag_09_Au_04_config_310,-12550.3417,-12550.43711,1,0.1884,4,9,-0.834231,-0.064172,-0.817057,-0.062851,16.299756,1.253827,36,2.83181,20,2.8219,0.5556,12,2.85859,0.3333,4,2.80097,0.1111,Cubo,C4v,0.0000,0.0001,Oh
cubo_Ag_09_Au_04_config_311,-12550.2732,-12550.44823,1,0.18,4,9,-0.765731,-0.058902,-0.828177,-0.063706,16.288636,1.252972,36,2.83884,20,2.84776,0.5556,12,2.80466,0.3333,4,2.89675,0.1111,Cubo,NO,,,Oh
cubo_Ag_09_Au_04_config_312,-12550.364,-12550.52124,1,0.14486,4,9,-0.856531,-0.065887,-0.901187,-0.069322,16.215626,1.247356,36,2.83306,19,2.83467,0.5278,14,2.82405,0.3889,3,2.86492,0.0833,Cubo,NO,,,Oh
cubo_Ag_09_Au_04_config_313,-12550.5747,-12550.70715,1,0.18715,4,9,-1.067231,-0.082095,-1.087097,-0.083623,16.029716,1.233055,36,2.83369,18,2.83919,0.5,16,2.82594,0.4444,2,2.84608,0.0556,Cubo,Cs,0.0000,0.0001,Oh
cubo_Ag_09_Au_04_config_314,-12550.5956,-12550.73046,1,0.18553,4,9,-1.088131,-0.083702,-1.110407,-0.085416,16.006406,1.231262,36,2.83405,18,2.83763,0.5,16,2.82516,0.4444,2,2.87292,0.0556,Cubo,NO,,,Oh
cubo_Ag_09_Au_04_config_315,-12550.6716,-12550.79747,1,0.18434,4,9,-1.164131,-0.089549,-1.177417,-0.090571,15.939396,1.226107,36,2.8313,18,2.8296,0.5,16,2.82734,0.4444,2,2.87827,0.0556,Cubo,Cs,0.0096,0.0098,Oh
cubo_Ag_09_Au_04_config_316,-12550.4806,-12550.96419,1,0.21017,4,9,-0.973131,-0.074856,-1.344137,-0.103395,15.772676,1.213283,34,2.82463,16,2.85532,0.4706,16,2.79547,0.4706,2,2.81249,0.0588,Cubo,NO,,,NO
cubo_Ag_09_Au_04_config_317,-12550.4745,-12550.58316,1,0.0895,4,9,-0.967031,-0.074387,-0.963107,-0.074085,16.153706,1.242593,36,2.83589,19,2.82823,0.5278,14,2.84758,0.3889,3,2.82979,0.0833,Cubo,Cs,0.0058,0.0076,Oh
cubo_Ag_09_Au_04_config_318,-12550.5853,-12550.74613,1,0.18863,4,9,-1.077831,-0.08291,-1.126077,-0.086621,15.990736,1.230057,36,2.83245,18,2.82634,0.5,16,2.8276,0.4444,2,2.92632,0.0556,Cubo,C2,0.0000,0.0004,Oh
cubo_Ag_09_Au_04_config_319,-12550.509,-12550.68827,0.99,0.17534,4,9,-1.001531,-0.077041,-1.068217,-0.082171,16.048596,1.234507,36,2.83327,19,2.83061,0.5278,14,2.81287,0.3889,3,2.94529,0.0833,Cubo,Cs,0.0000,0.0004,Oh
cubo_Ag_09_Au_04_config_320,-12550.5592,-12550.72352,1,0.15812,4,9,-1.051731,-0.080902,-1.103467,-0.084882,16.013346,1.231796,36,2.83368,17,2.84306,0.4722,18,2.82323,0.5,1,2.86226,0.0278,Cubo,NO,,,Oh
cubo_Ag_09_Au_04_config_321,-12550.5754,-12550.73813,0.99,0.16341,4,9,-1.067931,-0.082149,-1.118077,-0.086006,15.998736,1.230672,36,2.82977,18,2.81966,0.5,16,2.82769,0.4444,2,2.93731,0.0556,Cubo,C2,0.0000,0.0003,Oh
cubo_Ag_09_Au_04_config_322,-12550.6952,-12550.83948,1,0.18507,4,9,-1.187731,-0.091364,-1.219427,-0.093802,15.897386,1.222876,36,2.83019,18,2.82614,0.5,16,2.82577,0.4444,2,2.90192,0.0556,Cubo,C2,0.0000,0.0002,Oh
cubo_Ag_09_Au_04_config_323,-12550.68992,-12550.45175,1,0.18842,4,9,-1.182451,-0.090958,-0.831697,-0.063977,16.285116,1.252701,32,2.8028,14,2.82265,0.4375,15,2.77901,0.4688,3,2.82916,0.0938,Cubo,NO,,,Cs
cubo_Ag_09_Au_04_config_324,-12550.5824,-12550.69885,1,0.18817,4,9,-1.074931,-0.082687,-1.078797,-0.082984,16.038016,1.233694,36,2.83374,18,2.8387,0.5,16,2.82494,0.4444,2,2.85943,0.0556,Cubo,C2v,0.0000,0.0001,Oh
cubo_Ag_09_Au_04_config_325,-12550.7932,-12550.89603,1,0.18476,4,9,-1.285731,-0.098902,-1.275977,-0.098152,15.840836,1.218526,36,2.82501,18,2.81264,0.5,16,2.82884,0.4444,2,2.90578,0.0556,Cubo,C2h,0.0000,0.0007,Oh
cubo_Ag_09_Au_04_config_326,-12550.7599,-12550.84994,1,0.18497,4,9,-1.252431,-0.096341,-1.229887,-0.094607,15.886926,1.222071,36,2.82541,16,2.83414,0.4444,20,2.81843,0.5556,0,0,0,Cubo,D2d,0.0000,0.0001,Oh
cubo_Ag_09_Au_04_config_327,-12550.5479,-12550.65305,2.99,0.1839,4,9,-1.040431,-0.080033,-1.032997,-0.079461,16.083816,1.237217,36,2.82345,16,2.7916,0.4444,20,2.84893,0.5556,0,0,0,Cubo,D4h,0.0000,0.0000,Oh
cubo_Ag_10_Au_03_config_301,-12643.0932,-12643.2397,1,0.20265,3,10,-0.348723,-0.026825,-0.379888,-0.029222,16.686,1.283538,36,2.83869,17,2.84603,0.4722,16,2.81114,0.4444,3,2.94396,0.0833,Cubo,Cs,0.0000,0.0002,Oh
cubo_Ag_10_Au_03_config_302,-12643.0743,-12643.19345,1,0.0883,3,10,-0.329823,-0.025371,-0.333638,-0.025664,16.73225,1.287096,36,2.8394,16,2.85725,0.4444,18,2.81626,0.5,2,2.90485,0.0556,Cubo,C2v,0.2383,0.0488,Oh
cubo_Ag_10_Au_03_config_303,-12643.1768,-12643.30836,1,0.19942,3,10,-0.432323,-0.033256,-0.448548,-0.034504,16.61734,1.278257,36,2.84025,16,2.8426,0.4444,18,2.83048,0.5,2,2.90932,0.0556,Cubo,C2,0.0000,0.0000,Oh
cubo_Ag_10_Au_03_config_304,-12643.3168,-12643.32363,1,0.14272,3,10,-0.572323,-0.044025,-0.463818,-0.035678,16.60207,1.277082,36,2.83648,16,2.82654,0.4444,18,2.84132,0.5,2,2.8724,0.0556,Cubo,D2h,0.2535,0.0503,Oh
cubo_Ag_10_Au_03_config_305,-12643.5342,-12643.66166,1,0.18764,3,10,-0.789723,-0.060748,-0.801848,-0.061681,16.26404,1.25108,36,2.83357,23,2.83269,0.6389,11,2.82968,0.3056,2,2.86506,0.0556,Cubo,Cs,0.0037,0.0061,Oh
cubo_Ag_10_Au_03_config_306,-12643.4311,-12643.57977,1,0.12891,3,10,-0.686623,-0.052817,-0.719958,-0.055381,16.34593,1.257379,36,2.83506,23,2.83476,0.6389,11,2.81711,0.3056,2,2.93716,0.0556,Cubo,C2,0.0000,0.0007,Oh
cubo_Ag_10_Au_03_config_307,-12643.3782,-12643.53876,0.99,0.17524,3,10,-0.633723,-0.048748,-0.678948,-0.052227,16.38694,1.260534,36,2.84078,24,2.84323,0.6667,9,2.7979,0.25,3,2.94983,0.0833,Cubo,C3v,0.0000,0.0000,Oh
cubo_Ag_10_Au_03_config_308,-12643.5427,-12643.72513,0.99,0.17711,3,10,-0.798223,-0.061402,-0.865318,-0.066563,16.20057,1.246198,36,2.83891,22,2.84135,0.6111,13,2.82701,0.3611,1,2.93994,0.0278,Cubo,Cs,0.0224,0.0150,Oh
cubo_Ag_10_Au_03_config_309,-12643.6321,-12643.77608,1,0.18748,3,10,-0.887623,-0.068279,-0.916268,-0.070482,16.14962,1.242278,36,2.83483,22,2.83787,0.6111,13,2.82502,0.3611,1,2.89527,0.0278,Cubo,NO,,,Oh
cubo_Ag_10_Au_03_config_310,-12643.7403,-12643.87111,1,0.18637,3,10,-0.995823,-0.076602,-1.011298,-0.077792,16.05459,1.234968,36,2.82998,22,2.82332,0.6111,13,2.83539,0.3611,1,2.90635,0.0278,Cubo,NO,,,Oh
cubo_Ag_10_Au_03_config_311,-12643.7198,-12643.84725,1,0.1872,3,10,-0.975323,-0.075025,-0.987438,-0.075957,16.07845,1.236804,36,2.83661,21,2.84626,0.5833,15,2.82311,0.4167,0,0,0,Cubo,Cs,0.0136,0.0117,Oh
cubo_Ag_10_Au_03_config_312,-12643.6359,-12643.7466,1,0.14409,3,10,-0.891423,-0.068571,-0.886788,-0.068214,16.1791,1.244546,36,2.83593,21,2.84762,0.5833,15,2.81956,0.4167,0,0,0,Cubo,C2v,0.0000,0.0002,Oh
cubo_Ag_10_Au_03_config_313,-12643.6211,-12643.7687,1,0.13129,3,10,-0.876623,-0.067433,-0.908888,-0.069914,16.157,1.242846,36,2.83293,21,2.83395,0.5833,15,2.83151,0.4167,0,0,0,Cubo,D3,0.2367,0.0487,Oh
cubo_Ag_11_Au_02_config_301,-12736.1038,-12736.23694,1,0.11325,2,11,-0.122315,-0.009409,-0.137368,-0.010567,16.877594,1.298276,36,2.84007,20,2.84047,0.5556,15,2.8303,0.4167,1,2.9787,0.0278,Cubo,C2v,0.0849,0.0291,Oh
cubo_Ag_11_Au_02_config_302,-12736.6024,-12736.7426,1,0.188,2,11,-0.620915,-0.047763,-0.643028,-0.049464,16.371934,1.25938,36,2.83555,27,2.8339,0.75,8,2.83293,0.2222,1,2.90101,0.0278,Cubo,Cs,0.0399,0.0200,Oh
cubo_Ag_11_Au_02_config_303,-12736.5859,-12736.7144,1,0.09895,2,11,-0.604415,-0.046493,-0.614828,-0.047294,16.400134,1.261549,36,2.83172,26,2.83661,0.7222,10,2.819,0.2778,0,0,0,Cubo,C2v,0.0118,0.0109,Oh
cubo_Ag_11_Au_02_config_304,-12736.6906,-12736.82361,1,0.18751,2,11,-0.709115,-0.054547,-0.724038,-0.055695,16.290924,1.253148,36,2.83548,26,2.83499,0.7222,10,2.83678,0.2778,0,0,0,Cubo,C2,0.0000,0.0002,Oh
cubo_Ag_11_Au_02_config_305,-12736.7066,-12736.81084,1,0.18203,2,11,-0.725115,-0.055778,-0.711268,-0.054713,16.303694,1.25413,36,2.83717,26,2.8344,0.7222,10,2.84436,0.2778,0,0,0,Cubo,D2h,0.0000,0.0001,Oh
cubo_Ag_12_Au_01_config_301,-12829.02809,-12829.16369,0.99,0.38434,1,12,0.190402,0.014646,0.175641,0.013511,17.139678,1.318437,36,2.83874,24,2.83915,0.6667,12,2.83792,0.3333,0,0,0,Cubo,Oh,0.0000,0.0000,Oh
cubo_Ag_12_Au_01_config_302,-12829.5701,-12829.71237,1,0.16852,1,12,-0.351608,-0.027047,-0.373039,-0.028695,16.590998,1.276231,36,2.83533,31,2.83486,0.8611,5,2.83825,0.1389,0,0,0,Cubo,Cs,,,Oh
cubo_Ag_13_Au_00_distorted,-12922.4555,-12922.57909,0.99,0.56546,0,13,0,0,0,0,16.913112,1.301009,36,2.83631,36,2.83631,1,0,0,0,0,0,0,Cubo,Oh,0.0000,0.0001,Oh
cubo_Ag_13_Au_00_config_301,-12922.4555,-12922.57909,0.99,0.56546,0,13,0,0,0,0,16.913112,1.301009,36,2.83631,36,2.83631,1,0,0,0,0,0,0,Cubo,Oh,0.4374,0.0661,Oh
