NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,Schoenflies symbol,CSM,RMS,Schoenflies symbol T
Ag_05_Au_08_BBP_config_360.xyz,-12177.1386,-12178.8035,0.998,0.20626,8,5,-1.2666,-0.0974,-1.4051,-0.1081,-15.102,-1.1617,34,2.817,4,2.8322,0.1176,21,2.8198,0.6176,9,2.8034,0.2647,BBP,NO,,,Cs
Ag_05_Au_08_BBP_config_361.xyz,-12176.7972,-12178.3629,0.997,0.19649,8,5,-0.9252,-0.0712,-0.9645,-0.0742,-14.662,-1.1278,35,2.8269,6,2.8467,0.1714,17,2.8383,0.4857,12,2.8008,0.3429,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_362.xyz,-12177.0718,-12178.6485,0.996,0.18517,8,5,-1.1998,-0.0923,-1.2501,-0.0962,-14.947,-1.1498,35,2.8286,4,2.908,0.1143,21,2.8066,0.6,10,2.8432,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_363.xyz,-12177.0251,-12178.6283,0.995,0.1825,8,5,-1.1531,-0.0887,-1.2299,-0.0946,-14.927,-1.1483,35,2.825,4,2.8756,0.1143,21,2.8216,0.6,10,2.8121,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_364.xyz,-12177.0454,-12178.6512,0.995,0.18115,8,5,-1.1734,-0.0903,-1.2528,-0.0964,-14.95,-1.15,35,2.8301,4,2.9166,0.1143,21,2.8167,0.6,10,2.8237,0.2857,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_365.xyz,-12176.8498,-12178.3558,0.995,0.1778,8,5,-0.9778,-0.0752,-0.9574,-0.0736,-14.655,-1.1273,36,2.8359,3,2.8208,0.0833,22,2.8482,0.6111,11,2.8156,0.3056,BBP,NO,,,Cs
Ag_05_Au_08_BBP_config_366.xyz,-12177.1172,-12178.7134,0.998,0.21319,8,5,-1.2452,-0.0958,-1.315,-0.1012,-15.012,-1.1548,35,2.8259,6,2.8568,0.1714,18,2.8096,0.5143,11,2.8359,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_367.xyz,-12177.0112,-12178.5768,0.996,0.18686,8,5,-1.1392,-0.0876,-1.1784,-0.0906,-14.876,-1.1443,35,2.8282,6,2.8738,0.1714,17,2.8065,0.4857,12,2.8362,0.3429,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_368.xyz,-12177.2158,-12178.7664,0.998,0.2007,8,5,-1.3438,-0.1034,-1.368,-0.1052,-15.065,-1.1589,35,2.8235,5,2.8497,0.1429,20,2.8187,0.5714,10,2.82,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_369.xyz,-12176.9482,-12178.5343,0.997,0.19485,8,5,-1.0762,-0.0828,-1.1359,-0.0874,-14.833,-1.141,35,2.8295,6,2.8675,0.1714,17,2.8069,0.4857,12,2.8425,0.3429,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_370.xyz,-12177.1549,-12178.7126,0.996,0.18508,8,5,-1.2829,-0.0987,-1.3142,-0.1011,-15.012,-1.1547,35,2.8243,4,2.8692,0.1143,21,2.8183,0.6,10,2.819,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_371.xyz,-12177.1226,-12178.5662,0.996,0.18892,8,5,-1.2506,-0.0962,-1.1678,-0.0898,-14.865,-1.1435,36,2.8378,5,2.9333,0.1389,21,2.8165,0.5833,10,2.8348,0.2778,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_372.xyz,-12177.094,-12178.6286,0.997,0.19758,8,5,-1.222,-0.094,-1.2302,-0.0946,-14.928,-1.1483,35,2.8334,6,2.9895,0.1714,19,2.7893,0.5429,10,2.8235,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_373.xyz,-12176.9678,-12178.5633,0.998,0.20591,8,5,-1.0958,-0.0843,-1.1649,-0.0896,-14.862,-1.1433,35,2.8257,4,2.927,0.1143,20,2.8024,0.5714,11,2.8314,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_374.xyz,-12177.2017,-12178.5973,0.996,0.18654,8,5,-1.3297,-0.1023,-1.1989,-0.0922,-14.896,-1.1459,36,2.8375,5,2.9175,0.1389,21,2.8292,0.5833,10,2.8148,0.2778,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_375.xyz,-12177.0613,-12178.6527,0.998,0.20789,8,5,-1.1893,-0.0915,-1.2543,-0.0965,-14.952,-1.1501,35,2.8242,3,2.9058,0.0857,22,2.8171,0.6286,10,2.8155,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_376.xyz,-12176.5115,-12177.9723,0.995,0.17671,8,5,-0.6395,-0.0492,-0.5739,-0.0441,-14.271,-1.0978,36,2.8316,6,2.8873,0.1667,18,2.8394,0.5,12,2.792,0.3333,BBP,C2v,0,0.0004,C2v
Ag_05_Au_08_BBP_config_377.xyz,-12176.7126,-12178.5228,0.994,0.17187,8,5,-0.8406,-0.0647,-1.1244,-0.0865,-14.822,-1.1401,34,2.8144,5,2.8574,0.1471,18,2.8005,0.5294,11,2.8177,0.3235,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_378.xyz,-12176.8311,-12178.7903,0.999,0.22377,8,5,-0.9591,-0.0738,-1.392,-0.1071,-15.089,-1.1607,36,2.8429,5,2.9429,0.1389,21,2.8244,0.5833,10,2.8319,0.2778,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_379.xyz,-12176.8569,-12178.452,0.995,0.17936,8,5,-0.9849,-0.0758,-1.0536,-0.081,-14.751,-1.1347,34,2.8226,6,2.8799,0.1765,17,2.8018,0.5,11,2.8233,0.3235,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_380.xyz,-12176.9638,-12178.5401,0.995,0.1799,8,5,-1.0918,-0.084,-1.1417,-0.0878,-14.839,-1.1415,35,2.8301,5,2.8715,0.1429,20,2.8313,0.5714,10,2.807,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_381.xyz,-12176.5572,-12178.1501,0.994,0.17227,8,5,-0.6852,-0.0527,-0.7517,-0.0578,-14.449,-1.1115,35,2.8241,6,2.825,0.1714,15,2.8224,0.4286,14,2.8256,0.4,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_382.xyz,-12176.6697,-12178.2841,0.997,0.1909,8,5,-0.7977,-0.0614,-0.8857,-0.0681,-14.583,-1.1218,35,2.8257,5,2.8393,0.1429,17,2.8216,0.4857,13,2.8259,0.3714,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_383.xyz,-12176.9932,-12178.5712,0.997,0.1961,8,5,-1.1212,-0.0862,-1.1728,-0.0902,-14.87,-1.1439,35,2.8287,6,2.8765,0.1714,18,2.8103,0.5143,11,2.8328,0.3143,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_384.xyz,-12176.7602,-12178.2012,0.995,0.18211,8,5,-0.8882,-0.0683,-0.8028,-0.0618,-14.5,-1.1154,36,2.8383,8,2.9171,0.2222,16,2.8072,0.4444,12,2.8271,0.3333,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_385.xyz,-12176.9438,-12179.0666,0.997,0.19658,8,5,-1.0718,-0.0824,-1.6682,-0.1283,-15.366,-1.182,35,2.8315,5,2.9151,0.1429,19,2.7957,0.5429,11,2.8554,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_386.xyz,-12176.5357,-12178.1606,0.995,0.18027,8,5,-0.6637,-0.0511,-0.7623,-0.0586,-14.46,-1.1123,34,2.8173,8,2.8467,0.2353,12,2.8006,0.3529,14,2.8149,0.4118,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_387.xyz,-12176.9018,-12178.5393,0.996,0.18448,8,5,-1.0298,-0.0792,-1.1409,-0.0878,-14.838,-1.1414,35,2.8267,5,2.8897,0.1429,19,2.8032,0.5429,11,2.8387,0.3143,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_388.xyz,-12177.1069,-12178.5137,0.997,0.19039,8,5,-1.2349,-0.095,-1.1153,-0.0858,-14.813,-1.1394,36,2.8361,6,2.9347,0.1667,20,2.8121,0.5556,10,2.8248,0.2778,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_389.xyz,-12176.8192,-12178.2872,0.995,0.17841,8,5,-0.9472,-0.0729,-0.8888,-0.0684,-14.586,-1.122,36,2.8363,6,2.8716,0.1667,18,2.8346,0.5,12,2.8212,0.3333,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_390.xyz,-12176.9692,-12178.5698,0.996,0.18464,8,5,-1.0972,-0.0844,-1.1714,-0.0901,-14.869,-1.1438,35,2.8307,5,2.9308,0.1429,19,2.8022,0.5429,11,2.8346,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_391.xyz,-12176.6465,-12178.1507,0.993,0.17165,8,5,-0.7745,-0.0596,-0.7523,-0.0579,-14.45,-1.1115,36,2.8339,5,2.8407,0.1389,18,2.8393,0.5,13,2.8237,0.3611,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_392.xyz,-12176.9449,-12178.4135,0.996,0.18584,8,5,-1.0729,-0.0825,-1.0152,-0.0781,-14.713,-1.1317,34,2.8198,5,2.8181,0.1471,18,2.8176,0.5294,11,2.8241,0.3235,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_393.xyz,-12177.094,-12178.983,0.997,0.19726,8,5,-1.222,-0.094,-1.5846,-0.1219,-15.282,-1.1755,35,2.83,6,2.9216,0.1714,20,2.7952,0.5714,9,2.8464,0.2571,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_394.xyz,-12177.1161,-12178.7228,0.996,0.18586,8,5,-1.2441,-0.0957,-1.3244,-0.1019,-15.022,-1.1555,34,2.8159,3,2.828,0.0882,21,2.8021,0.6176,10,2.8413,0.2941,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_395.xyz,-12176.779,-12178.4169,0.995,0.17935,8,5,-0.907,-0.0698,-1.0185,-0.0783,-14.716,-1.132,35,2.8269,6,2.8613,0.1714,17,2.8164,0.4857,12,2.8247,0.3429,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_396.xyz,-12176.9017,-12178.5328,0.992,0.16422,8,5,-1.0297,-0.0792,-1.1344,-0.0873,-14.832,-1.1409,35,2.8266,5,2.8891,0.1429,19,2.809,0.5429,11,2.8285,0.3143,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_397.xyz,-12177.2755,-12178.6696,0.996,0.18933,8,5,-1.4035,-0.108,-1.2712,-0.0978,-14.969,-1.1514,36,2.8386,5,2.9362,0.1389,22,2.8284,0.6111,9,2.8092,0.25,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_398.xyz,-12176.9831,-12178.5905,0.996,0.18769,8,5,-1.1111,-0.0855,-1.1921,-0.0917,-14.89,-1.1453,35,2.8258,5,2.8669,0.1429,19,2.8195,0.5429,11,2.818,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_399.xyz,-12177.078,-12178.6896,0.997,0.19675,8,5,-1.206,-0.0928,-1.2912,-0.0993,-14.989,-1.153,35,2.8245,4,2.8485,0.1143,21,2.8247,0.6,10,2.8145,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_400.xyz,-12176.7696,-12178.2949,0.992,0.16533,8,5,-0.8976,-0.069,-0.8965,-0.069,-14.594,-1.1226,36,2.8317,4,2.7977,0.1111,20,2.8437,0.5556,12,2.8231,0.3333,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_401.xyz,-12177.0807,-12178.6923,0.997,0.19325,8,5,-1.2087,-0.093,-1.2939,-0.0995,-14.991,-1.1532,35,2.8277,5,2.8689,0.1429,20,2.8153,0.5714,10,2.8317,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_402.xyz,-12177.0165,-12178.8355,0.994,0.17366,8,5,-1.1445,-0.088,-1.4371,-0.1105,-15.135,-1.1642,34,2.819,5,2.9196,0.1471,20,2.7888,0.5882,9,2.8301,0.2647,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_403.xyz,-12176.9897,-12178.6628,0.995,0.18089,8,5,-1.1177,-0.086,-1.2644,-0.0973,-14.962,-1.1509,34,2.817,4,2.8652,0.1176,20,2.7907,0.5882,10,2.8502,0.2941,BBP,C2,0,0.0006,C2
Ag_05_Au_08_BBP_config_404.xyz,-12176.8111,-12178.4157,0.995,0.18031,8,5,-0.9391,-0.0722,-1.0173,-0.0783,-14.715,-1.1319,34,2.8192,5,2.8278,0.1471,17,2.8049,0.5,12,2.8358,0.3529,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_405.xyz,-12176.9177,-12178.5155,0.996,0.18366,8,5,-1.0457,-0.0804,-1.1171,-0.0859,-14.814,-1.1396,35,2.8265,4,2.8332,0.1143,19,2.8015,0.5429,12,2.8637,0.3429,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_406.xyz,-12177.0044,-12178.81,0.998,0.2007,8,5,-1.1324,-0.0871,-1.4116,-0.1086,-15.109,-1.1622,34,2.8188,3,2.9328,0.0882,23,2.8021,0.6765,8,2.8239,0.2353,BBP,C2,0,0.0002,C2
Ag_05_Au_08_BBP_config_407.xyz,-12176.9549,-12178.6088,0.995,0.18068,8,5,-1.0829,-0.0833,-1.2104,-0.0931,-14.908,-1.1468,35,2.8302,4,2.926,0.1143,21,2.8154,0.6,10,2.8228,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_408.xyz,-12176.8341,-12178.5323,0.991,0.16298,8,5,-0.9621,-0.074,-1.1339,-0.0872,-14.831,-1.1409,35,2.8265,5,2.8739,0.1429,20,2.8325,0.5714,10,2.7911,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_409.xyz,-12176.709,-12178.3195,0.99,0.15745,8,5,-0.837,-0.0644,-0.9211,-0.0709,-14.619,-1.1245,35,2.8245,4,2.8406,0.1143,18,2.8106,0.5143,13,2.8388,0.3714,BBP,C2,0,0.0003,C2
Ag_05_Au_08_BBP_config_410.xyz,-12177.0947,-12178.678,0.998,0.20118,8,5,-1.2227,-0.0941,-1.2796,-0.0984,-14.977,-1.1521,35,2.8279,5,2.8932,0.1429,20,2.8022,0.5714,10,2.8465,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_411.xyz,-12177.1517,-12178.7871,0.998,0.20689,8,5,-1.2797,-0.0984,-1.3887,-0.1068,-15.086,-1.1605,34,2.8172,5,2.8738,0.1471,20,2.8035,0.5882,9,2.816,0.2647,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_412.xyz,-12176.9155,-12178.3464,0.996,0.18358,8,5,-1.0435,-0.0803,-0.948,-0.0729,-14.645,-1.1266,36,2.8373,7,2.8805,0.1944,17,2.8286,0.4722,12,2.8246,0.3333,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_413.xyz,-12177.0572,-12178.4998,0.995,0.18155,8,5,-1.1852,-0.0912,-1.1014,-0.0847,-14.799,-1.1384,36,2.8387,6,2.9091,0.1667,19,2.8151,0.5278,11,2.8411,0.3056,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_414.xyz,-12177.1796,-12178.8082,0.997,0.19997,8,5,-1.3076,-0.1006,-1.4098,-0.1084,-15.107,-1.1621,35,2.8268,5,2.8741,0.1429,20,2.8113,0.5714,10,2.8341,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_415.xyz,-12176.7681,-12178.3417,0.996,0.1837,8,5,-0.8961,-0.0689,-0.9433,-0.0726,-14.641,-1.1262,34,2.817,7,2.8337,0.2059,15,2.8234,0.4412,12,2.7992,0.3529,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_416.xyz,-12177.1278,-12178.6808,0.993,0.17111,8,5,-1.2558,-0.0966,-1.2824,-0.0986,-14.98,-1.1523,35,2.8258,4,2.9262,0.1143,21,2.8025,0.6,10,2.8345,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_417.xyz,-12176.9837,-12178.4232,0.997,0.19683,8,5,-1.1117,-0.0855,-1.0248,-0.0788,-14.722,-1.1325,36,2.8376,6,2.8965,0.1667,19,2.8231,0.5278,11,2.8307,0.3056,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_418.xyz,-12177.1373,-12178.5911,0.996,0.18584,8,5,-1.2653,-0.0973,-1.1927,-0.0917,-14.89,-1.1454,36,2.8384,5,2.9478,0.1389,21,2.8055,0.5833,10,2.8527,0.2778,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_419.xyz,-12176.8637,-12178.4406,0.997,0.19745,8,5,-0.9917,-0.0763,-1.0422,-0.0802,-14.74,-1.1338,35,2.8253,5,2.8729,0.1429,18,2.8128,0.5143,12,2.8242,0.3429,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_420.xyz,-12177.2613,-12178.8019,0.997,0.19392,8,5,-1.3893,-0.1069,-1.4035,-0.108,-15.101,-1.1616,35,2.8273,4,2.896,0.1143,22,2.818,0.6286,9,2.8195,0.2571,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_421.xyz,-12177.0218,-12178.5658,0.995,0.18262,8,5,-1.1498,-0.0884,-1.1674,-0.0898,-14.865,-1.1434,35,2.8265,6,2.918,0.1714,19,2.8099,0.5429,10,2.8033,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_422.xyz,-12177.1491,-12178.7274,0.995,0.18187,8,5,-1.2771,-0.0982,-1.329,-0.1022,-15.026,-1.1559,34,2.8201,5,2.9451,0.1471,20,2.7948,0.5882,9,2.8069,0.2647,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_423.xyz,-12177.1435,-12178.7341,0.997,0.19334,8,5,-1.2715,-0.0978,-1.3357,-0.1027,-15.033,-1.1564,35,2.8245,4,2.8893,0.1143,21,2.805,0.6,10,2.8394,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_424.xyz,-12177.0558,-12178.6516,0.996,0.18891,8,5,-1.1838,-0.0911,-1.2532,-0.0964,-14.951,-1.15,34,2.8161,5,2.8537,0.1471,19,2.8141,0.5588,10,2.8011,0.2941,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_425.xyz,-12176.9615,-12178.6042,0.994,0.17235,8,5,-1.0895,-0.0838,-1.2058,-0.0928,-14.903,-1.1464,35,2.829,4,2.9362,0.1143,20,2.801,0.5714,11,2.841,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_426.xyz,-12177.097,-12178.6637,0.997,0.19081,8,5,-1.225,-0.0942,-1.2653,-0.0973,-14.963,-1.151,35,2.8239,5,2.8607,0.1429,19,2.8112,0.5429,11,2.8292,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_427.xyz,-12177.2214,-12178.7427,0.994,0.17325,8,5,-1.3494,-0.1038,-1.3443,-0.1034,-15.042,-1.1571,35,2.8278,4,2.9046,0.1143,21,2.8125,0.6,10,2.829,0.2857,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_428.xyz,-12176.9788,-12178.6245,0.995,0.18164,8,5,-1.1068,-0.0851,-1.2261,-0.0943,-14.923,-1.148,35,2.826,4,2.8839,0.1143,20,2.814,0.5714,11,2.8266,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_429.xyz,-12177.0497,-12178.615,0.997,0.19676,8,5,-1.1777,-0.0906,-1.2166,-0.0936,-14.914,-1.1472,35,2.8246,4,2.8726,0.1143,20,2.8156,0.5714,11,2.8234,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_430.xyz,-12177.2414,-12178.574,0.997,0.2,8,5,-1.3694,-0.1053,-1.1756,-0.0904,-14.873,-1.1441,36,2.8365,8,2.9177,0.2222,18,2.813,0.5,10,2.814,0.2778,BBP,C2v,0,0.0002,C2v
Ag_05_Au_08_BBP_config_431.xyz,-12177.12,-12178.6714,0.996,0.18833,8,5,-1.248,-0.096,-1.273,-0.0979,-14.97,-1.1516,35,2.8256,5,2.8468,0.1429,19,2.8108,0.5429,11,2.8416,0.3143,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_432.xyz,-12177.2368,-12178.6159,0.996,0.18726,8,5,-1.3648,-0.105,-1.2175,-0.0937,-14.915,-1.1473,36,2.835,6,2.9473,0.1667,20,2.8012,0.5556,10,2.8353,0.2778,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_433.xyz,-12177.1496,-12178.5509,0.996,0.18427,8,5,-1.2776,-0.0983,-1.1525,-0.0887,-14.85,-1.1423,36,2.8361,5,2.9088,0.1389,20,2.8191,0.5556,11,2.834,0.3056,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_434.xyz,-12177.0858,-12178.4726,0.996,0.18889,8,5,-1.2138,-0.0934,-1.0742,-0.0826,-14.772,-1.1363,36,2.8346,5,2.9034,0.1389,20,2.8222,0.5556,11,2.8257,0.3056,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_435.xyz,-12177.1672,-12178.6963,0.998,0.2061,8,5,-1.2952,-0.0996,-1.2979,-0.0998,-14.995,-1.1535,35,2.8302,5,2.9946,0.1429,20,2.7916,0.5714,10,2.8252,0.2857,BBP,C2,0,0.0001,C2v
Ag_05_Au_08_BBP_config_436.xyz,-12176.5626,-12178.6131,0.997,0.19679,8,5,-0.6906,-0.0531,-1.2147,-0.0934,-14.912,-1.1471,34,2.8209,4,2.7639,0.1176,18,2.8278,0.5294,12,2.8296,0.3529,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_437.xyz,-12176.5549,-12178.9108,0.998,0.20577,8,5,-0.6829,-0.0525,-1.5124,-0.1163,-15.21,-1.17,36,2.8394,6,2.8528,0.1667,18,2.8256,0.5,12,2.8534,0.3333,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_438.xyz,-12176.7591,-12179.0814,0.995,0.17773,8,5,-0.8871,-0.0682,-1.683,-0.1295,-15.38,-1.1831,36,2.837,5,2.8559,0.1389,21,2.8486,0.5833,10,2.8032,0.2778,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_439.xyz,-12176.3321,-12177.8676,0.995,0.17997,8,5,-0.4601,-0.0354,-0.4692,-0.0361,-14.167,-1.0897,32,2.8011,5,2.8301,0.1563,14,2.7809,0.4375,13,2.8116,0.4063,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_440.xyz,-12176.6146,-12178.1203,0.994,0.17646,8,5,-0.7426,-0.0571,-0.7219,-0.0555,-14.419,-1.1092,32,2.7995,3,2.8246,0.0938,18,2.7861,0.5625,11,2.8146,0.3438,BBP,Cs,0,0,C2v
Ag_05_Au_08_BBP_config_441.xyz,-12176.7084,-12178.7528,0.997,0.19254,8,5,-0.8364,-0.0643,-1.3544,-0.1042,-15.052,-1.1578,35,2.8318,4,2.886,0.1143,20,2.7968,0.5714,11,2.8756,0.3143,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_442.xyz,-12176.8833,-12178.8925,0.996,0.18739,8,5,-1.0113,-0.0778,-1.4941,-0.1149,-15.192,-1.1686,35,2.8337,4,2.8796,0.1143,22,2.8246,0.6286,9,2.8358,0.2571,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_443.xyz,-12176.5871,-12178.277,0.996,0.18496,8,5,-0.7151,-0.055,-0.8786,-0.0676,-14.576,-1.1212,34,2.8155,3,2.7609,0.0882,18,2.793,0.5294,13,2.8592,0.3824,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_444.xyz,-12176.6705,-12178.6662,-0.995,0.17757,8,5,-0.7985,-0.0614,-1.2678,-0.0975,-14.965,-1.1512,34,2.8198,4,2.7999,0.1176,20,2.839,0.5882,10,2.7894,0.2941,BBP,NO,,,C2
Ag_05_Au_08_BBP_config_445.xyz,-12176.7525,-12178.6771,0.992,0.1664,8,5,-0.8805,-0.0677,-1.2787,-0.0984,-14.976,-1.152,34,2.8162,4,2.8087,0.1176,19,2.8101,0.5588,11,2.8294,0.3235,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_446.xyz,-12176.5204,-12178.4119,0.995,0.18198,8,5,-0.6484,-0.0499,-1.0135,-0.078,-14.711,-1.1316,34,2.8219,3,2.8447,0.0882,19,2.8012,0.5588,12,2.849,0.3529,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_447.xyz,-12176.7399,-12178.7009,0.995,0.18023,8,5,-0.8679,-0.0668,-1.3026,-0.1002,-15,-1.1538,34,2.818,5,2.8143,0.1471,18,2.8163,0.5294,11,2.8225,0.3235,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_448.xyz,-12176.7302,-12178.4313,0.996,0.18703,8,5,-0.8582,-0.066,-1.0329,-0.0795,-14.73,-1.1331,33,2.8095,5,2.8202,0.1515,16,2.7781,0.4848,12,2.8471,0.3636,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_449.xyz,-12176.8125,-12178.6987,0.994,0.17314,8,5,-0.9405,-0.0723,-1.3003,-0.1,-14.998,-1.1537,34,2.8292,5,2.8825,0.1471,19,2.8046,0.5588,10,2.8494,0.2941,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_450.xyz,-12176.4626,-12178.177,0.996,0.18625,8,5,-0.5906,-0.0454,-0.7786,-0.0599,-14.476,-1.1135,33,2.8143,5,2.8062,0.1515,15,2.8062,0.4545,13,2.8267,0.3939,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_451.xyz,-12176.7103,-12178.385,0.995,0.17823,8,5,-0.8383,-0.0645,-0.9866,-0.0759,-14.684,-1.1295,34,2.8219,3,2.8139,0.0882,19,2.7964,0.5588,12,2.8645,0.3529,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_452_LE.xyz,-12176.8598,-12179.0886,0.994,0.17609,8,5,-0.9878,-0.076,-1.6902,-0.13,-15.388,-1.1837,36,2.8336,5,2.8651,0.1389,20,2.8134,0.5556,11,2.856,0.3056,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_453.xyz,-12176.8931,-12178.8136,0.99,0.15837,8,5,-1.0211,-0.0785,-1.4152,-0.1089,-15.113,-1.1625,34,2.8146,4,2.7746,0.1176,19,2.8034,0.5588,11,2.8485,0.3235,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_454.xyz,-12176.6795,-12178.3833,0.994,0.17609,8,5,-0.8075,-0.0621,-0.9849,-0.0758,-14.682,-1.1294,34,2.8201,3,2.8351,0.0882,20,2.8079,0.5882,11,2.8381,0.3235,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_455.xyz,-12176.73,-12178.4459,0.995,0.18154,8,5,-0.858,-0.066,-1.0475,-0.0806,-14.745,-1.1342,34,2.8199,3,2.8364,0.0882,20,2.8068,0.5882,11,2.8391,0.3235,BBP,NO,,,NO
Ag_05_Au_08_BBP_config_456.xyz,-12176.9492,-12178.6153,0.995,0.17908,8,5,-1.0772,-0.0829,-1.2169,-0.0936,-14.914,-1.1473,34,2.8209,4,2.818,0.1176,19,2.8071,0.5588,11,2.8457,0.3235,BBP,NO,,,C2v
Ag_05_Au_08_BBP_config_457.xyz,-12176.5998,-12178.3321,0.995,0.18206,8,5,-0.7278,-0.056,-0.9337,-0.0718,-14.631,-1.1255,34,2.8206,4,2.8202,0.1176,18,2.8093,0.5294,12,2.8378,0.3529,BBP,NO,,,NO
