NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,Schoenflies symbol,CSM,RMS,Schoenflies symbol T
deca_Ag_00_Au_13_config_301,-11709.4871,-11709.73264,0.99941,0.24287,13,0,0,0,0,0,18.303667,1.407974,37,2.8566728,0,0,0,0,0,0,37,2.8566728,1,Deca,D5h,0.0008,0.0029,D5h
deca_Ag_01_Au_12_config_301,-11803.0372,-11805.33818,1.00062,0.41522,12,1,-0.285703,-0.021977,-2.326469,-0.178959,15.887042,1.22208,33,2.8181951,0,0,0,5,2.7657592,0.1515,28,2.8275585,0.8485,Deca,NO,,,NO
deca_Ag_01_Au_12_config_302,-11803.1677,-11803.54793,0.99891,0.22359,12,1,-0.416223,-0.032017,-0.536219,-0.041248,17.677292,1.359792,37,2.8466344,0,0,0,12,2.8439543,0.3243,25,2.8479202,0.6757,Deca,D5h,0.0012,0.0034,D5h
deca_Ag_01_Au_12_config_303,-11802.9855,-11805.04237,0.99383,0.17332,12,1,-0.234023,-0.018002,-2.030659,-0.156205,16.182852,1.244835,34,2.8195324,0,0,0,7,2.8755839,0.2059,27,2.8050001,0.7941,Deca,NO,,,NO
deca_Ag_02_Au_11_config_301,-11896.8004,-11898.37799,0.98896,0.1558,11,2,-0.784546,-0.06035,-2.087208,-0.160555,16.036147,1.23355,31,2.8060765,0,0,0,12,2.8235531,0.3871,19,2.7950385,0.6129,Deca,NO,,,NO
deca_Ag_02_Au_11_config_302,-11896.7966,-11897.12949,0.99462,0.1774,11,2,-0.780746,-0.060057,-0.838708,-0.064516,17.284647,1.329588,37,2.855763,0,0,0,12,2.8112679,0.3243,25,2.8771207,0.6757,Deca,D5h,1.0361,0.1018,D5h
deca_Ag_02_Au_11_config_303,-11896.4924,-11898.53117,0.99697,0.19479,11,2,-0.476546,-0.036657,-2.240388,-0.172338,15.882967,1.221767,34,2.8179131,1,2.9856515,0.0294,11,2.8246975,0.3235,22,2.806896,0.6471,Deca,Cs,0.048,0.0219,C2v
deca_Ag_02_Au_11_config_304,-11896.5528,-11898.78395,0.9963,0.18866,11,2,-0.536946,-0.041304,-2.493168,-0.191782,15.630187,1.202322,36,2.8462524,1,3.0637958,0.0278,12,2.8322728,0.3333,23,2.8440888,0.6389,Deca,NO,,,NO
deca_Ag_02_Au_11_config_305,-11896.7183,-11898.76047,0.99262,0.16797,11,2,-0.702446,-0.054034,-2.469688,-0.189976,15.653667,1.204128,36,2.8478346,1,3.18504,0.0278,15,2.8674884,0.4167,20,2.8162336,0.5556,Deca,NO,,,NO
deca_Ag_02_Au_11_config_306,-11896.2918,-11898.48557,0.99479,0.17842,11,2,-0.275946,-0.021227,-2.194788,-0.16883,15.928567,1.225274,34,2.8193455,0,0,0,9,2.7782698,0.2647,25,2.8341334,0.7353,Deca,NO,,,NO
deca_Ag_02_Au_11_config_307,-11896.5187,-11898.64907,0.99688,0.19406,11,2,-0.502846,-0.03868,-2.358288,-0.181407,15.765067,1.212697,34,2.8181133,1,3.01316,0.0294,12,2.84233,0.3529,21,2.7949858,0.6176,Deca,C2v,0.1061,0.0326,C2v
deca_Ag_02_Au_11_config_308,-11896.346,-11896.64899,2.9847,0.14869,11,2,-0.330146,-0.025396,-0.358208,-0.027555,17.765147,1.36655,37,2.8548617,1,2.9121351,0.027,8,2.8021119,0.2162,28,2.8678877,0.7568,Deca,C2v,0.0021,0.0046,D5h
deca_Ag_02_Au_11_config_309,-11896.5728,-11898.50739,0.99291,0.16916,11,2,-0.556946,-0.042842,-2.216608,-0.170508,15.906747,1.223596,31,2.7944274,1,2.9221046,0.0323,10,2.7819271,0.3226,20,2.7942939,0.6452,Deca,C2v,0.2557,0.0506,C2v
deca_Ag_02_Au_11_config_310,-11896.5794,-11898.60989,0.99412,0.17477,11,2,-0.563546,-0.04335,-2.319108,-0.178393,15.804247,1.215711,34,2.8160572,0,0,0,12,2.8243015,0.3529,22,2.8115599,0.6471,Deca,NO,,,NO
deca_Ag_03_Au_10_config_301,-11990.5396,-11990.93382,0.99486,0.17864,10,3,-1.259369,-0.096875,-1.363968,-0.104921,16.669232,1.282249,37,2.8492489,2,2.8903501,0.0541,20,2.8194761,0.5405,15,2.883466,0.4054,Deca,D5h,0.5136,0.0717,D5h
deca_Ag_03_Au_10_config_302,-11990.2311,-11991.88433,0.99038,0.15995,10,3,-0.950869,-0.073144,-2.314478,-0.178037,15.718722,1.209132,33,2.8256457,1,2.8190813,0.0303,16,2.8140852,0.4848,16,2.8376169,0.4848,Deca,NO,,,NO
deca_Ag_03_Au_10_config_303,-11990.3386,-11992.29832,0.99694,0.19457,10,3,-1.058369,-0.081413,-2.728468,-0.209882,15.304732,1.177287,36,2.8418832,2,2.9584668,0.0556,17,2.8537009,0.4722,17,2.8163486,0.4722,Deca,NO,,,Cs
deca_Ag_03_Au_10_config_304,-11990.2523,-11992.1822,0.99555,0.18322,10,3,-0.972069,-0.074775,-2.612348,-0.20095,15.420852,1.186219,34,2.8118904,2,2.9059424,0.0588,15,2.8058639,0.4412,17,2.8061428,0.5,Deca,NO,,,NO
deca_Ag_03_Au_10_config_305,-11989.7244,-11991.87631,1.00035,0.06911,10,3,-0.444139,-0.034165,-2.306458,-0.17742,15.726742,1.209749,33,2.807508,3,2.7928085,0.0909,11,2.8202786,0.3333,19,2.8024354,0.5758,Deca,NO,,,NO
deca_Ag_03_Au_10_config_306,-11989.8746,-11992.25342,0.99851,0.21631,10,3,-0.594369,-0.045721,-2.683568,-0.206428,15.349632,1.180741,33,2.8142576,2,2.9172435,0.0606,15,2.8037329,0.4545,16,2.8112516,0.4848,Deca,Cs,0.0073,0.0086,Cs
deca_Ag_03_Au_10_config_307,-11989.6599,-11990.16307,0.99787,0.16795,10,3,-0.379669,-0.029205,-0.593218,-0.045632,17.439982,1.341537,37,2.8580277,2,2.9420395,0.0541,12,2.7947233,0.3243,23,2.8837512,0.6216,Deca,NO,,,D5h
deca_Ag_03_Au_10_config_308,-11990.0303,-11992.05606,0.99651,0.1905,10,3,-0.750069,-0.057698,-2.486208,-0.191247,15.546992,1.195922,31,2.7934077,2,2.85518,0.0645,14,2.7816067,0.4516,15,2.7961853,0.4839,Deca,NO,,,Cs
deca_Ag_03_Au_10_config_309,-11990.028,-11992.08425,0.99273,0.1684,10,3,-0.747769,-0.057521,-2.514398,-0.193415,15.518802,1.193754,34,2.8139665,2,2.8662088,0.0588,15,2.8273978,0.4412,17,2.7959688,0.5,Deca,NO,,,NO
deca_Ag_03_Au_10_config_310,-11989.8944,-11992.15738,0.99378,0.17305,10,3,-0.614169,-0.047244,-2.587528,-0.199041,15.445672,1.188129,34,2.8202515,2,2.9106317,0.0588,16,2.8407829,0.4706,16,2.7884221,0.4706,Deca,NO,,,NO
deca_Ag_03_Au_10_config_311,-11990.0424,-11992.12386,0.99321,0.17044,10,3,-0.762169,-0.058628,-2.554008,-0.196462,15.479192,1.190707,35,2.8338044,1,3.1234088,0.0286,17,2.8247738,0.4857,17,2.8257995,0.4857,Deca,NO,,,NO
deca_Ag_03_Au_10_config_312,-11990.0199,-11991.78044,0.9933,0.17087,10,3,-0.739669,-0.056898,-2.210588,-0.170045,15.822612,1.217124,35,2.830575,2,2.8349802,0.0571,12,2.82007,0.3429,21,2.8361583,0.6,Deca,Cs,0.0777,0.0279,Cs
deca_Ag_03_Au_10_config_313,-11990.2338,-11992.32682,0.99983,0.03532,10,3,-0.953529,-0.073348,-2.756968,-0.212074,15.276232,1.175095,36,2.838995,2,2.9563193,0.0556,17,2.8273606,0.4722,17,2.8368263,0.4722,Deca,NO,,,C2
deca_Ag_03_Au_10_config_314,-11990.0381,-11990.39804,2.96806,0.13159,10,3,-0.757869,-0.058298,-0.828188,-0.063707,17.205012,1.323462,37,2.8477738,3,2.8483407,0.0811,16,2.8194687,0.4324,18,2.8728397,0.4865,Deca,C2v,0.0038,0.0061,D5h
deca_Ag_03_Au_10_config_315,-11990.2853,-11992.20753,1.00081,0.04892,10,3,-1.005099,-0.077315,-2.637678,-0.202898,15.395522,1.184271,32,2.8012862,1,2.8522806,0.0313,17,2.8188822,0.5313,14,2.776278,0.4375,Deca,Cs,0.11,0.0332,Cs
deca_Ag_03_Au_10_config_316,-11990.291,-11991.29169,0.99511,0.18031,10,3,-1.010769,-0.077751,-1.721838,-0.132449,16.311362,1.25472,35,2.8387141,2,2.7855694,0.0571,17,2.8383172,0.4857,16,2.8457789,0.4571,Deca,NO,,,NO
deca_Ag_03_Au_10_config_317,-11989.7026,-11991.96692,0.99379,0.17331,10,3,-0.422369,-0.03249,-2.397068,-0.18439,15.636132,1.202779,35,2.8366389,2,2.8334174,0.0571,14,2.8544736,0.4,19,2.8238366,0.5429,Deca,NO,,,C2
deca_Ag_03_Au_10_config_318,-11989.8241,-11992.25134,0.99713,0.19617,10,3,-0.543869,-0.041836,-2.681488,-0.206268,15.351712,1.180901,35,2.8323712,2,2.9059339,0.0571,16,2.8388066,0.4571,17,2.8176594,0.4857,Deca,NO,,,Cs
deca_Ag_03_Au_10_config_319,-11989.7274,-11991.85733,0.99437,0.17603,10,3,-0.447169,-0.034398,-2.287478,-0.17596,15.745722,1.211209,34,2.8296418,3,2.8428047,0.0882,13,2.8590088,0.3824,18,2.8062384,0.5294,Deca,NO,,,NO
deca_Ag_03_Au_10_config_320,-11989.924,-11991.82544,0.99321,0.17049,10,3,-0.643769,-0.049521,-2.255588,-0.173507,15.777612,1.213662,34,2.8267937,1,2.7340038,0.0294,13,2.8279512,0.3824,20,2.8306813,0.5882,Deca,NO,,,NO
deca_Ag_03_Au_10_config_321,-11990.0155,-11992.08558,0.9925,0.1675,10,3,-0.735269,-0.056559,-2.515728,-0.193518,15.517472,1.193652,34,2.8154545,0,0,0,16,2.8085172,0.4706,18,2.8216219,0.5294,Deca,NO,,,NO
deca_Ag_03_Au_10_config_322,-11989.8818,-11991.91572,0.98897,0.15583,10,3,-0.601569,-0.046275,-2.345868,-0.180451,15.687332,1.206718,34,2.8181725,1,2.7732477,0.0294,15,2.8232725,0.4412,18,2.8164182,0.5294,Deca,NO,,,Cs
deca_Ag_03_Au_10_config_323,-11990.1323,-11991.07927,0.99823,0.21082,10,3,-0.852069,-0.065544,-1.509418,-0.116109,16.523782,1.27106,34,2.8247454,2,2.8843527,0.0588,14,2.8227522,0.4118,18,2.8196731,0.5294,Deca,Cs,0.054,0.0232,NO
deca_Ag_03_Au_10_config_324,-11990.1112,-11992.12739,0.99385,0.17341,10,3,-0.830969,-0.063921,-2.557538,-0.196734,15.475662,1.190436,34,2.823277,1,2.8842869,0.0294,15,2.8062315,0.4412,18,2.8340921,0.5294,Deca,NO,,,C2
deca_Ag_04_Au_09_config_301,-12083.9722,-12085.60493,0.99641,0.18969,9,4,-1.427592,-0.109815,-2.756007,-0.212001,15.187037,1.168234,36,2.8355284,4,2.9757638,0.1111,19,2.7928629,0.5278,13,2.8547375,0.3611,Deca,NO,,,NO
deca_Ag_04_Au_09_config_302,-12082.9016,-12085.29048,0.99552,0.18299,9,4,-0.356992,-0.027461,-2.441557,-0.187812,15.501487,1.192422,33,2.8134685,3,2.7940235,0.0909,17,2.832006,0.5152,13,2.793714,0.3939,Deca,NO,,,NO
deca_Ag_04_Au_09_config_303,-12083.5734,-12084.74441,0.99597,0.18614,9,4,-1.028792,-0.079138,-1.895487,-0.145807,16.047557,1.234427,35,2.8286135,5,2.8644261,0.1429,19,2.824847,0.5429,11,2.8188407,0.3143,Deca,NO,,,NO
deca_Ag_04_Au_09_config_304,-12083.4645,-12083.92645,0.99665,0.18887,9,4,-0.919892,-0.070761,-1.077527,-0.082887,16.865517,1.297347,37,2.8513994,5,2.8953071,0.1351,18,2.8067763,0.4865,14,2.8930907,0.3784,Deca,NO,,,D5h
deca_Ag_04_Au_09_config_305,-12083.7397,-12085.63169,0.99465,0.17764,9,4,-1.195092,-0.09193,-2.782767,-0.214059,15.160277,1.166175,32,2.7993658,3,2.8679292,0.0938,19,2.8012972,0.5938,10,2.7751267,0.3125,Deca,NO,,,Cs
deca_Ag_04_Au_09_config_306,-12083.7325,-12085.46684,0.99982,0.0594,9,4,-1.187852,-0.091373,-2.617917,-0.201378,15.325127,1.178856,34,2.8130898,4,2.852299,0.1176,17,2.8264246,0.5,13,2.7835875,0.3824,Deca,NO,,,NO
deca_Ag_04_Au_09_config_307,-12083.6009,-12084.55122,0.99443,0.17644,9,4,-1.056292,-0.081253,-1.702297,-0.130946,16.240747,1.249288,35,2.8399055,4,2.8089871,0.1143,20,2.8649149,0.5714,11,2.8056786,0.3143,Deca,Cs,0.7021,0.0838,Cs
deca_Ag_04_Au_09_config_308,-12083.7531,-12085.53993,0.99741,0.19953,9,4,-1.208492,-0.092961,-2.691007,-0.207001,15.252037,1.173234,36,2.8383169,3,2.9324353,0.0833,19,2.8276958,0.5278,14,2.8325634,0.3889,Deca,NO,,,Cs
deca_Ag_04_Au_09_config_309,-12083.4751,-12085.51894,0.99741,0.19941,9,4,-0.930492,-0.071576,-2.670017,-0.205386,15.273027,1.174848,34,2.8175805,4,2.8173084,0.1176,17,2.8427286,0.5,13,2.7847786,0.3824,Deca,NO,,,NO
deca_Ag_04_Au_09_config_310,-12083.6432,-12084.64654,0.99517,0.18073,9,4,-1.098592,-0.084507,-1.797617,-0.138278,16.145427,1.241956,35,2.837368,1,2.9078085,0.0286,20,2.8416796,0.5714,14,2.8261788,0.4,Deca,NO,,,NO
deca_Ag_04_Au_09_config_311,-12083.4718,-12083.86319,0.99641,0.1896,9,4,-0.927192,-0.071322,-1.014267,-0.078021,16.928777,1.302214,37,2.8524458,3,2.8906963,0.0811,16,2.7899914,0.4324,18,2.9015861,0.4865,Deca,C2v,0.0279,0.0167,D5h
deca_Ag_04_Au_09_config_312,-12083.7119,-12084.61921,0.99821,0.21069,9,4,-1.167292,-0.089792,-1.770287,-0.136176,16.172757,1.244058,32,2.8131144,1,2.8642545,0.0313,18,2.8013799,0.5625,13,2.825429,0.4063,Deca,C2,0.0002,0.0015,C2h
deca_Ag_04_Au_09_config_313,-12083.6825,-12085.3895,0.99638,0.18969,9,4,-1.137892,-0.08753,-2.540577,-0.195429,15.402467,1.184805,33,2.8094587,1,2.9111781,0.0303,18,2.780324,0.5455,14,2.8396516,0.4242,Deca,NO,,,NO
deca_Ag_04_Au_09_config_314,-12082.9701,-12085.20494,1.00048,0.02093,9,4,-0.425522,-0.032732,-2.356017,-0.181232,15.587027,1.199002,36,2.8428121,5,2.7879026,0.1389,14,2.8877559,0.3889,17,2.8219488,0.4722,Deca,NO,,,NO
deca_Ag_04_Au_09_config_315,-12082.9516,-12085.06265,0.99826,0.21138,9,4,-0.406992,-0.031307,-2.213727,-0.170287,15.729317,1.209947,34,2.8097758,4,2.8292496,0.1176,14,2.8112924,0.4118,16,2.8035808,0.4706,Deca,Cs,1.5683,0.1252,C2v
deca_Ag_04_Au_09_config_316,-12083.0768,-12085.45959,0.98949,0.15728,9,4,-0.532192,-0.040938,-2.610667,-0.200821,15.332377,1.179414,37,2.849005,5,2.8283939,0.1351,17,2.8986607,0.4595,15,2.7995985,0.4054,Deca,NO,,,C2
deca_Ag_04_Au_09_config_317,-12083.2805,-12085.48496,0.99221,0.16627,9,4,-0.735892,-0.056607,-2.636037,-0.202772,15.307007,1.177462,35,2.8230815,4,2.85798,0.1143,17,2.8223259,0.4857,14,2.8140271,0.4,Deca,NO,,,C2
deca_Ag_04_Au_09_config_318,-12083.3516,-12085.42195,0.99012,0.15915,9,4,-0.806992,-0.062076,-2.573027,-0.197925,15.370017,1.182309,34,2.8137767,3,2.8947704,0.0882,17,2.8043211,0.5,14,2.8079035,0.4118,Deca,NO,,,NO
deca_Ag_04_Au_09_config_319,-12083.2286,-12085.53076,0.99186,0.16499,9,4,-0.683992,-0.052615,-2.681837,-0.206295,15.261207,1.173939,36,2.836628,3,2.8865139,0.0833,18,2.8290274,0.5,15,2.8357711,0.4167,Deca,NO,,,C2
deca_Ag_04_Au_09_config_320,-12083.4854,-12085.37808,0.99461,0.17741,9,4,-0.940792,-0.072369,-2.529157,-0.194551,15.413887,1.185684,36,2.8329635,5,2.9181309,0.1389,17,2.8305936,0.4722,14,2.8054245,0.3889,Deca,NO,,,C3v
deca_Ag_04_Au_09_config_321,-12083.4666,-12085.5863,0.99747,0.20015,9,4,-0.921992,-0.070922,-2.737377,-0.210567,15.205667,1.169667,34,2.8202801,3,2.8807576,0.0882,18,2.806016,0.5294,13,2.8260744,0.3824,Deca,NO,,,NO
deca_Ag_04_Au_09_config_322,-12082.8167,-12085.59591,0.98765,0.15242,9,4,-0.272092,-0.02093,-2.746987,-0.211307,15.196057,1.168927,36,2.8373861,5,2.9077899,0.1389,16,2.8190529,0.4444,15,2.8334732,0.4167,Deca,NO,,,C2
deca_Ag_04_Au_09_config_323,-12083.288,-12085.41315,0.99115,0.16252,9,4,-0.743392,-0.057184,-2.564227,-0.197248,15.378817,1.182986,34,2.8142488,2,2.8514414,0.0588,19,2.8092651,0.5588,13,2.8158102,0.3824,Deca,NO,,,NO
deca_Ag_04_Au_09_config_324,-12083.3932,-12085.61956,0.99395,0.17391,9,4,-0.848592,-0.065276,-2.770637,-0.213126,15.172407,1.167108,34,2.8195064,4,2.888905,0.1176,18,2.8246827,0.5294,12,2.7886105,0.3529,Deca,NO,,,NO
deca_Ag_04_Au_09_config_325,-12083.5656,-12085.35814,0.99454,0.17702,9,4,-1.020992,-0.078538,-2.509217,-0.193017,15.433827,1.187217,35,2.82851,2,2.8333464,0.0571,19,2.8184602,0.5429,14,2.8414586,0.4,Deca,NO,,,C3v
deca_Ag_04_Au_09_config_326,-12083.5422,-12084.58228,0.9945,0.17676,9,4,-0.997592,-0.076738,-1.733357,-0.133335,16.209687,1.246899,35,2.8332388,2,2.9321866,0.0571,19,2.822654,0.5429,14,2.8334692,0.4,Deca,NO,,,Cs
deca_Ag_04_Au_09_config_327,-12083.3868,-12085.47441,0.99429,0.17564,9,4,-0.842192,-0.064784,-2.625487,-0.201961,15.317557,1.178274,34,2.813508,1,2.7852576,0.0294,19,2.8077865,0.5588,14,2.8232901,0.4118,Deca,NO,,,NO
deca_Ag_04_Au_09_config_328,-12082.9642,-12085.52326,0.99495,0.17938,9,4,-0.419592,-0.032276,-2.674337,-0.205718,15.268707,1.174516,35,2.8319986,2,2.8189902,0.0571,19,2.8329182,0.5429,14,2.8326094,0.4,Deca,NO,,,C2
deca_Ag_04_Au_09_config_329,-12083.0057,-12085.56845,0.99718,0.19695,9,4,-0.461092,-0.035469,-2.719527,-0.209194,15.223517,1.17104,35,2.8307147,2,2.8958735,0.0571,21,2.8282952,0.6,12,2.82409,0.3429,Deca,NO,,,NO
deca_Ag_04_Au_09_config_330,-12083.3326,-12085.77042,0.99284,0.16886,9,4,-0.787992,-0.060615,-2.921497,-0.224731,15.021547,1.155504,37,2.8485966,5,2.9931686,0.1351,21,2.8392837,0.5676,11,2.8006604,0.2973,Deca,NO,,,NO
deca_Ag_04_Au_09_config_331,-12083.5121,-12084.02272,0.9974,0.19936,9,4,-0.967492,-0.074422,-1.173797,-0.090292,16.769247,1.289942,37,2.8446372,4,2.757956,0.1081,19,2.8487351,0.5135,14,2.8638427,0.3784,Deca,Cs,0,0.0002,D5h
deca_Ag_04_Au_09_config_332,-12083.3898,-12085.62121,0.99267,0.16818,9,4,-0.845192,-0.065015,-2.772287,-0.213253,15.170757,1.166981,37,2.8533022,6,2.9999344,0.1622,19,2.8328478,0.5135,12,2.8123732,0.3243,Deca,NO,,,NO
deca_Ag_04_Au_09_config_333,-12083.6143,-12085.28268,0.99259,0.16782,9,4,-1.069692,-0.082284,-2.433757,-0.187212,15.509287,1.193022,36,2.8388131,4,2.8484709,0.1111,16,2.8360746,0.4444,16,2.8391376,0.4444,Deca,NO,,,NO
deca_Ag_04_Au_09_config_334,-12083.6993,-12085.42344,0.99209,0.16583,9,4,-1.154692,-0.088822,-2.574517,-0.19804,15.368527,1.182194,33,2.8051105,2,2.7817903,0.0606,18,2.8033078,0.5455,13,2.8111939,0.3939,Deca,NO,,,NO
deca_Ag_04_Au_09_config_335,-12083.5629,-12085.62384,0.99243,0.16716,9,4,-1.018292,-0.07833,-2.774917,-0.213455,15.168127,1.166779,35,2.8249264,3,2.8625145,0.0857,18,2.7973146,0.5143,14,2.8523726,0.4,Deca,NO,,,NO
deca_Ag_04_Au_09_config_336,-12083.8257,-12084.74769,0.99658,0.19113,9,4,-1.281092,-0.098546,-1.898767,-0.146059,16.044277,1.234175,34,2.8180327,5,2.840729,0.1471,19,2.8199134,0.5588,10,2.8031118,0.2941,Deca,Cs,0.6683,0.0817,NO
deca_Ag_04_Au_09_config_337,-12083.7996,-12084.91713,0.99546,0.18226,9,4,-1.254992,-0.096538,-2.068207,-0.159093,15.874837,1.221141,35,2.8263884,3,2.7471139,0.0857,22,2.8469882,0.6286,10,2.8048513,0.2857,Deca,NO,,,NO
deca_Ag_04_Au_09_config_338,-12082.9361,-12084.84147,0.99696,0.19458,9,4,-0.391492,-0.030115,-1.992547,-0.153273,15.950497,1.226961,34,2.8282144,3,2.8299875,0.0882,16,2.8319106,0.4706,15,2.8239174,0.4412,Deca,NO,,,NO
deca_Ag_04_Au_09_config_339,-12083.0244,-12085.14142,0.99417,0.17507,9,4,-0.479792,-0.036907,-2.292497,-0.176346,15.650547,1.203888,36,2.8453162,4,2.8171556,0.1111,16,2.8857281,0.4444,16,2.8119447,0.4444,Deca,NO,,,C2
deca_Ag_04_Au_09_config_340,-12083.1431,-12083.69779,0.99385,0.17342,9,4,-0.598492,-0.046038,-0.848867,-0.065297,17.094177,1.314937,37,2.8646524,3,2.9801807,0.0811,14,2.7805178,0.3784,20,2.9062176,0.5405,Deca,Cs,0.4472,0.0669,C2
deca_Ag_04_Au_09_config_341,-12083.3663,-12085.42773,0.99498,0.17954,9,4,-0.821692,-0.063207,-2.578807,-0.19837,15.364237,1.181864,34,2.8222086,3,2.7972467,0.0882,16,2.8174782,0.4706,15,2.8322463,0.4412,Deca,NO,,,NO
deca_Ag_04_Au_09_config_342,-12083.2471,-12085.51367,0.99186,0.16499,9,4,-0.702492,-0.054038,-2.664747,-0.204981,15.278297,1.175254,35,2.8320692,4,2.887713,0.1143,17,2.8288281,0.4857,14,2.820107,0.4,Deca,NO,,,C2
deca_Ag_04_Au_09_config_343,-12083.4607,-12085.39036,0.99667,0.19183,9,4,-0.916092,-0.070469,-2.541437,-0.195495,15.401607,1.184739,33,2.8086534,1,2.9058709,0.0303,18,2.7768626,0.5455,14,2.8425834,0.4242,Deca,NO,,,NO
deca_Ag_04_Au_09_config_344,-12083.2377,-12085.50846,0.99377,0.17303,9,4,-0.693092,-0.053315,-2.659537,-0.20458,15.283507,1.175654,35,2.8301826,2,2.7942553,0.0571,19,2.8216374,0.5429,14,2.8469112,0.4,Deca,NO,,,NO
deca_Ag_04_Au_09_config_345,-12082.9847,-12083.37157,1.09303,0.08833,9,4,-0.440092,-0.033853,-0.522647,-0.040204,17.420397,1.340031,37,2.8520527,4,2.8726716,0.1081,12,2.7887144,0.3243,21,2.8843188,0.5676,Deca,C2v,0,0.0004,D5h
deca_Ag_04_Au_09_config_346,-12083.3293,-12085.18703,1.00077,0.10142,9,4,-0.784692,-0.060361,-2.338107,-0.179854,15.604937,1.20038,34,2.8244343,4,2.871402,0.1176,18,2.8207293,0.5294,12,2.8143358,0.3529,Deca,NO,,,NO
deca_Ag_04_Au_09_config_347,-12083.3663,-12084.90481,0.9892,0.15648,9,4,-0.821692,-0.063207,-2.055887,-0.158145,15.887157,1.222089,30,2.7844405,0,0,0,19,2.7881169,0.6333,11,2.7780914,0.3667,Deca,NO,,,Cs
deca_Ag_04_Au_09_config_348,-12083.1458,-12083.52344,2.97053,0.12898,9,4,-0.601192,-0.046246,-0.674517,-0.051886,17.268527,1.328348,37,2.8534799,3,2.866596,0.0811,14,2.809855,0.3784,20,2.8820508,0.5405,Deca,C2,0.9695,0.0985,D5h
deca_Ag_04_Au_09_config_349,-12083.459,-12084.55007,0.99581,0.18503,9,4,-0.914392,-0.070338,-1.701147,-0.130857,16.241897,1.249377,37,2.8626604,1,2.8831642,0.027,18,2.8354461,0.4865,18,2.8887353,0.4865,Deca,C2,0.7548,0.0869,C2
deca_Ag_04_Au_09_config_350,-12083.5067,-12085.51093,0.9954,0.18212,9,4,-0.962092,-0.074007,-2.662007,-0.20477,15.281037,1.175464,36,2.8364599,3,2.9283836,0.0833,20,2.830879,0.5556,13,2.8238323,0.3611,Deca,Cs,0.0865,0.0294,C3v
deca_Ag_04_Au_09_config_351,-12083.2173,-12083.72404,0.98605,0.14864,9,4,-0.672692,-0.051746,-0.875117,-0.067317,17.067927,1.312917,37,2.8567173,2,3.1386395,0.0541,16,2.7838192,0.4324,19,2.888428,0.5135,Deca,C2v,0.0024,0.0049,D5h
deca_Ag_04_Au_09_config_352,-12083.4938,-12085.22777,0.99744,0.19977,9,4,-0.949192,-0.073015,-2.378847,-0.182988,15.564197,1.197246,33,2.8076267,2,2.8201003,0.0606,19,2.7941799,0.5758,12,2.8268383,0.3636,Deca,NO,,,NO
deca_Ag_04_Au_09_config_353,-12083.6865,-12084.69415,0.99794,0.20634,9,4,-1.141892,-0.087838,-1.845227,-0.141941,16.097817,1.238294,35,2.8426416,2,2.9160938,0.0571,19,2.8265028,0.5429,14,2.8540509,0.4,Deca,NO,,,NO
deca_Ag_05_Au_08_config_301,-12175.937,-12178.97695,0.991033,0.16209,8,5,-0.128015,-0.009847,-2.848957,-0.219151,15.003931,1.154149,35,2.8223763,6,2.8798888,0.1714,19,2.7904966,0.5429,10,2.8484397,0.2857,Deca,NO,,,NO
deca_Ag_05_Au_08_config_302,-12177.274,-12179.06936,0.99467,0.17778,8,5,-1.465015,-0.112693,-2.941366,-0.226259,14.911522,1.14704,37,2.8476009,6,2.9370048,0.1622,22,2.821327,0.5946,9,2.8522258,0.2432,Deca,NO,,,NO
deca_Ag_05_Au_08_config_303,-12177.1565,-12177.6052,0.99646,0.19005,8,5,-1.347515,-0.103655,-1.477206,-0.113631,16.375682,1.259668,37,2.8459983,7,2.8709371,0.1892,20,2.7923865,0.5405,10,2.9357655,0.2703,Deca,C2v,0.0197,0.014,D5h
deca_Ag_05_Au_08_config_304,-12177.4105,-12178.28371,0.99699,0.19486,8,5,-1.601515,-0.123193,-2.155716,-0.165824,15.697172,1.207475,32,2.8048618,5,2.7669113,0.1563,20,2.8137238,0.625,7,2.8066518,0.2188,Deca,C2,0.0012,0.0034,C2v
deca_Ag_05_Au_08_config_305,-12177.3762,-12178.14135,0.9948,0.17848,8,5,-1.567215,-0.120555,-2.013356,-0.154874,15.839532,1.218426,35,2.8461368,6,2.8606179,0.1714,21,2.8537877,0.6,8,2.8151927,0.2286,Deca,NO,,,C2
deca_Ag_05_Au_08_config_306,-12176.62,-12179.01878,0.99245,0.16727,8,5,-0.811015,-0.062386,-2.890786,-0.222368,14.962102,1.150931,37,2.8446939,9,2.9108727,0.2432,19,2.8384635,0.5135,9,2.7916679,0.2432,Deca,NO,,,NO
deca_Ag_05_Au_08_config_307,-12176.7136,-12178.97695,0.99997,0.0414,8,5,-0.904655,-0.069589,-2.848956,-0.21915,15.003932,1.154149,35,2.8223763,6,2.8798888,0.1714,19,2.7904966,0.5429,10,2.8484397,0.2857,Deca,NO,,,NO
